Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"20.0,-45903938763000.0,45903938763000.0,45903938763000.0,0.0,-45903938762976.0,45903938762956.0,0.0",45903938763000,28689961726869.0,4,"20.0,-45903938762980.0,20.0,0.0,0.0,-45903938762976.0,-20.0,-20.0",20,11475984690754.5,3,"45903938763008.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345387.5,1,"20.0,-45903938763000.0,0.0,0.0,20.0,-45903938762956.0,0.0,0.0",0,11475984690749.5,3,"0.0,-45903938763000.0,0.0,45903938763008.0,20.0,-45903938762956.0,-20.0,45903938762980.0",0,22951969381498.0,3,"0.0,-45903938763000.0,20.0,20.0,20.0,-45903938762976.0,-20.0,-20.0",20,11475984690759.5,2,"-45903938763000.0,45903938763000.0,0.0,0.0,-45903938762976.0,45903938762956.0,20.0,20.0",0,22951969381496.5,3,"0.0,45903938763000.0,-20.0,-20.0,-20.0,45903938762956.0,0.0,20.0",-20,11475984690754.5,2,"0.0,45903938763000.0,-45903938762976.0,-20.0,0.0,8.0,-45903938762948.0,20.0",0,17213977036121.5,4,"-20.0,45903938763000.0,0.0,0.0,0.0,45903938762976.0,0.0,0.0",0,11475984690749.5,1,"-45903938762976.0,45903938762980.0,0.0,-45903938762968.0,0.0,45903938762976.0,20.0,-45903938762924.0",0,28689961726855.5,4,"-20.0,45903938762980.0,-20.0,-20.0,-20.0,45903938762976.0,20.0,20.0",-20,11475984690759.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762968.0,45903938762968.0,45903938762968.0,0.0,-45903938762944.0,45903938762924.0,0.0",45903938762968,28689961726849.0,4,"20.0,-45903938762948.0,20.0,0.0,0.0,-45903938762944.0,-20.0,-20.0",20,11475984690746.5,3,"45903938762976.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345383.5,1,"20.0,-45903938762968.0,0.0,0.0,20.0,-45903938762924.0,0.0,0.0",0,11475984690741.5,3,"0.0,-45903938762968.0,0.0,45903938762976.0,20.0,-45903938762924.0,-20.0,45903938762948.0",0,22951969381482.0,3,"0.0,-45903938762968.0,20.0,20.0,20.0,-45903938762944.0,-20.0,-20.0",20,11475984690751.5,2,"-45903938762968.0,45903938762968.0,0.0,0.0,-45903938762944.0,45903938762924.0,20.0,20.0",0,22951969381480.5,3,"0.0,45903938762968.0,-20.0,-20.0,-20.0,45903938762924.0,0.0,20.0",-20,11475984690746.5,2,"0.0,45903938762968.0,-45903938762944.0,-20.0,0.0,8.0,-45903938762916.0,20.0",0,17213977036109.5,4,"-20.0,45903938762968.0,0.0,0.0,0.0,45903938762944.0,0.0,0.0",0,11475984690741.5,1,"-45903938762944.0,45903938762948.0,0.0,-45903938762936.0,0.0,45903938762944.0,20.0,-45903938762892.0",0,28689961726835.5,4,"-20.0,45903938762948.0,-20.0,-20.0,-20.0,45903938762944.0,20.0,20.0",-20,11475984690751.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762936.0,45903938762936.0,45903938762936.0,0.0,-45903938762912.0,45903938762892.0,0.0",45903938762936,28689961726829.0,4,"20.0,-45903938762916.0,20.0,0.0,0.0,-45903938762912.0,-20.0,-20.0",20,11475984690738.5,3,"45903938762944.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345379.5,1,"20.0,-45903938762936.0,0.0,0.0,20.0,-45903938762892.0,0.0,0.0",0,11475984690733.5,3,"0.0,-45903938762936.0,0.0,45903938762944.0,20.0,-45903938762892.0,-20.0,45903938762916.0",0,22951969381466.0,3,"0.0,-45903938762936.0,20.0,20.0,20.0,-45903938762912.0,-20.0,-20.0",20,11475984690743.5,2,"-45903938762936.0,45903938762936.0,0.0,0.0,-45903938762912.0,45903938762892.0,20.0,20.0",0,22951969381464.5,3,"0.0,45903938762936.0,-20.0,-20.0,-20.0,45903938762892.0,0.0,20.0",-20,11475984690738.5,2,"0.0,45903938762936.0,-45903938762912.0,-20.0,0.0,8.0,-45903938762884.0,20.0",0,17213977036097.5,4,"-20.0,45903938762936.0,0.0,0.0,0.0,45903938762912.0,0.0,0.0",0,11475984690733.5,1,"-45903938762912.0,45903938762916.0,0.0,-45903938762904.0,0.0,45903938762912.0,20.0,-45903938762860.0",0,28689961726815.5,4,"-20.0,45903938762916.0,-20.0,-20.0,-20.0,45903938762912.0,20.0,20.0",-20,11475984690743.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762904.0,45903938762904.0,45903938762904.0,0.0,-45903938762880.0,45903938762860.0,0.0",45903938762904,28689961726809.0,4,"20.0,-45903938762884.0,20.0,0.0,0.0,-45903938762880.0,-20.0,-20.0",20,11475984690730.5,3,"45903938762912.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345375.5,1,"20.0,-45903938762904.0,0.0,0.0,20.0,-45903938762860.0,0.0,0.0",0,11475984690725.5,3,"0.0,-45903938762904.0,0.0,45903938762912.0,20.0,-45903938762860.0,-20.0,45903938762884.0",0,22951969381450.0,3,"0.0,-45903938762904.0,20.0,20.0,20.0,-45903938762880.0,-20.0,-20.0",20,11475984690735.5,2,"-45903938762904.0,45903938762904.0,0.0,0.0,-45903938762880.0,45903938762860.0,20.0,20.0",0,22951969381448.5,3,"0.0,45903938762904.0,-20.0,-20.0,-20.0,45903938762860.0,0.0,20.0",-20,11475984690730.5,2,"0.0,45903938762904.0,-45903938762880.0,-20.0,0.0,8.0,-45903938762852.0,20.0",0,17213977036085.5,4,"-20.0,45903938762904.0,0.0,0.0,0.0,45903938762880.0,0.0,0.0",0,11475984690725.5,1,"-45903938762880.0,45903938762884.0,0.0,-45903938762872.0,0.0,45903938762880.0,20.0,-45903938762828.0",0,28689961726795.5,4,"-20.0,45903938762884.0,-20.0,-20.0,-20.0,45903938762880.0,20.0,20.0",-20,11475984690735.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762872.0,45903938762872.0,45903938762872.0,0.0,-45903938762848.0,45903938762828.0,0.0",45903938762872,28689961726789.0,4,"20.0,-45903938762852.0,20.0,0.0,0.0,-45903938762848.0,-20.0,-20.0",20,11475984690722.5,3,"45903938762880.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345371.5,1,"20.0,-45903938762872.0,0.0,0.0,20.0,-45903938762828.0,0.0,0.0",0,11475984690717.5,3,"0.0,-45903938762872.0,0.0,45903938762880.0,20.0,-45903938762828.0,-20.0,45903938762852.0",0,22951969381434.0,3,"0.0,-45903938762872.0,20.0,20.0,20.0,-45903938762848.0,-20.0,-20.0",20,11475984690727.5,2,"-45903938762872.0,45903938762872.0,0.0,0.0,-45903938762848.0,45903938762828.0,20.0,20.0",0,22951969381432.5,3,"0.0,45903938762872.0,-20.0,-20.0,-20.0,45903938762828.0,0.0,20.0",-20,11475984690722.5,2,"0.0,45903938762872.0,-45903938762848.0,-20.0,0.0,8.0,-45903938762820.0,20.0",0,17213977036073.5,4,"-20.0,45903938762872.0,0.0,0.0,0.0,45903938762848.0,0.0,0.0",0,11475984690717.5,1,"-45903938762848.0,45903938762852.0,0.0,-45903938762840.0,0.0,45903938762848.0,20.0,-45903938762796.0",0,28689961726775.5,4,"-20.0,45903938762852.0,-20.0,-20.0,-20.0,45903938762848.0,20.0,20.0",-20,11475984690727.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762840.0,45903938762840.0,45903938762840.0,0.0,-45903938762816.0,45903938762796.0,0.0",45903938762840,28689961726769.0,4,"20.0,-45903938762820.0,20.0,0.0,0.0,-45903938762816.0,-20.0,-20.0",20,11475984690714.5,3,"45903938762848.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345367.5,1,"20.0,-45903938762840.0,0.0,0.0,20.0,-45903938762796.0,0.0,0.0",0,11475984690709.5,3,"0.0,-45903938762840.0,0.0,45903938762848.0,20.0,-45903938762796.0,-20.0,45903938762820.0",0,22951969381418.0,3,"0.0,-45903938762840.0,20.0,20.0,20.0,-45903938762816.0,-20.0,-20.0",20,11475984690719.5,2,"-45903938762840.0,45903938762840.0,0.0,0.0,-45903938762816.0,45903938762796.0,20.0,20.0",0,22951969381416.5,3,"0.0,45903938762840.0,-20.0,-20.0,-20.0,45903938762796.0,0.0,20.0",-20,11475984690714.5,2,"0.0,45903938762840.0,-45903938762816.0,-20.0,0.0,8.0,-45903938762788.0,20.0",0,17213977036061.5,4,"-20.0,45903938762840.0,0.0,0.0,0.0,45903938762816.0,0.0,0.0",0,11475984690709.5,1,"-45903938762816.0,45903938762820.0,0.0,-45903938762808.0,0.0,45903938762816.0,20.0,-45903938762764.0",0,28689961726755.5,4,"-20.0,45903938762820.0,-20.0,-20.0,-20.0,45903938762816.0,20.0,20.0",-20,11475984690719.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762808.0,45903938762808.0,45903938762808.0,0.0,-45903938762784.0,45903938762764.0,0.0",45903938762808,28689961726749.0,4,"20.0,-45903938762788.0,20.0,0.0,0.0,-45903938762784.0,-20.0,-20.0",20,11475984690706.5,3,"45903938762816.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345363.5,1,"20.0,-45903938762808.0,0.0,0.0,20.0,-45903938762764.0,0.0,0.0",0,11475984690701.5,3,"0.0,-45903938762808.0,0.0,45903938762816.0,20.0,-45903938762764.0,-20.0,45903938762788.0",0,22951969381402.0,3,"0.0,-45903938762808.0,20.0,20.0,20.0,-45903938762784.0,-20.0,-20.0",20,11475984690711.5,2,"-45903938762808.0,45903938762808.0,0.0,0.0,-45903938762784.0,45903938762764.0,20.0,20.0",0,22951969381400.5,3,"0.0,45903938762808.0,-20.0,-20.0,-20.0,45903938762764.0,0.0,20.0",-20,11475984690706.5,2,"0.0,45903938762808.0,-45903938762784.0,-20.0,0.0,8.0,-45903938762756.0,20.0",0,17213977036049.5,4,"-20.0,45903938762808.0,0.0,0.0,0.0,45903938762784.0,0.0,0.0",0,11475984690701.5,1,"-45903938762784.0,45903938762788.0,0.0,-45903938762776.0,0.0,45903938762784.0,20.0,-45903938762732.0",0,28689961726735.5,4,"-20.0,45903938762788.0,-20.0,-20.0,-20.0,45903938762784.0,20.0,20.0",-20,11475984690711.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762776.0,45903938762776.0,45903938762776.0,0.0,-45903938762752.0,45903938762732.0,0.0",45903938762776,28689961726729.0,4,"20.0,-45903938762756.0,20.0,0.0,0.0,-45903938762752.0,-20.0,-20.0",20,11475984690698.5,3,"45903938762784.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345359.5,1,"20.0,-45903938762776.0,0.0,0.0,20.0,-45903938762732.0,0.0,0.0",0,11475984690693.5,3,"0.0,-45903938762776.0,0.0,45903938762784.0,20.0,-45903938762732.0,-20.0,45903938762756.0",0,22951969381386.0,3,"0.0,-45903938762776.0,20.0,20.0,20.0,-45903938762752.0,-20.0,-20.0",20,11475984690703.5,2,"-45903938762776.0,45903938762776.0,0.0,0.0,-45903938762752.0,45903938762732.0,20.0,20.0",0,22951969381384.5,3,"0.0,45903938762776.0,-20.0,-20.0,-20.0,45903938762732.0,0.0,20.0",-20,11475984690698.5,2,"0.0,45903938762776.0,-45903938762752.0,-20.0,0.0,8.0,-45903938762724.0,20.0",0,17213977036037.5,4,"-20.0,45903938762776.0,0.0,0.0,0.0,45903938762752.0,0.0,0.0",0,11475984690693.5,1,"-45903938762752.0,45903938762756.0,0.0,-45903938762744.0,0.0,45903938762752.0,20.0,-45903938762700.0",0,28689961726715.5,4,"-20.0,45903938762756.0,-20.0,-20.0,-20.0,45903938762752.0,20.0,20.0",-20,11475984690703.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762744.0,45903938762744.0,45903938762744.0,0.0,-45903938762720.0,45903938762700.0,0.0",45903938762744,28689961726709.0,4,"20.0,-45903938762724.0,20.0,0.0,0.0,-45903938762720.0,-20.0,-20.0",20,11475984690690.5,3,"45903938762752.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345355.5,1,"20.0,-45903938762744.0,0.0,0.0,20.0,-45903938762700.0,0.0,0.0",0,11475984690685.5,3,"0.0,-45903938762744.0,0.0,45903938762752.0,20.0,-45903938762700.0,-20.0,45903938762724.0",0,22951969381370.0,3,"0.0,-45903938762744.0,20.0,20.0,20.0,-45903938762720.0,-20.0,-20.0",20,11475984690695.5,2,"-45903938762744.0,45903938762744.0,0.0,0.0,-45903938762720.0,45903938762700.0,20.0,20.0",0,22951969381368.5,3,"0.0,45903938762744.0,-20.0,-20.0,-20.0,45903938762700.0,0.0,20.0",-20,11475984690690.5,2,"0.0,45903938762744.0,-45903938762720.0,-20.0,0.0,8.0,-45903938762692.0,20.0",0,17213977036025.5,4,"-20.0,45903938762744.0,0.0,0.0,0.0,45903938762720.0,0.0,0.0",0,11475984690685.5,1,"-45903938762720.0,45903938762724.0,0.0,-45903938762712.0,0.0,45903938762720.0,20.0,-45903938762668.0",0,28689961726695.5,4,"-20.0,45903938762724.0,-20.0,-20.0,-20.0,45903938762720.0,20.0,20.0",-20,11475984690695.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762712.0,45903938762712.0,45903938762712.0,0.0,-45903938762688.0,45903938762668.0,0.0",45903938762712,28689961726689.0,4,"20.0,-45903938762692.0,20.0,0.0,0.0,-45903938762688.0,-20.0,-20.0",20,11475984690682.5,3,"45903938762720.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345351.5,1,"20.0,-45903938762712.0,0.0,0.0,20.0,-45903938762668.0,0.0,0.0",0,11475984690677.5,3,"0.0,-45903938762712.0,0.0,45903938762720.0,20.0,-45903938762668.0,-20.0,45903938762692.0",0,22951969381354.0,3,"0.0,-45903938762712.0,20.0,20.0,20.0,-45903938762688.0,-20.0,-20.0",20,11475984690687.5,2,"-45903938762712.0,45903938762712.0,0.0,0.0,-45903938762688.0,45903938762668.0,20.0,20.0",0,22951969381352.5,3,"0.0,45903938762712.0,-20.0,-20.0,-20.0,45903938762668.0,0.0,20.0",-20,11475984690682.5,2,"0.0,45903938762712.0,-45903938762688.0,-20.0,0.0,8.0,-45903938762660.0,20.0",0,17213977036013.5,4,"-20.0,45903938762712.0,0.0,0.0,0.0,45903938762688.0,0.0,0.0",0,11475984690677.5,1,"-45903938762688.0,45903938762692.0,0.0,-45903938762680.0,0.0,45903938762688.0,20.0,-45903938762636.0",0,28689961726675.5,4,"-20.0,45903938762692.0,-20.0,-20.0,-20.0,45903938762688.0,20.0,20.0",-20,11475984690687.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762680.0,45903938762680.0,45903938762680.0,0.0,-45903938762656.0,45903938762636.0,0.0",45903938762680,28689961726669.0,4,"20.0,-45903938762660.0,20.0,0.0,0.0,-45903938762656.0,-20.0,-20.0",20,11475984690674.5,3,"45903938762688.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345347.5,1,"20.0,-45903938762680.0,0.0,0.0,20.0,-45903938762636.0,0.0,0.0",0,11475984690669.5,3,"0.0,-45903938762680.0,0.0,45903938762688.0,20.0,-45903938762636.0,-20.0,45903938762660.0",0,22951969381338.0,3,"0.0,-45903938762680.0,20.0,20.0,20.0,-45903938762656.0,-20.0,-20.0",20,11475984690679.5,2,"-45903938762680.0,45903938762680.0,0.0,0.0,-45903938762656.0,45903938762636.0,20.0,20.0",0,22951969381336.5,3,"0.0,45903938762680.0,-20.0,-20.0,-20.0,45903938762636.0,0.0,20.0",-20,11475984690674.5,2,"0.0,45903938762680.0,-45903938762656.0,-20.0,0.0,8.0,-45903938762628.0,20.0",0,17213977036001.5,4,"-20.0,45903938762680.0,0.0,0.0,0.0,45903938762656.0,0.0,0.0",0,11475984690669.5,1,"-45903938762656.0,45903938762660.0,0.0,-45903938762648.0,0.0,45903938762656.0,20.0,-45903938762604.0",0,28689961726655.5,4,"-20.0,45903938762660.0,-20.0,-20.0,-20.0,45903938762656.0,20.0,20.0",-20,11475984690679.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762648.0,45903938762648.0,45903938762648.0,0.0,-45903938762624.0,45903938762604.0,0.0",45903938762648,28689961726649.0,4,"20.0,-45903938762628.0,20.0,0.0,0.0,-45903938762624.0,-20.0,-20.0",20,11475984690666.5,3,"45903938762656.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345343.5,1,"20.0,-45903938762648.0,0.0,0.0,20.0,-45903938762604.0,0.0,0.0",0,11475984690661.5,3,"0.0,-45903938762648.0,0.0,45903938762656.0,20.0,-45903938762604.0,-20.0,45903938762628.0",0,22951969381322.0,3,"0.0,-45903938762648.0,20.0,20.0,20.0,-45903938762624.0,-20.0,-20.0",20,11475984690671.5,2,"-45903938762648.0,45903938762648.0,0.0,0.0,-45903938762624.0,45903938762604.0,20.0,20.0",0,22951969381320.5,3,"0.0,45903938762648.0,-20.0,-20.0,-20.0,45903938762604.0,0.0,20.0",-20,11475984690666.5,2,"0.0,45903938762648.0,-45903938762624.0,-20.0,0.0,8.0,-45903938762596.0,20.0",0,17213977035989.5,4,"-20.0,45903938762648.0,0.0,0.0,0.0,45903938762624.0,0.0,0.0",0,11475984690661.5,1,"-45903938762624.0,45903938762628.0,0.0,-45903938762616.0,0.0,45903938762624.0,20.0,-45903938762572.0",0,28689961726635.5,4,"-20.0,45903938762628.0,-20.0,-20.0,-20.0,45903938762624.0,20.0,20.0",-20,11475984690671.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762616.0,45903938762616.0,45903938762616.0,0.0,-45903938762592.0,45903938762572.0,0.0",45903938762616,28689961726629.0,4,"20.0,-45903938762596.0,20.0,0.0,0.0,-45903938762592.0,-20.0,-20.0",20,11475984690658.5,3,"45903938762624.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345339.5,1,"20.0,-45903938762616.0,0.0,0.0,20.0,-45903938762572.0,0.0,0.0",0,11475984690653.5,3,"0.0,-45903938762616.0,0.0,45903938762624.0,20.0,-45903938762572.0,-20.0,45903938762596.0",0,22951969381306.0,3,"0.0,-45903938762616.0,20.0,20.0,20.0,-45903938762592.0,-20.0,-20.0",20,11475984690663.5,2,"-45903938762616.0,45903938762616.0,0.0,0.0,-45903938762592.0,45903938762572.0,20.0,20.0",0,22951969381304.5,3,"0.0,45903938762616.0,-20.0,-20.0,-20.0,45903938762572.0,0.0,20.0",-20,11475984690658.5,2,"0.0,45903938762616.0,-45903938762592.0,-20.0,0.0,8.0,-45903938762564.0,20.0",0,17213977035977.5,4,"-20.0,45903938762616.0,0.0,0.0,0.0,45903938762592.0,0.0,0.0",0,11475984690653.5,1,"-45903938762592.0,45903938762596.0,0.0,-45903938762584.0,0.0,45903938762592.0,20.0,-45903938762540.0",0,28689961726615.5,4,"-20.0,45903938762596.0,-20.0,-20.0,-20.0,45903938762592.0,20.0,20.0",-20,11475984690663.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762584.0,45903938762584.0,45903938762584.0,0.0,-45903938762560.0,45903938762540.0,0.0",45903938762584,28689961726609.0,4,"20.0,-45903938762564.0,20.0,0.0,0.0,-45903938762560.0,-20.0,-20.0",20,11475984690650.5,3,"45903938762592.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345335.5,1,"20.0,-45903938762584.0,0.0,0.0,20.0,-45903938762540.0,0.0,0.0",0,11475984690645.5,3,"0.0,-45903938762584.0,0.0,45903938762592.0,20.0,-45903938762540.0,-20.0,45903938762564.0",0,22951969381290.0,3,"0.0,-45903938762584.0,20.0,20.0,20.0,-45903938762560.0,-20.0,-20.0",20,11475984690655.5,2,"-45903938762584.0,45903938762584.0,0.0,0.0,-45903938762560.0,45903938762540.0,20.0,20.0",0,22951969381288.5,3,"0.0,45903938762584.0,-20.0,-20.0,-20.0,45903938762540.0,0.0,20.0",-20,11475984690650.5,2,"0.0,45903938762584.0,-45903938762560.0,-20.0,0.0,8.0,-45903938762532.0,20.0",0,17213977035965.5,4,"-20.0,45903938762584.0,0.0,0.0,0.0,45903938762560.0,0.0,0.0",0,11475984690645.5,1,"-45903938762560.0,45903938762564.0,0.0,-45903938762552.0,0.0,45903938762560.0,20.0,-45903938762508.0",0,28689961726595.5,4,"-20.0,45903938762564.0,-20.0,-20.0,-20.0,45903938762560.0,20.0,20.0",-20,11475984690655.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762552.0,45903938762552.0,45903938762552.0,0.0,-45903938762528.0,45903938762508.0,0.0",45903938762552,28689961726589.0,4,"20.0,-45903938762532.0,20.0,0.0,0.0,-45903938762528.0,-20.0,-20.0",20,11475984690642.5,3,"45903938762560.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345331.5,1,"20.0,-45903938762552.0,0.0,0.0,20.0,-45903938762508.0,0.0,0.0",0,11475984690637.5,3,"0.0,-45903938762552.0,0.0,45903938762560.0,20.0,-45903938762508.0,-20.0,45903938762532.0",0,22951969381274.0,3,"0.0,-45903938762552.0,20.0,20.0,20.0,-45903938762528.0,-20.0,-20.0",20,11475984690647.5,2,"-45903938762552.0,45903938762552.0,0.0,0.0,-45903938762528.0,45903938762508.0,20.0,20.0",0,22951969381272.5,3,"0.0,45903938762552.0,-20.0,-20.0,-20.0,45903938762508.0,0.0,20.0",-20,11475984690642.5,2,"0.0,45903938762552.0,-45903938762528.0,-20.0,0.0,8.0,-45903938762500.0,20.0",0,17213977035953.5,4,"-20.0,45903938762552.0,0.0,0.0,0.0,45903938762528.0,0.0,0.0",0,11475984690637.5,1,"-45903938762528.0,45903938762532.0,0.0,-45903938762520.0,0.0,45903938762528.0,20.0,-45903938762476.0",0,28689961726575.5,4,"-20.0,45903938762532.0,-20.0,-20.0,-20.0,45903938762528.0,20.0,20.0",-20,11475984690647.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762520.0,45903938762520.0,45903938762520.0,0.0,-45903938762496.0,45903938762476.0,0.0",45903938762520,28689961726569.0,4,"20.0,-45903938762500.0,20.0,0.0,0.0,-45903938762496.0,-20.0,-20.0",20,11475984690634.5,3,"45903938762528.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345327.5,1,"20.0,-45903938762520.0,0.0,0.0,20.0,-45903938762476.0,0.0,0.0",0,11475984690629.5,3,"0.0,-45903938762520.0,0.0,45903938762528.0,20.0,-45903938762476.0,-20.0,45903938762500.0",0,22951969381258.0,3,"0.0,-45903938762520.0,20.0,20.0,20.0,-45903938762496.0,-20.0,-20.0",20,11475984690639.5,2,"-45903938762520.0,45903938762520.0,0.0,0.0,-45903938762496.0,45903938762476.0,20.0,20.0",0,22951969381256.5,3,"0.0,45903938762520.0,-20.0,-20.0,-20.0,45903938762476.0,0.0,20.0",-20,11475984690634.5,2,"0.0,45903938762520.0,-45903938762496.0,-20.0,0.0,8.0,-45903938762468.0,20.0",0,17213977035941.5,4,"-20.0,45903938762520.0,0.0,0.0,0.0,45903938762496.0,0.0,0.0",0,11475984690629.5,1,"-45903938762496.0,45903938762500.0,0.0,-45903938762488.0,0.0,45903938762496.0,20.0,-45903938762444.0",0,28689961726555.5,4,"-20.0,45903938762500.0,-20.0,-20.0,-20.0,45903938762496.0,20.0,20.0",-20,11475984690639.5,3,4,6,2,R (6),1.75,2.75
"20.0,-45903938762488.0,45903938762488.0,45903938762488.0,0.0,-45903938762464.0,45903938762444.0,0.0",45903938762488,28689961726549.0,4,"20.0,-45903938762468.0,20.0,0.0,0.0,-45903938762464.0,-20.0,-20.0",20,11475984690626.5,3,"45903938762496.0,8.0,20.0,0.0,0.0,24.0,-20.0,-20.0",0,5737992345323.5,1,"20.0,-45903938762488.0,0.0,0.0,20.0,-45903938762444.0,0.0,0.0",0,11475984690621.5,3,"0.0,-45903938762488.0,0.0,45903938762496.0,20.0,-45903938762444.0,-20.0,45903938762468.0",0,22951969381242.0,3,"0.0,-45903938762488.0,20.0,20.0,20.0,-45903938762464.0,-20.0,-20.0",20,11475984690631.5,2,"-45903938762488.0,45903938762488.0,0.0,0.0,-45903938762464.0,45903938762444.0,20.0,20.0",0,22951969381240.5,3,"0.0,45903938762488.0,-20.0,-20.0,-20.0,45903938762444.0,0.0,20.0",-20,11475984690626.5,2,"0.0,45903938762488.0,-45903938762464.0,-20.0,0.0,8.0,-45903938762436.0,20.0",0,17213977035929.5,4,"-20.0,45903938762488.0,0.0,0.0,0.0,45903938762464.0,0.0,0.0",0,11475984690621.5,1,"-45903938762464.0,45903938762468.0,0.0,-45903938762456.0,0.0,45903938762464.0,20.0,-45903938762412.0",0,28689961726535.5,4,"-20.0,45903938762468.0,-20.0,-20.0,-20.0,45903938762464.0,20.0,20.0",-20,11475984690631.5,3,4,6,2,R (6),1.75,2.75
