Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"45904133759896.0,-32.0,-45903938764424.0,32.0,-45903938764448.0,-16.0,0.0,16.0",45904133759896,17214001411108.0,4,"0.0,-32.0,-45903938764456.0,45903938764456.0,8.0,45903938764432.0,45903938764432.0,45903938764448.0",45903938764432,28689961727783.0,1,"32.0,0.0,194995440.0,0.0,-45903938764448.0,16.0,16.0,0.0",0,5738016719994.0,2,"32.0,16.0,-45903938764408.0,48.0,-45903938764448.0,-16.0,45903938764440.0,45903938764456.0",32,22951969382233.0,4,"0.0,0.0,-45903938764424.0,32.0,194995448.0,45904133759880.0,-16.0,0.0",0,11476033439975.0,2,"16.0,-16.0,-45903938764424.0,32.0,-45903938764416.0,32.0,32.0,0.0",32,11475984691121.0,4,"-32.0,32.0,45903938764456.0,-16.0,45903938764432.0,0.0,16.0,0.0",0,11475984691123.0,3,"-45903938764456.0,-45903938764424.0,8.0,-45903938764448.0,-32.0,-45903938764464.0,-45903938764464.0,-45903938764480.0",-45903938764464,34427954073347.0,2,"-16.0,16.0,45903938764440.0,-16.0,45903938764448.0,16.0,-16.0,-32.0",-16,11475984691125.0,4,"-45903938764448.0,-45903938764448.0,-24.0,-16.0,45903938764432.0,0.0,0.0,-32.0",-45903938764448,17213977036675.0,2,"-16.0,32.0,45903938764456.0,0.0,45903938764416.0,-16.0,-16.0,-45904133759896.0",-16,17214001411106.0,2,"-16.0,16.0,45903938764424.0,-32.0,45903938764416.0,-16.0,-32.0,-48.0",-16,11475984691125.0,4,4,6,2,R (6),2.1556390622295662,3.0
"-45903938764480.0,0.0,-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0",0,11476009065551.0,0,"-32.0,45903938764480.0,45903938764464.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0",-16,17214001411109.0,2,"-45903938764464.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0",-32,11476009065561.0,2,"-24.0,45903938764456.0,45903938764432.0,45903938764416.0,45903938764448.0,45903938764448.0,-32.0,-45904133759880.0",45903938764448,34427978447767.0,2,"-45903938764448.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0",-16,11476009065555.0,0,"-45903938764480.0,0.0,-16.0,45903938764424.0,45903938764424.0,45903938764416.0,45903938764400.0,-194995416.0",45903938764424,28689986102197.0,2,"45903938764480.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0",0,22952042505517.0,2,"45903938764464.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0",-16,11476009065559.0,2,"45903938764448.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0",32,22952042505521.0,2,"45903938764448.0,-48.0,-32.0,32.0,32.0,-45903938764392.0,-45903938764376.0,194995480.0",32,17214001411105.0,4,"-194995416.0,0.0,16.0,0.0,0.0,32.0,48.0,45904133759880.0",0,5738041094424.0,1,"45903938764480.0,0.0,-45903938764408.0,-45903938764392.0,-45903938764384.0,-45903938764384.0,-45903938764400.0,194995448.0",-45903938764384,34427978447737.0,2,2,4,4,W (4),2.4056390622295662,2.75
"45904133759896.0,45904133759896.0,-32.0,-45903938764392.0,32.0,-45903938764416.0,-16.0,0.0",45904133759896,22952018131085.0,3,"48.0,0.0,-32.0,-45903938764424.0,45903938764424.0,8.0,45903938764400.0,45903938764400.0",45903938764400,22951969382217.0,2,"32.0,32.0,0.0,194995472.0,0.0,-45903938764416.0,16.0,16.0",32,5738016719998.0,2,"32.0,32.0,16.0,-45903938764376.0,48.0,-45903938764416.0,-16.0,45903938764408.0",32,17213977036668.0,4,"0.0,0.0,0.0,-45903938764392.0,32.0,194995480.0,45904133759880.0,-16.0",0,11476033439975.0,2,"45903938764480.0,16.0,-16.0,-45903938764392.0,32.0,-45903938764384.0,32.0,32.0",32,17213977036673.0,4,"0.0,-32.0,32.0,45903938764424.0,-16.0,45903938764400.0,0.0,16.0",0,11475984691115.0,3,"-45903938764424.0,-45903938764424.0,-45903938764392.0,8.0,-45903938764416.0,-32.0,-45903938764432.0,-45903938764432.0",-45903938764424,34427954073320.0,2,"0.0,-16.0,16.0,45903938764408.0,-16.0,45903938764416.0,16.0,-16.0",-16,11475984691113.0,4,"-45903938764416.0,-45903938764416.0,-45903938764416.0,-24.0,-16.0,45903938764400.0,0.0,0.0",-45903938764416,22951969382211.0,1,"-16.0,-16.0,32.0,45903938764424.0,0.0,45903938764384.0,-16.0,-16.0",-16,11475984691113.0,2,"-45903938764448.0,-16.0,16.0,45903938764392.0,-32.0,45903938764384.0,-16.0,-32.0",-16,17213977036667.0,4,4,5,3,R (5),2.1556390622295662,3.0
"16.0,-45903938764448.0,0.0,-16.0,-32.0,0.0,0.0,-16.0",0,5737992345566.0,1,"45903938764416.0,-32.0,45903938764448.0,45903938764432.0,-16.0,-16.0,0.0,-16.0",-16,17213977036672.0,3,"0.0,-45903938764432.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0",-32,5737992345574.0,2,"45903938764424.0,-24.0,45903938764424.0,45903938764400.0,45903938764384.0,45903938764416.0,45903938764416.0,-32.0",45903938764424,34427954073315.0,3,"0.0,-45903938764416.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0",0,5737992345564.0,0,"0.0,-45903938764448.0,0.0,-16.0,45903938764392.0,45903938764392.0,45903938764384.0,45903938764368.0",0,28689961727750.0,1,"0.0,45903938764448.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0",0,17214025785526.0,1,"-45903938764448.0,45903938764432.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0",-16,11475984691124.0,3,"-32.0,45903938764416.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0",-32,17214025785538.0,3,"-32.0,45903938764416.0,-48.0,-32.0,32.0,32.0,-45903938764360.0,-45903938764344.0",-32,17213977036662.0,4,"-45904133759896.0,-194995448.0,0.0,16.0,0.0,0.0,32.0,48.0",0,5738041094430.0,1,"-48.0,45903938764448.0,0.0,-45903938764376.0,-45903938764360.0,-45903938764352.0,-45903938764352.0,-45903938764368.0",-45903938764352,34427954073288.0,2,2,4,4,R (4),2.1556390622295662,2.75
"-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764360.0,32.0,-45903938764384.0,-16.0",45904133759896,28690034851060.0,4,"-45904133759848.0,48.0,0.0,-32.0,-45903938764392.0,45903938764392.0,8.0,45903938764368.0",-45904133759848,22951993756636.0,3,"-45904133759864.0,32.0,32.0,0.0,194995504.0,0.0,-45903938764384.0,16.0",32,11476033439979.0,3,"-45904133759880.0,32.0,32.0,16.0,-45903938764344.0,48.0,-45903938764384.0,-16.0",32,17214001411094.0,4,"-45904133759896.0,0.0,0.0,0.0,-45903938764360.0,32.0,194995512.0,45904133759880.0",0,17214050159960.0,1,"-194995448.0,45903938764448.0,16.0,-16.0,-45903938764360.0,32.0,-45903938764352.0,32.0",32,17214001411088.0,5,"45904133759896.0,0.0,-32.0,32.0,45903938764392.0,-16.0,45903938764368.0,0.0",0,17214001411092.0,4,"45904133759896.0,-45903938764392.0,-45903938764392.0,-45903938764360.0,8.0,-45903938764384.0,-32.0,-45903938764400.0",-45903938764392,34427978447733.0,3,"45904133759864.0,0.0,-16.0,16.0,45903938764376.0,-16.0,45903938764384.0,16.0",-16,17214001411086.0,4,"194995512.0,-45903938764384.0,-45903938764384.0,-45903938764384.0,-24.0,-16.0,45903938764368.0,0.0",-45903938764384,22951993756634.0,2,"45904133759880.0,-16.0,-16.0,32.0,45903938764392.0,0.0,45903938764352.0,-16.0",-16,17214001411088.0,3,"194995480.0,-45903938764416.0,-16.0,16.0,45903938764360.0,-32.0,45903938764352.0,-16.0",-16,17214001411086.0,5,5,5,3,R (5),2.4056390622295662,3.0
"0.0,16.0,-45903938764416.0,0.0,-16.0,-32.0,0.0,0.0",0,5737992345560.0,1,"45903938764368.0,45903938764384.0,-32.0,45903938764416.0,45903938764400.0,-16.0,-16.0,0.0",-16,22951969382204.0,3,"16.0,0.0,-45903938764400.0,16.0,0.0,-32.0,-32.0,-32.0",-32,5737992345566.0,3,"45903938764376.0,45903938764392.0,-24.0,45903938764392.0,45903938764368.0,45903938764352.0,45903938764384.0,45903938764384.0",45903938764392,40165946418834.0,2,"-16.0,0.0,-45903938764384.0,0.0,0.0,-16.0,-16.0,-16.0",-16,5737992345556.0,0,"32.0,0.0,-45903938764416.0,0.0,-16.0,45903938764360.0,45903938764360.0,45903938764352.0",0,22951969382192.0,2,"16.0,0.0,45903938764416.0,-32.0,-16.0,0.0,0.0,-45904133759864.0",0,11476009065543.0,1,"-45903938764400.0,-45903938764416.0,45903938764400.0,-16.0,-16.0,0.0,-16.0,-16.0",-16,17213977036660.0,2,"-16.0,-32.0,45903938764384.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0",-32,17214025785534.0,3,"0.0,-32.0,45903938764384.0,-48.0,-32.0,32.0,32.0,-45903938764328.0",-32,11475984691111.0,4,"-16.0,-45904133759896.0,-194995480.0,0.0,16.0,0.0,0.0,32.0",0,5738041094430.0,1,"-32.0,-48.0,45903938764416.0,0.0,-45903938764344.0,-45903938764328.0,-45903938764320.0,-45903938764320.0",-45903938764320,28689961727726.0,2,2,5,3,R (5),1.9056390622295665,2.75
"-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764328.0,32.0,-45903938764352.0",45904133759896,28690034851052.0,4,"-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764360.0,45903938764360.0,8.0",-16,17214001411084.0,3,"-48.0,-45904133759864.0,32.0,32.0,0.0,194995536.0,0.0,-45903938764352.0",32,11476033439983.0,2,"-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764312.0,48.0,-45903938764352.0",32,17214001411088.0,4,"-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764328.0,32.0,194995544.0",0,11476033439981.0,1,"45903938764336.0,-194995480.0,45903938764416.0,16.0,-16.0,-45903938764328.0,32.0,-45903938764320.0",45903938764336,22951993756618.0,5,"-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764360.0,-16.0,45903938764336.0",-45904133759848,22952018131065.0,5,"48.0,45904133759896.0,-45903938764360.0,-45903938764360.0,-45903938764328.0,8.0,-45903938764352.0,-32.0",-45903938764360,28689986102173.0,3,"16.0,45904133759864.0,0.0,-16.0,16.0,45903938764344.0,-16.0,45903938764352.0",16,17214001411078.0,4,"-45903938764312.0,194995544.0,-45903938764352.0,-45903938764352.0,-45903938764352.0,-24.0,-16.0,45903938764336.0",-45903938764352,28689986102161.0,3,"48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764360.0,0.0,45903938764320.0",-16,17214001411084.0,2,"-45903938764336.0,194995512.0,-45903938764384.0,-16.0,16.0,45903938764328.0,-32.0,45903938764320.0",-45903938764336,22951993756618.0,5,5,4,4,W (4),2.4056390622295662,3.0
"-16.0,0.0,16.0,-45903938764384.0,0.0,-16.0,-32.0,0.0",0,5737992345558.0,2,"45903938764336.0,45903938764336.0,45903938764352.0,-32.0,45903938764384.0,45903938764368.0,-16.0,-16.0",45903938764336,28689961727730.0,3,"16.0,16.0,0.0,-45903938764368.0,16.0,0.0,-32.0,-32.0",16,5737992345560.0,3,"-16.0,45903938764344.0,45903938764360.0,-24.0,45903938764360.0,45903938764336.0,45903938764320.0,45903938764352.0",45903938764360,34427954073264.0,3,"45904133759880.0,-16.0,0.0,-45903938764352.0,0.0,0.0,-16.0,-16.0",-16,11476009065535.0,1,"32.0,32.0,0.0,-45903938764384.0,0.0,-16.0,45903938764328.0,45903938764328.0",32,17213977036640.0,2,"0.0,16.0,0.0,45903938764384.0,-32.0,-16.0,0.0,0.0",0,5737992345556.0,1,"-45903938764368.0,-45903938764368.0,-45903938764384.0,45903938764368.0,-16.0,-16.0,0.0,-16.0",-16,22951969382192.0,2,"16.0,-16.0,-32.0,45903938764352.0,-32.0,-45904133759880.0,-45904133759864.0,32.0",-32,17214025785528.0,4,"0.0,0.0,-32.0,45903938764352.0,-48.0,-32.0,32.0,32.0",0,5737992345566.0,3,"-16.0,-16.0,-45904133759896.0,-194995512.0,0.0,16.0,0.0,0.0",0,5738041094432.0,1,"-16.0,-32.0,-48.0,45903938764384.0,0.0,-45903938764312.0,-45903938764296.0,-45903938764288.0",-16,22951969382172.0,2,2,5,3,R (5),1.9056390622295665,2.75
"0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764296.0,32.0",45904133759896,22952042505504.0,3,"0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764328.0,45903938764328.0",0,17214001411075.0,3,"-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194995568.0,0.0",32,5738041094447.0,1,"45903938764352.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764280.0,48.0",32,17214001411084.0,4,"-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764296.0,32.0",0,11476009065536.0,1,"45903938764320.0,45903938764304.0,-194995512.0,45903938764384.0,16.0,-16.0,-45903938764296.0,32.0",45903938764320,22951993756610.0,4,"-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764328.0,-16.0",-45904133759864,22952042505502.0,4,"-16.0,48.0,45904133759896.0,-45903938764328.0,-45903938764328.0,-45903938764296.0,8.0,-45903938764320.0",-45903938764328,28689986102155.0,4,"32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938764312.0,-16.0",16,11476009065534.0,3,"-45903938764296.0,-45903938764280.0,194995576.0,-45903938764320.0,-45903938764320.0,-45903938764320.0,-24.0,-16.0",-45903938764320,28689986102144.0,2,"32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764328.0,0.0",32,11476009065544.0,2,"-45903938764288.0,-45903938764304.0,194995544.0,-45903938764352.0,-16.0,16.0,45903938764296.0,-32.0",-45903938764288,22951993756606.0,4,4,5,3,R (5),2.1556390622295662,3.0
"-45903938764320.0,-16.0,0.0,16.0,-45903938764352.0,0.0,-16.0,-32.0",-16,11475984691094.0,2,"8.0,45903938764304.0,45903938764304.0,45903938764320.0,-32.0,45903938764352.0,45903938764336.0,-16.0",45903938764304,28689961727709.0,3,"-45903938764320.0,16.0,16.0,0.0,-45903938764336.0,16.0,0.0,-32.0",16,11475984691092.0,4,"-45903938764320.0,-16.0,45903938764312.0,45903938764328.0,-24.0,45903938764328.0,45903938764304.0,45903938764288.0",45903938764328,34427954073240.0,3,"194995576.0,45904133759880.0,-16.0,0.0,-45903938764320.0,0.0,0.0,-16.0",0,11476033439976.0,1,"-45903938764288.0,32.0,32.0,0.0,-45903938764352.0,0.0,-16.0,45903938764296.0",32,17213977036627.0,3,"45903938764304.0,0.0,16.0,0.0,45903938764352.0,-32.0,-16.0,0.0",0,11475984691090.0,1,"-32.0,-45903938764336.0,-45903938764336.0,-45903938764352.0,45903938764336.0,-16.0,-16.0,0.0",-45903938764336,22951969382178.0,2,"45903938764320.0,16.0,-16.0,-32.0,45903938764320.0,-32.0,-45904133759880.0,-45904133759864.0",45903938764320,22952018131060.0,3,"45903938764304.0,0.0,0.0,-32.0,45903938764320.0,-48.0,-32.0,32.0",0,11475984691096.0,4,"45903938764288.0,-16.0,-16.0,-45904133759896.0,-194995544.0,0.0,16.0,0.0",-16,11476033439972.0,2,"45903938764288.0,-16.0,-32.0,-48.0,45903938764352.0,0.0,-45903938764280.0,-45903938764264.0",45903938764288,22951969382160.0,3,3,5,3,R (5),2.1556390622295662,3.0
"0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764264.0",0,22952042505496.0,2,"-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764296.0",-16,11476009065532.0,2,"-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194995600.0",-32,5738041094455.0,1,"45903938764320.0,45903938764320.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764248.0",45903938764320,22951993756610.0,3,"-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764264.0",0,11476009065530.0,0,"45903938764296.0,45903938764288.0,45903938764272.0,-194995544.0,45903938764352.0,16.0,-16.0,-45903938764264.0",45903938764296,28689986102131.0,3,"0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764296.0",0,22952042505496.0,3,"-16.0,-16.0,48.0,45904133759896.0,-45903938764296.0,-45903938764296.0,-45903938764264.0,8.0",-16,22951993756605.0,3,"32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938764280.0",32,11476009065532.0,2,"32.0,-45903938764264.0,-45903938764248.0,194995608.0,-45903938764288.0,-45903938764288.0,-45903938764288.0,-24.0",-45903938764288,28689986102130.0,3,"0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764296.0",32,11476009065540.0,2,"-45903938764256.0,-45903938764256.0,-45903938764272.0,194995576.0,-45903938764320.0,-16.0,16.0,45903938764264.0",-45903938764256,28689986102122.0,3,3,4,4,W (4),2.1556390622295662,3.0
"32.0,-45903938764288.0,-16.0,0.0,16.0,-45903938764320.0,0.0,-16.0",-16,11475984691086.0,3,"45903938764296.0,8.0,45903938764272.0,45903938764272.0,45903938764288.0,-32.0,45903938764320.0,45903938764304.0",45903938764272,34427954073224.0,2,"0.0,-45903938764288.0,16.0,16.0,0.0,-45903938764304.0,16.0,0.0",0,11475984691080.0,3,"48.0,-45903938764288.0,-16.0,45903938764280.0,45903938764296.0,-24.0,45903938764296.0,45903938764272.0",45903938764296,28689961727690.0,4,"32.0,194995608.0,45904133759880.0,-16.0,0.0,-45903938764288.0,0.0,0.0",0,11476033439978.0,1,"32.0,-45903938764256.0,32.0,32.0,0.0,-45903938764320.0,0.0,-16.0",32,11475984691086.0,3,"-16.0,45903938764272.0,0.0,16.0,0.0,45903938764320.0,-32.0,-16.0",-16,11475984691084.0,2,"-45903938764288.0,-32.0,-45903938764304.0,-45903938764304.0,-45903938764320.0,45903938764304.0,-16.0,-16.0",-45903938764304,28689961727698.0,2,"-16.0,45903938764288.0,16.0,-16.0,-32.0,45903938764288.0,-32.0,-45904133759880.0",-16,17214001411071.0,4,"-16.0,45903938764272.0,0.0,0.0,-32.0,45903938764288.0,-48.0,-32.0",0,11475984691086.0,4,"0.0,45903938764256.0,-16.0,-16.0,-45904133759896.0,-194995576.0,0.0,16.0",0,11476033439972.0,2,"-32.0,45903938764256.0,-16.0,-32.0,-48.0,45903938764320.0,0.0,-45903938764248.0",-32,17213977036619.0,4,4,5,3,R (5),1.811278124459133,3.0
"-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0",-32,17214050159967.0,2,"-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0",-16,5738016719997.0,2,"-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0",-32,5738016720009.0,1,"45903938764256.0,45903938764288.0,45903938764288.0,-32.0,-45904133759880.0,32.0,32.0,16.0",45903938764288,22951993756603.0,2,"-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0",-16,5738016719999.0,0,"45903938764264.0,45903938764264.0,45903938764256.0,45903938764240.0,-194995576.0,45903938764320.0,16.0,-16.0",45903938764264,28689986102119.0,3,"0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0",0,17214050159959.0,3,"0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938764264.0,-45903938764264.0,-45903938764232.0",-16,22951993756592.0,2,"-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0",32,11476033439980.0,3,"32.0,32.0,-45903938764232.0,-45903938764216.0,194995640.0,-45903938764256.0,-45903938764256.0,-45903938764256.0",-45903938764256,28689986102115.0,3,"0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0",0,5738016720003.0,2,"-45903938764232.0,-45903938764224.0,-45903938764224.0,-45903938764240.0,194995608.0,-45903938764288.0,-16.0,16.0",-45903938764224,28689986102106.0,3,2,5,3,R (5),1.75,2.75
"-45903938764232.0,32.0,-45903938764256.0,-16.0,0.0,16.0,-45903938764288.0,0.0",0,17213977036605.0,4,"-45903938764264.0,45903938764264.0,8.0,45903938764240.0,45903938764240.0,45903938764256.0,-32.0,45903938764288.0",45903938764240,34427954073199.0,3,"194995632.0,0.0,-45903938764256.0,16.0,16.0,0.0,-45903938764272.0,16.0",16,11476009065526.0,4,"-45903938764216.0,48.0,-45903938764256.0,-16.0,45903938764248.0,45903938764264.0,-24.0,45903938764264.0",45903938764264,28689961727667.0,5,"-45903938764232.0,32.0,194995640.0,45904133759880.0,-16.0,0.0,-45903938764256.0,0.0",0,17214025785507.0,2,"-45903938764232.0,32.0,-45903938764224.0,32.0,32.0,0.0,-45903938764288.0,0.0",32,17213977036605.0,4,"45903938764264.0,-16.0,45903938764240.0,0.0,16.0,0.0,45903938764288.0,-32.0",0,17213977036607.0,3,"8.0,-45903938764256.0,-32.0,-45903938764272.0,-45903938764272.0,-45903938764288.0,45903938764272.0,-16.0",-45903938764272,28689961727677.0,3,"45903938764248.0,-16.0,45903938764256.0,16.0,-16.0,-32.0,45903938764256.0,-32.0",-16,17213977036609.0,5,"-24.0,-16.0,45903938764240.0,0.0,0.0,-32.0,45903938764256.0,-48.0",0,11475984691077.0,4,"45903938764264.0,0.0,45903938764224.0,-16.0,-16.0,-45904133759896.0,-194995608.0,0.0",0,17214025785503.0,1,"45903938764232.0,-32.0,45903938764224.0,-16.0,-32.0,-48.0,45903938764288.0,0.0",-32,17213977036609.0,4,5,5,3,R (5),2.1556390622295662,3.0
"-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0",-16,17214050159965.0,1,"45903938764272.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0",-16,11476009065527.0,2,"0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0",-32,5738016720009.0,1,"45903938764240.0,45903938764224.0,45903938764256.0,45903938764256.0,-32.0,-45904133759880.0,32.0,32.0",45903938764256,28689986102119.0,2,"0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0",0,5738016719999.0,0,"-16.0,45903938764232.0,45903938764232.0,45903938764224.0,45903938764208.0,-194995608.0,45903938764288.0,16.0",45903938764232,28689986102103.0,3,"-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0",0,17214050159957.0,2,"-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938764232.0,-45903938764232.0",-16,17214001411057.0,2,"-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0",32,17214050159963.0,2,"-32.0,32.0,32.0,-45903938764200.0,-45903938764184.0,194995672.0,-45903938764224.0,-45903938764224.0",32,22951993756575.0,4,"16.0,0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0",0,5738016720001.0,1,"-45903938764216.0,-45903938764200.0,-45903938764192.0,-45903938764192.0,-45903938764208.0,194995640.0,-45903938764256.0,-16.0",-45903938764192,34427978447615.0,2,2,4,4,W (4),2.1556390622295662,2.75
"-32.0,-45903938764200.0,32.0,-45903938764224.0,-16.0,0.0,16.0,-45903938764256.0",-32,17213977036597.0,4,"-32.0,-45903938764232.0,45903938764232.0,8.0,45903938764208.0,45903938764208.0,45903938764224.0,-32.0",-32,28689961727647.0,2,"0.0,194995664.0,0.0,-45903938764224.0,16.0,16.0,0.0,-45903938764240.0",0,11476009065520.0,3,"16.0,-45903938764184.0,48.0,-45903938764224.0,-16.0,45903938764216.0,45903938764232.0,-24.0",16,22951969382120.0,5,"0.0,-45903938764200.0,32.0,194995672.0,45904133759880.0,-16.0,0.0,-45903938764224.0",0,17214025785503.0,2,"-16.0,-45903938764200.0,32.0,-45903938764192.0,32.0,32.0,0.0,-45903938764256.0",32,17213977036595.0,4,"32.0,45903938764232.0,-16.0,45903938764208.0,0.0,16.0,0.0,45903938764256.0",0,17213977036595.0,2,"-45903938764200.0,8.0,-45903938764224.0,-32.0,-45903938764240.0,-45903938764240.0,-45903938764256.0,45903938764240.0",-45903938764240,34427954073180.0,3,"16.0,45903938764216.0,-16.0,45903938764224.0,16.0,-16.0,-32.0,45903938764224.0",16,17213977036595.0,4,"-45903938764224.0,-24.0,-16.0,45903938764208.0,0.0,0.0,-32.0,45903938764224.0",0,17213977036591.0,3,"32.0,45903938764232.0,0.0,45903938764192.0,-16.0,-16.0,-45904133759896.0,-194995640.0",-16,17214025785503.0,1,"16.0,45903938764200.0,-32.0,45903938764192.0,-16.0,-32.0,-48.0,45903938764256.0",-32,17213977036599.0,4,5,5,3,R (5),2.5,3.0
