Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0",0,46.0,0,"0.0,0.0,0.0,368.0,-368.0,-368.0,0.0,0.0",0,138.0,1,"0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0",0,46.0,0,"0.0,-364.0,-364.0,4.0,-364.0,0.0,0.0,-368.0",0,183.0,2,"0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0",0,46.0,0,"-360.0,-360.0,0.0,368.0,0.0,0.0,-364.0,-364.0",0,227.0,2,"0.0,0.0,0.0,-368.0,0.0,0.0,0.0,0.0",0,46.0,0,"368.0,368.0,368.0,-368.0,0.0,372.0,372.0,372.0",368,323.5,2,"0.0,0.0,0.0,-368.0,0.0,0.0,0.0,0.0",0,46.0,0,"0.0,0.0,372.0,4.0,0.0,0.0,0.0,0.0",0,47.0,0,"0.0,0.0,0.0,-368.0,0.0,0.0,0.0,0.0",0,46.0,0,"372.0,0.0,0.0,8.0,376.0,376.0,376.0,0.0",0,188.5,0,0,6,2,R (6),0.5435644431995964,2.25
"0.0,372.0,0.0,0.0,0.0,0.0,0.0,376.0",0,93.5,0,"0.0,372.0,-372.0,-372.0,0.0,0.0,0.0,376.0",0,186.5,2,"0.0,372.0,0.0,0.0,0.0,0.0,0.0,376.0",0,93.5,0,"-368.0,4.0,-368.0,0.0,0.0,-372.0,-372.0,4.0",-368,186.0,3,"0.0,372.0,0.0,0.0,0.0,0.0,0.0,376.0",0,93.5,0,"0.0,372.0,0.0,0.0,-368.0,-368.0,0.0,376.0",0,185.5,2,"0.0,-372.0,0.0,0.0,0.0,0.0,0.0,-376.0",0,93.5,0,"372.0,-372.0,0.0,376.0,376.0,376.0,376.0,-376.0",376,328.0,3,"0.0,-372.0,0.0,0.0,0.0,0.0,0.0,-376.0",0,93.5,0,"376.0,4.0,0.0,0.0,0.0,0.0,380.0,4.0",0,95.5,0,"0.0,-372.0,0.0,0.0,0.0,0.0,0.0,-376.0",0,93.5,0,"0.0,8.0,380.0,380.0,380.0,0.0,0.0,8.0",0,144.5,0,0,5,3,R (5),1.061278124459133,2.25
"0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0",0,47.5,0,"-376.0,-376.0,0.0,0.0,0.0,380.0,-380.0,-380.0",0,236.5,2,"0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0",0,47.5,0,"-372.0,0.0,0.0,-376.0,-376.0,4.0,-376.0,0.0",0,188.0,2,"0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0",0,47.5,0,"0.0,0.0,-372.0,-372.0,0.0,380.0,0.0,0.0",0,140.5,1,"0.0,0.0,0.0,0.0,0.0,-380.0,0.0,0.0",0,47.5,0,"0.0,380.0,380.0,380.0,380.0,-380.0,0.0,384.0",380,285.5,2,"0.0,0.0,0.0,0.0,0.0,-380.0,0.0,0.0",0,47.5,0,"0.0,0.0,0.0,0.0,384.0,4.0,0.0,0.0",0,48.5,0,"0.0,0.0,0.0,0.0,0.0,-380.0,0.0,0.0",0,47.5,0,"384.0,384.0,384.0,0.0,0.0,8.0,388.0,388.0",384,242.0,0,0,5,3,R (5),0.5435644431995964,2.0
"0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0",0,48.0,0,"0.0,0.0,0.0,384.0,-384.0,-384.0,0.0,0.0",0,144.0,1,"0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0",0,48.0,0,"0.0,-380.0,-380.0,4.0,-380.0,0.0,0.0,-384.0",0,191.0,2,"0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0",0,48.0,0,"-376.0,-376.0,0.0,384.0,0.0,0.0,-380.0,-380.0",0,237.0,2,"0.0,0.0,0.0,-384.0,0.0,0.0,0.0,0.0",0,48.0,0,"384.0,384.0,384.0,-384.0,0.0,388.0,388.0,388.0",384,337.5,2,"0.0,0.0,0.0,-384.0,0.0,0.0,0.0,0.0",0,48.0,0,"0.0,0.0,388.0,4.0,0.0,0.0,0.0,0.0",0,49.0,0,"0.0,0.0,0.0,-384.0,0.0,0.0,0.0,0.0",0,48.0,0,"388.0,0.0,0.0,8.0,392.0,392.0,392.0,0.0",0,196.5,0,0,6,2,R (6),0.5435644431995964,2.25
"0.0,388.0,0.0,0.0,0.0,0.0,0.0,392.0",0,97.5,0,"0.0,388.0,-388.0,-388.0,0.0,0.0,0.0,392.0",0,194.5,2,"0.0,388.0,0.0,0.0,0.0,0.0,0.0,392.0",0,97.5,0,"-384.0,4.0,-384.0,0.0,0.0,-388.0,-388.0,4.0",-384,194.0,3,"0.0,388.0,0.0,0.0,0.0,0.0,0.0,392.0",0,97.5,0,"0.0,388.0,0.0,0.0,-384.0,-384.0,0.0,392.0",0,193.5,2,"0.0,-388.0,0.0,0.0,0.0,0.0,0.0,-392.0",0,97.5,0,"388.0,-388.0,0.0,392.0,392.0,392.0,392.0,-392.0",392,342.0,3,"0.0,-388.0,0.0,0.0,0.0,0.0,0.0,-392.0",0,97.5,0,"392.0,4.0,0.0,0.0,0.0,0.0,396.0,4.0",0,99.5,0,"0.0,-388.0,0.0,0.0,0.0,0.0,0.0,-392.0",0,97.5,0,"0.0,8.0,396.0,396.0,396.0,0.0,0.0,8.0",0,150.5,0,0,5,3,R (5),1.061278124459133,2.25
"0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0",0,49.5,0,"-392.0,-392.0,0.0,0.0,0.0,396.0,-396.0,-396.0",0,246.5,2,"0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0",0,49.5,0,"-388.0,0.0,0.0,-392.0,-392.0,4.0,-392.0,0.0",0,196.0,2,"0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0",0,49.5,0,"0.0,0.0,-388.0,-388.0,0.0,396.0,0.0,0.0",0,146.5,1,"0.0,0.0,0.0,0.0,0.0,-396.0,0.0,0.0",0,49.5,0,"0.0,396.0,396.0,396.0,396.0,-396.0,0.0,400.0",396,297.5,2,"0.0,0.0,0.0,0.0,0.0,-396.0,0.0,0.0",0,49.5,0,"0.0,0.0,0.0,0.0,400.0,4.0,0.0,0.0",0,50.5,0,"0.0,0.0,0.0,0.0,0.0,-396.0,0.0,0.0",0,49.5,0,"400.0,400.0,400.0,0.0,0.0,8.0,404.0,404.0",400,252.0,0,0,5,3,R (5),0.5435644431995964,2.0
"0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0",0,50.0,0,"0.0,0.0,0.0,400.0,-400.0,-400.0,0.0,0.0",0,150.0,1,"0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0",0,50.0,0,"0.0,-396.0,-396.0,4.0,-396.0,0.0,0.0,-400.0",0,199.0,2,"0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0",0,50.0,0,"-392.0,-392.0,0.0,400.0,0.0,0.0,-396.0,-396.0",0,247.0,2,"0.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0",0,50.0,0,"400.0,400.0,400.0,-400.0,0.0,404.0,404.0,404.0",400,351.5,2,"0.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0",0,50.0,0,"0.0,0.0,404.0,4.0,0.0,0.0,0.0,0.0",0,51.0,0,"0.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0",0,50.0,0,"404.0,0.0,0.0,8.0,408.0,408.0,408.0,0.0",0,204.5,0,0,6,2,R (6),0.5435644431995964,2.25
"0.0,404.0,0.0,0.0,0.0,0.0,0.0,408.0",0,101.5,0,"0.0,404.0,-404.0,-404.0,0.0,0.0,0.0,408.0",0,202.5,2,"0.0,404.0,0.0,0.0,0.0,0.0,0.0,408.0",0,101.5,0,"-400.0,4.0,-400.0,0.0,0.0,-404.0,-404.0,4.0",-400,202.0,3,"0.0,404.0,0.0,0.0,0.0,0.0,0.0,408.0",0,101.5,0,"0.0,404.0,0.0,0.0,-400.0,-400.0,0.0,408.0",0,201.5,2,"0.0,-404.0,0.0,0.0,0.0,0.0,0.0,-408.0",0,101.5,0,"404.0,-404.0,0.0,408.0,408.0,408.0,408.0,-408.0",408,356.0,3,"0.0,-404.0,0.0,0.0,0.0,0.0,0.0,-408.0",0,101.5,0,"408.0,4.0,0.0,0.0,0.0,0.0,412.0,4.0",0,103.5,0,"0.0,-404.0,0.0,0.0,0.0,0.0,0.0,-408.0",0,101.5,0,"0.0,8.0,412.0,412.0,412.0,0.0,0.0,-404.0",0,206.0,1,0,5,3,R (5),1.061278124459133,2.25
"0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0",0,51.5,0,"-408.0,-408.0,0.0,0.0,0.0,412.0,-412.0,-412.0",0,256.5,2,"0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0",0,51.5,0,"-404.0,0.0,0.0,-408.0,-408.0,4.0,-408.0,0.0",0,204.0,2,"0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0",0,51.5,0,"0.0,0.0,-404.0,-404.0,0.0,412.0,0.0,0.0",0,152.5,1,"0.0,0.0,0.0,0.0,0.0,-412.0,0.0,0.0",0,51.5,0,"0.0,412.0,412.0,412.0,412.0,-412.0,0.0,4.0",412,258.0,2,"0.0,0.0,0.0,0.0,0.0,-404.0,8.0,-46272146575168.0",0,5784018321947.5,2,"0.0,0.0,0.0,0.0,4.0,-408.0,8.0,8.0",0,53.5,2,"0.0,0.0,8.0,8.0,-46272146575168.0,-46272146575580.0,12.0,12.0",0,11568036643848.5,2,"4.0,4.0,4.0,8.0,8.0,-420.0,-8.0,12.0",4,58.5,2,0,5,3,R (5),0.5435644431995964,2.0
"0.0,4.0,8.0,8.0,-16.0,-46272146575176.0,46272146575180.0,46272146575180.0",8,17352054965696.5,2,"0.0,4.0,4.0,0.0,-16.0,-46272146575160.0,20.0,0.0",0,5784018321900.5,2,"0.0,4.0,8.0,8.0,-8.0,-46272146575168.0,12.0,4.0",4,5784018321901.5,2,"0.0,-408.0,-404.0,8.0,-12.0,-46272146575172.0,4.0,4.0",4,5784018322001.5,3,"0.0,4.0,8.0,8.0,-8.0,-46272146575168.0,12.0,12.0",8,5784018321902.5,2,"-408.0,-404.0,8.0,8.0,-420.0,-46272146575168.0,12.0,8.0",8,5784018322054.5,3,"8.0,4.0,0.0,-46272146575176.0,-46272146575160.0,46272146575180.0,0.0,0.0",0,17352054965691.0,2,"4.0,4.0,-16.0,-16.0,20.0,46272146575180.0,0.0,0.0",4,5784018321905.0,2,"-46272146575168.0,-46272146575172.0,4.0,4.0,20.0,46272146575180.0,104.0,104.0",4,17352054965719.5,1,"-8.0,8.0,4.0,4.0,20.0,46272146575172.0,-8.0,-4.0",-8,5784018321903.5,2,"12.0,8.0,4.0,108.0,124.0,46272146575172.0,-8.0,-4.0",12,5784018321930.0,1,"12.0,8.0,-4.0,-4.0,16.0,46272146575176.0,-20.0,-20.0",-4,5784018321907.5,3,2,4,4,R (4),2.5,3.0
"0.0,0.0,104.0,-112.0,0.0,4.0,0.0,0.0",0,27.5,2,"0.0,0.0,104.0,-8.0,-8.0,4.0,4.0,0.0",0,16.0,2,"4.0,46272146575180.0,46272146575284.0,-8.0,-8.0,-108.0,-108.0,4.0",4,11568036643838.0,2,"20.0,20.0,104.0,-8.0,-8.0,-4.0,-4.0,-4.0",-4,21.5,1,"12.0,12.0,108.0,-4.0,46272146575172.0,-4.0,-4.0,-4.0",-4,5784018321915.0,3,"8.0,4.0,108.0,12.0,12.0,16.0,16.0,-4.0",12,22.5,1,"0.0,104.0,-112.0,4.0,4.0,0.0,0.0,-46272146575176.0",0,5784018321925.0,3,"-8.0,-8.0,-112.0,0.0,4.0,0.0,-16.0,-16.0",-8,20.5,2,"-8.0,-4.0,-108.0,4.0,-46272146575172.0,-46272146575176.0,4.0,4.0",4,11568036643810.0,3,"-4.0,-4.0,-108.0,-12.0,-12.0,4.0,4.0,4.0",4,19.0,1,"-4.0,-46272146575180.0,-46272146575284.0,8.0,8.0,4.0,4.0,56.0",8,11568036643818.5,1,"-20.0,-20.0,-104.0,8.0,8.0,4.0,-4.0,-4.0",-20,21.5,2,0,5,3,R (5),1.9056390622295665,2.5
"-16.0,-46272146575176.0,46272146575180.0,46272146575180.0,0.0,0.0,52.0,-60.0",46272146575180,17352054965708.0,2,"-16.0,-46272146575160.0,20.0,0.0,0.0,0.0,52.0,-8.0",0,5784018321907.0,2,"-12.0,-46272146575176.0,4.0,4.0,4.0,46272146575180.0,46272146575232.0,-8.0",4,17352054965702.5,2,"-12.0,-46272146575172.0,4.0,4.0,20.0,20.0,52.0,-8.0",4,5784018321911.5,2,"-124.0,-46272146575284.0,8.0,8.0,4.0,4.0,56.0,-4.0",8,5784018321936.5,2,"-20.0,-46272146575180.0,0.0,8.0,8.0,4.0,56.0,12.0",8,5784018321911.0,1,"-46272146575160.0,46272146575180.0,0.0,0.0,0.0,52.0,-60.0,4.0",0,11568036643807.0,3,"20.0,46272146575180.0,0.0,0.0,-8.0,-8.0,-60.0,0.0",0,5784018321909.5,1,"20.0,46272146575180.0,52.0,52.0,-8.0,-4.0,-56.0,4.0",52,5784018321922.0,2,"20.0,46272146575172.0,-8.0,-4.0,-4.0,-4.0,-56.0,-12.0",-4,5784018321910.0,1,"72.0,46272146575172.0,-8.0,-4.0,-4.0,-46272146575180.0,-46272146575232.0,8.0",-4,17352054965710.0,2,"16.0,46272146575176.0,-20.0,-20.0,-20.0,-20.0,-52.0,8.0",-20,5784018321916.5,2,2,5,3,R (5),2.0,3.0
"0.0,4.0,0.0,0.0,-16.0,-46272146575176.0,46272146575180.0,46272146575180.0",0,17352054965694.5,2,"-8.0,4.0,4.0,0.0,-16.0,-46272146575160.0,20.0,0.0",4,5784018321901.5,3,"-8.0,-56.0,-56.0,4.0,-12.0,-46272146575176.0,4.0,4.0",4,5784018321915.0,3,"-8.0,-4.0,-4.0,-4.0,-12.0,-46272146575172.0,4.0,4.0",-4,5784018321901.5,1,"46272146575172.0,-4.0,-4.0,-4.0,-72.0,-46272146575232.0,8.0,8.0",-4,11568036643813.0,2,"12.0,16.0,16.0,-4.0,-20.0,-46272146575180.0,0.0,8.0",16,5784018321907.0,2,"4.0,0.0,0.0,-46272146575176.0,-46272146575160.0,46272146575180.0,0.0,0.0",0,17352054965690.0,2,"4.0,0.0,-16.0,-16.0,20.0,46272146575180.0,0.0,0.0",0,5784018321904.5,2,"-46272146575172.0,-46272146575176.0,4.0,4.0,20.0,46272146575180.0,276.0,276.0",4,17352054965763.5,1,"-12.0,4.0,4.0,4.0,20.0,46272146575172.0,-8.0,-4.0",4,5784018321903.5,2,"8.0,4.0,4.0,280.0,296.0,46272146575172.0,-8.0,-4.0",4,5784018321972.0,1,"8.0,4.0,-4.0,-4.0,16.0,46272146575176.0,-20.0,-20.0",-4,5784018321906.5,3,2,4,4,W (4),2.1556390622295662,2.75
"0.0,0.0,276.0,-284.0,0.0,4.0,0.0,0.0",0,70.5,2,"0.0,0.0,276.0,-8.0,-8.0,4.0,4.0,0.0",0,37.5,2,"4.0,46272146575180.0,46272146575456.0,-8.0,-8.0,-280.0,-280.0,4.0",4,11568036643902.5,2,"20.0,20.0,276.0,-8.0,-8.0,-4.0,-4.0,-4.0",-4,43.0,1,"4.0,4.0,280.0,-4.0,46272146575172.0,-4.0,-4.0,-4.0",-4,5784018321934.5,3,"8.0,4.0,280.0,12.0,12.0,16.0,16.0,-4.0",12,44.0,1,"0.0,276.0,-284.0,4.0,4.0,0.0,0.0,-46272146575176.0",0,5784018321968.0,3,"-8.0,-8.0,-284.0,0.0,4.0,0.0,-16.0,-16.0",-8,42.0,2,"-8.0,-4.0,-280.0,4.0,-46272146575172.0,-46272146575176.0,4.0,4.0",4,11568036643831.5,3,"-4.0,-4.0,-280.0,-12.0,-12.0,4.0,4.0,4.0",4,40.5,1,"-4.0,-46272146575180.0,-46272146575456.0,8.0,8.0,4.0,4.0,292.0",8,11568036643869.5,1,"-20.0,-20.0,-276.0,8.0,8.0,4.0,-4.0,-4.0",-20,43.0,2,0,5,3,R (5),1.9056390622295665,2.5
"-16.0,-46272146575176.0,46272146575180.0,46272146575180.0,0.0,0.0,288.0,-296.0",46272146575180,17352054965767.0,2,"-16.0,-46272146575160.0,20.0,0.0,0.0,0.0,288.0,-8.0",0,5784018321936.5,2,"-12.0,-46272146575176.0,4.0,4.0,4.0,46272146575180.0,46272146575468.0,-8.0",4,17352054965732.0,2,"-12.0,-46272146575172.0,4.0,4.0,20.0,20.0,288.0,-8.0",4,5784018321941.0,2,"-296.0,-46272146575456.0,8.0,8.0,4.0,4.0,292.0,-4.0",8,5784018322009.0,2,"-20.0,-46272146575180.0,0.0,8.0,8.0,4.0,292.0,12.0",8,5784018321940.5,1,"-46272146575160.0,46272146575180.0,0.0,0.0,0.0,288.0,-296.0,4.0",0,11568036643866.0,3,"20.0,46272146575180.0,0.0,0.0,-8.0,-8.0,-296.0,0.0",0,5784018321939.0,1,"20.0,46272146575180.0,288.0,288.0,-8.0,-4.0,-292.0,4.0",288,5784018322010.5,2,"20.0,46272146575172.0,-8.0,-4.0,-4.0,-4.0,-292.0,-12.0",-4,5784018321939.5,1,"308.0,46272146575172.0,-8.0,-4.0,-4.0,-46272146575180.0,-46272146575468.0,8.0",-4,17352054965769.0,2,"16.0,46272146575176.0,-20.0,-20.0,-20.0,-20.0,-288.0,8.0",-20,5784018321946.0,2,2,5,3,R (5),2.0,3.0
"0.0,4.0,0.0,0.0,-16.0,-46272146575176.0,46272146575180.0,46272146575180.0",0,17352054965694.5,2,"-8.0,4.0,4.0,0.0,-16.0,-46272146575160.0,20.0,0.0",4,5784018321901.5,3,"-8.0,-292.0,-292.0,4.0,-12.0,-46272146575176.0,4.0,4.0",4,5784018321974.0,3,"-8.0,-4.0,-4.0,-4.0,-12.0,-46272146575172.0,4.0,4.0",-4,5784018321901.5,1,"46272146575172.0,-4.0,-4.0,-4.0,-308.0,-46272146575468.0,8.0,8.0",-4,11568036643872.0,2,"12.0,16.0,16.0,-4.0,-20.0,-46272146575180.0,0.0,8.0",16,5784018321907.0,2,"4.0,0.0,0.0,-46272146575176.0,-46272146575160.0,46272146575180.0,0.0,0.0",0,17352054965690.0,2,"4.0,0.0,-16.0,-16.0,20.0,46272146575180.0,0.0,0.0",0,5784018321904.5,2,"-46272146575172.0,-46272146575176.0,4.0,4.0,20.0,46272146575180.0,144.0,144.0",4,17352054965730.5,1,"-12.0,4.0,4.0,4.0,20.0,46272146575172.0,-8.0,-4.0",4,5784018321903.5,2,"8.0,4.0,4.0,148.0,164.0,46272146575172.0,-8.0,-4.0",4,5784018321939.0,1,"8.0,4.0,-4.0,-4.0,16.0,46272146575176.0,-20.0,-20.0",-4,5784018321906.5,3,2,4,4,W (4),2.1556390622295662,2.75
"0.0,0.0,144.0,-152.0,0.0,4.0,0.0,0.0",0,37.5,2,"0.0,0.0,144.0,-8.0,-8.0,4.0,4.0,0.0",0,21.0,2,"4.0,46272146575180.0,46272146575324.0,-8.0,-8.0,-148.0,-148.0,4.0",4,11568036643853.0,2,"20.0,20.0,144.0,-8.0,-8.0,-4.0,-4.0,-4.0",-4,26.5,1,"4.0,4.0,148.0,-4.0,46272146575172.0,-4.0,-4.0,-4.0",-4,5784018321918.0,3,"8.0,4.0,148.0,12.0,12.0,16.0,16.0,-4.0",12,27.5,1,"0.0,144.0,-152.0,4.0,4.0,0.0,0.0,-46272146575176.0",0,5784018321935.0,3,"-8.0,-8.0,-152.0,0.0,4.0,0.0,-16.0,-16.0",-8,25.5,2,"-8.0,-4.0,-148.0,4.0,-46272146575172.0,-46272146575176.0,4.0,4.0",4,11568036643815.0,3,"-4.0,-4.0,-148.0,-12.0,-12.0,4.0,4.0,4.0",4,24.0,1,"-4.0,-46272146575180.0,-46272146575324.0,8.0,8.0,4.0,4.0,36.0",8,11568036643821.0,1,"-20.0,-20.0,-144.0,8.0,8.0,4.0,-4.0,-4.0",-20,26.5,2,0,5,3,R (5),1.9056390622295665,2.5
"-16.0,-46272146575176.0,46272146575180.0,46272146575180.0,0.0,0.0,32.0,-40.0",46272146575180,17352054965703.0,2,"-16.0,-46272146575160.0,20.0,0.0,0.0,0.0,32.0,-8.0",0,5784018321904.5,2,"-12.0,-46272146575176.0,4.0,4.0,4.0,46272146575180.0,46272146575212.0,-8.0",4,17352054965700.0,2,"-12.0,-46272146575172.0,4.0,4.0,20.0,20.0,32.0,-8.0",4,5784018321909.0,2,"-164.0,-46272146575324.0,8.0,8.0,4.0,4.0,36.0,-4.0",8,5784018321944.0,2,"-20.0,-46272146575180.0,0.0,8.0,8.0,4.0,36.0,12.0",8,5784018321908.5,1,"-46272146575160.0,46272146575180.0,0.0,0.0,0.0,32.0,-40.0,4.0",0,11568036643802.0,3,"20.0,46272146575180.0,0.0,0.0,-8.0,-8.0,-40.0,0.0",0,5784018321907.0,1,"20.0,46272146575180.0,32.0,32.0,-8.0,-4.0,-36.0,4.0",32,5784018321914.5,2,"20.0,46272146575172.0,-8.0,-4.0,-4.0,-4.0,-36.0,-12.0",-4,5784018321907.5,1,"52.0,46272146575172.0,-8.0,-4.0,-4.0,-46272146575180.0,-46272146575212.0,8.0",-4,17352054965705.0,2,"16.0,46272146575176.0,-20.0,-20.0,-20.0,-20.0,-32.0,8.0",-20,5784018321914.0,2,2,5,3,R (5),2.0,3.0
"0.0,4.0,0.0,0.0,-16.0,-46272146575176.0,46272146575180.0,46272146575180.0",0,17352054965694.5,2,"-8.0,4.0,4.0,0.0,-16.0,-46272146575160.0,20.0,0.0",4,5784018321901.5,3,"-8.0,-36.0,-36.0,4.0,-12.0,-46272146575176.0,4.0,4.0",4,5784018321910.0,3,"-8.0,-4.0,-4.0,-4.0,-12.0,-46272146575172.0,4.0,4.0",-4,5784018321901.5,1,"46272146575172.0,-4.0,-4.0,-4.0,-52.0,-46272146575212.0,8.0,8.0",-4,11568036643808.0,2,"12.0,16.0,16.0,-4.0,-20.0,-46272146575180.0,0.0,8.0",16,5784018321907.0,2,"4.0,0.0,0.0,-46272146575176.0,-46272146575160.0,46272146575180.0,0.0,0.0",0,17352054965690.0,2,"4.0,0.0,-16.0,-16.0,20.0,46272146575180.0,0.0,0.0",0,5784018321904.5,2,"-46272146575172.0,-46272146575176.0,4.0,4.0,20.0,46272146575180.0,296.0,296.0",4,17352054965768.5,1,"-12.0,4.0,4.0,4.0,20.0,46272146575172.0,-8.0,-4.0",4,5784018321903.5,2,"8.0,4.0,4.0,300.0,316.0,46272146575172.0,-8.0,-4.0",4,5784018321977.0,1,"8.0,4.0,-4.0,-4.0,16.0,46272146575176.0,-20.0,-20.0",-4,5784018321906.5,3,2,4,4,W (4),2.1556390622295662,2.75
"0.0,0.0,296.0,-304.0,0.0,4.0,0.0,0.0",0,75.5,2,"0.0,0.0,296.0,-8.0,-8.0,4.0,4.0,0.0",0,40.0,2,"4.0,46272146575180.0,46272146575476.0,-8.0,-8.0,-300.0,-300.0,4.0",4,11568036643910.0,2,"20.0,20.0,296.0,-8.0,-8.0,-4.0,-4.0,-4.0",-4,45.5,1,"4.0,4.0,300.0,-4.0,46272146575172.0,-4.0,-4.0,-4.0",-4,5784018321937.0,3,"8.0,4.0,300.0,12.0,12.0,16.0,16.0,-4.0",12,46.5,1,"0.0,296.0,-304.0,4.0,4.0,0.0,0.0,-46272146575176.0",0,5784018321973.0,3,"-8.0,-8.0,-304.0,0.0,4.0,0.0,-16.0,-16.0",-8,44.5,2,"-8.0,-4.0,-300.0,4.0,-46272146575172.0,-46272146575176.0,4.0,4.0",4,11568036643834.0,3,"-4.0,-4.0,-300.0,-12.0,-12.0,4.0,4.0,4.0",4,43.0,1,"-4.0,-46272146575180.0,-46272146575476.0,8.0,8.0,4.0,4.0,348.0",8,11568036643879.0,1,"-20.0,-20.0,-296.0,8.0,8.0,4.0,-4.0,-4.0",-20,45.5,2,0,5,3,R (5),1.9056390622295665,2.5
"-16.0,-46272146575176.0,46272146575180.0,46272146575180.0,0.0,0.0,344.0,-352.0",46272146575180,17352054965781.0,2,"-16.0,-46272146575160.0,20.0,0.0,0.0,0.0,344.0,-8.0",0,5784018321943.5,2,"-12.0,-46272146575176.0,4.0,4.0,4.0,46272146575180.0,46272146575524.0,-8.0",4,17352054965739.0,2,"-12.0,-46272146575172.0,4.0,4.0,20.0,20.0,344.0,-8.0",4,5784018321948.0,2,"-316.0,-46272146575476.0,8.0,8.0,4.0,4.0,348.0,-4.0",8,5784018322021.0,2,"-20.0,-46272146575180.0,0.0,8.0,8.0,4.0,348.0,12.0",8,5784018321947.5,1,"-46272146575160.0,46272146575180.0,0.0,0.0,0.0,344.0,-352.0,4.0",0,11568036643880.0,3,"20.0,46272146575180.0,0.0,0.0,-8.0,-8.0,-352.0,0.0",0,5784018321946.0,1,"20.0,46272146575180.0,344.0,344.0,-8.0,-4.0,-348.0,4.0",344,5784018322031.5,2,"20.0,46272146575172.0,-8.0,-4.0,-4.0,-4.0,-348.0,-12.0",-4,5784018321946.5,1,"364.0,46272146575172.0,-8.0,-4.0,-4.0,-46272146575180.0,-46272146575524.0,8.0",-4,17352054965783.0,2,"16.0,46272146575176.0,-20.0,-20.0,-20.0,-20.0,-344.0,8.0",-20,5784018321953.0,2,2,5,3,R (5),2.0,3.0
