Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"0.0,376.0,0.0,0.0,0.0,0.0,0.0,380.0",0,94.5,0,"0.0,376.0,-376.0,-376.0,0.0,0.0,0.0,380.0",0,188.5,2,"0.0,376.0,0.0,0.0,0.0,0.0,0.0,380.0",0,94.5,0,"-372.0,4.0,-372.0,0.0,0.0,-376.0,-376.0,4.0",-372,188.0,3,"0.0,376.0,0.0,0.0,0.0,0.0,0.0,380.0",0,94.5,0,"0.0,376.0,0.0,0.0,-372.0,-372.0,0.0,380.0",0,187.5,2,"0.0,-376.0,0.0,0.0,0.0,0.0,0.0,-380.0",0,94.5,0,"376.0,-376.0,0.0,380.0,380.0,380.0,380.0,-380.0",380,331.5,3,"0.0,-376.0,0.0,0.0,0.0,0.0,0.0,-380.0",0,94.5,0,"380.0,4.0,0.0,0.0,0.0,0.0,384.0,4.0",0,96.5,0,"0.0,-376.0,0.0,0.0,0.0,0.0,0.0,-380.0",0,94.5,0,"0.0,8.0,384.0,384.0,384.0,0.0,0.0,8.0",0,146.0,0,0,5,3,R (5),1.061278124459133,2.25
"0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0",0,48.0,0,"-380.0,-380.0,0.0,0.0,0.0,384.0,-384.0,-384.0",0,239.0,2,"0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0",0,48.0,0,"-376.0,0.0,0.0,-380.0,-380.0,4.0,-380.0,0.0",0,190.0,2,"0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0",0,48.0,0,"0.0,0.0,-376.0,-376.0,0.0,384.0,0.0,0.0",0,142.0,1,"0.0,0.0,0.0,0.0,0.0,-384.0,0.0,0.0",0,48.0,0,"0.0,384.0,384.0,384.0,384.0,-384.0,0.0,388.0",384,288.5,2,"0.0,0.0,0.0,0.0,0.0,-384.0,0.0,0.0",0,48.0,0,"0.0,0.0,0.0,0.0,388.0,4.0,0.0,0.0",0,49.0,0,"0.0,0.0,0.0,0.0,0.0,-384.0,0.0,0.0",0,48.0,0,"388.0,388.0,388.0,0.0,0.0,8.0,392.0,392.0",388,244.5,0,0,5,3,R (5),0.5435644431995964,2.0
"0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0",0,48.5,0,"0.0,0.0,0.0,388.0,-388.0,-388.0,0.0,0.0",0,145.5,1,"0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0",0,48.5,0,"0.0,-384.0,-384.0,4.0,-384.0,0.0,0.0,-388.0",0,193.0,2,"0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0",0,48.5,0,"-380.0,-380.0,0.0,388.0,0.0,0.0,-384.0,-384.0",0,239.5,2,"0.0,0.0,0.0,-388.0,0.0,0.0,0.0,0.0",0,48.5,0,"388.0,388.0,388.0,-388.0,0.0,392.0,392.0,392.0",388,341.0,2,"0.0,0.0,0.0,-388.0,0.0,0.0,0.0,0.0",0,48.5,0,"0.0,0.0,392.0,4.0,0.0,0.0,0.0,0.0",0,49.5,0,"0.0,0.0,0.0,-388.0,0.0,0.0,0.0,0.0",0,48.5,0,"392.0,0.0,0.0,8.0,396.0,396.0,396.0,0.0",0,198.5,0,0,6,2,R (6),0.5435644431995964,2.25
"0.0,392.0,0.0,0.0,0.0,0.0,0.0,396.0",0,98.5,0,"0.0,392.0,-392.0,-392.0,0.0,0.0,0.0,396.0",0,196.5,2,"0.0,392.0,0.0,0.0,0.0,0.0,0.0,396.0",0,98.5,0,"-388.0,4.0,-388.0,0.0,0.0,-392.0,-392.0,4.0",-388,196.0,3,"0.0,392.0,0.0,0.0,0.0,0.0,0.0,396.0",0,98.5,0,"0.0,392.0,0.0,0.0,-388.0,-388.0,0.0,396.0",0,195.5,2,"0.0,-392.0,0.0,0.0,0.0,0.0,0.0,-396.0",0,98.5,0,"392.0,-392.0,0.0,396.0,396.0,396.0,396.0,-396.0",396,345.5,3,"0.0,-392.0,0.0,0.0,0.0,0.0,0.0,-396.0",0,98.5,0,"396.0,4.0,0.0,0.0,0.0,0.0,400.0,4.0",0,100.5,0,"0.0,-392.0,0.0,0.0,0.0,0.0,0.0,-396.0",0,98.5,0,"0.0,8.0,400.0,400.0,400.0,0.0,0.0,8.0",0,152.0,0,0,5,3,R (5),1.061278124459133,2.25
"0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0",0,50.0,0,"-396.0,-396.0,0.0,0.0,0.0,400.0,-400.0,-400.0",0,249.0,2,"0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0",0,50.0,0,"-392.0,0.0,0.0,-396.0,-396.0,4.0,-396.0,0.0",0,198.0,2,"0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0",0,50.0,0,"0.0,0.0,-392.0,-392.0,0.0,400.0,0.0,0.0",0,148.0,1,"0.0,0.0,0.0,0.0,0.0,-400.0,0.0,0.0",0,50.0,0,"0.0,400.0,400.0,400.0,400.0,-400.0,0.0,404.0",400,300.5,2,"0.0,0.0,0.0,0.0,0.0,-400.0,0.0,0.0",0,50.0,0,"0.0,0.0,0.0,0.0,404.0,4.0,0.0,0.0",0,51.0,0,"0.0,0.0,0.0,0.0,0.0,-400.0,0.0,0.0",0,50.0,0,"404.0,404.0,404.0,0.0,0.0,8.0,408.0,408.0",404,254.5,0,0,5,3,R (5),0.5435644431995964,2.0
"0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0",0,50.5,0,"0.0,0.0,0.0,404.0,-404.0,-404.0,0.0,0.0",0,151.5,1,"0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0",0,50.5,0,"0.0,-400.0,-400.0,4.0,-400.0,0.0,0.0,-404.0",0,201.0,2,"0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0",0,50.5,0,"-396.0,-396.0,0.0,404.0,0.0,0.0,-400.0,-400.0",0,249.5,2,"0.0,0.0,0.0,-404.0,0.0,0.0,0.0,0.0",0,50.5,0,"404.0,404.0,404.0,-404.0,0.0,408.0,408.0,408.0",404,355.0,2,"0.0,0.0,0.0,-404.0,0.0,0.0,0.0,0.0",0,50.5,0,"0.0,0.0,408.0,4.0,0.0,0.0,0.0,0.0",0,51.5,0,"0.0,0.0,0.0,-404.0,0.0,0.0,8.0,8.0",0,52.5,1,"408.0,0.0,0.0,-400.0,4.0,4.0,4.0,8.0",4,103.5,2,0,6,2,R (6),0.5435644431995964,2.25
"0.0,408.0,0.0,0.0,0.0,4.0,8.0,8.0",0,53.5,0,"0.0,408.0,-408.0,-408.0,0.0,4.0,4.0,0.0",0,154.0,2,"0.0,408.0,0.0,0.0,0.0,4.0,8.0,8.0",0,53.5,0,"-404.0,4.0,-404.0,0.0,0.0,-404.0,-400.0,8.0",-404,203.0,3,"0.0,408.0,0.0,0.0,0.0,4.0,8.0,8.0",0,53.5,0,"0.0,408.0,0.0,0.0,-404.0,-400.0,8.0,8.0",0,153.5,2,"0.0,-408.0,0.0,0.0,8.0,4.0,0.0,0.0",0,52.5,1,"408.0,-408.0,0.0,4.0,4.0,4.0,-4.0,-4.0",4,104.5,3,"0.0,-400.0,8.0,8.0,8.0,4.0,4.0,-4.0",8,54.5,2,"4.0,-404.0,8.0,8.0,4.0,4.0,0.0,0.0",4,54.0,2,"8.0,-400.0,12.0,12.0,12.0,0.0,0.0,0.0",12,55.5,2,"8.0,-404.0,4.0,8.0,4.0,0.0,-4.0,-4.0",8,54.5,3,0,4,4,R (4),1.75,2.75
"0.0,4.0,-8.0,0.0,4.0,0.0,0.0,0.0",0,2.0,2,"0.0,4.0,-4.0,-4.0,4.0,4.0,0.0,0.0",0,2.5,2,"8.0,12.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0",-4,5.5,2,"4.0,8.0,0.0,0.0,4.0,0.0,0.0,4.0",0,2.5,0,"8.0,12.0,4.0,4.0,0.0,0.0,0.0,-4.0",0,4.0,1,"-400.0,12.0,4.0,4.0,8.0,8.0,4.0,4.0",4,55.5,1,"4.0,-8.0,4.0,4.0,0.0,0.0,0.0,20.0",4,5.0,2,"-4.0,-8.0,0.0,4.0,0.0,-4.0,-4.0,-4.0",-4,3.5,2,"0.0,-4.0,4.0,4.0,0.0,20.0,-4.0,0.0",0,4.5,2,"0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0",0,0.5,0,"0.0,-4.0,24.0,24.0,-4.0,0.0,0.0,0.0",0,7.0,2,"-4.0,-4.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0",-4,3.5,2,0,6,2,R (6),1.2987949406953985,2.25
"20.0,-24.0,0.0,4.0,0.0,0.0,0.0,36.0",0,10.5,2,"20.0,-4.0,-4.0,4.0,4.0,0.0,0.0,36.0",-4,9.0,2,"20.0,-4.0,-4.0,-20.0,-20.0,4.0,4.0,36.0",-4,14.0,2,"24.0,0.0,0.0,4.0,0.0,0.0,4.0,40.0",0,9.0,0,"16.0,0.0,-4.0,0.0,0.0,0.0,-20.0,16.0",0,7.0,2,"20.0,-4.0,-4.0,0.0,0.0,4.0,4.0,36.0",-4,9.0,2,"-24.0,4.0,4.0,0.0,0.0,0.0,36.0,-40.0",0,13.5,2,"-24.0,0.0,4.0,0.0,-4.0,-4.0,-4.0,-40.0",-4,10.0,2,"-20.0,4.0,4.0,0.0,36.0,-4.0,0.0,-36.0",4,13.0,2,"-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0",0,7.0,0,"-20.0,40.0,40.0,-4.0,0.0,0.0,0.0,-36.0",0,17.5,2,"-20.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0,-36.0",-4,9.5,2,0,6,2,R (6),1.75,2.25
"-40.0,0.0,4.0,0.0,0.0,0.0,52.0,-56.0",0,19.0,2,"-4.0,-4.0,4.0,4.0,0.0,0.0,52.0,-4.0",-4,9.0,2,"-4.0,-4.0,-36.0,-36.0,4.0,4.0,52.0,-4.0",-4,18.0,2,"0.0,0.0,4.0,0.0,0.0,4.0,56.0,0.0",0,8.0,0,"0.0,-4.0,0.0,0.0,0.0,-36.0,16.0,0.0",0,7.0,1,"-4.0,-4.0,0.0,0.0,4.0,4.0,52.0,-4.0",-4,9.0,2,"4.0,4.0,0.0,0.0,0.0,52.0,-56.0,4.0",4,15.0,2,"0.0,4.0,0.0,-4.0,-4.0,-4.0,-56.0,0.0",0,9.0,1,"4.0,4.0,0.0,52.0,-4.0,0.0,-52.0,4.0",4,15.0,2,"0.0,0.0,0.0,0.0,0.0,0.0,-52.0,0.0",0,6.5,0,"56.0,56.0,-4.0,0.0,0.0,0.0,-52.0,72.0",0,30.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-4.0,-52.0,4.0",-4,9.5,2,0,6,2,R (6),1.4056390622295665,2.1556390622295662
"0.0,4.0,0.0,0.0,0.0,68.0,-72.0,0.0",0,18.0,1,"-4.0,4.0,4.0,0.0,0.0,68.0,-4.0,-4.0",-4,11.0,2,"-4.0,-52.0,-52.0,4.0,4.0,68.0,-4.0,-4.0",-4,24.0,2,"0.0,4.0,0.0,0.0,4.0,72.0,0.0,0.0",0,10.0,0,"-4.0,0.0,0.0,0.0,-52.0,16.0,0.0,-4.0",0,9.5,2,"-4.0,0.0,0.0,4.0,4.0,68.0,-4.0,-4.0",-4,11.0,2,"4.0,0.0,0.0,0.0,68.0,-72.0,4.0,4.0",4,19.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-72.0,0.0,4.0",-4,11.5,2,"4.0,0.0,68.0,-4.0,0.0,-68.0,4.0,4.0",4,19.0,2,"0.0,0.0,0.0,0.0,0.0,-68.0,0.0,0.0",0,8.5,0,"72.0,-4.0,0.0,0.0,0.0,-68.0,88.0,88.0",0,40.0,2,"0.0,-4.0,-4.0,-4.0,-4.0,-68.0,4.0,0.0",-4,11.0,1,0,5,3,R (5),1.4056390622295665,2.1556390622295662
"4.0,0.0,0.0,0.0,84.0,-88.0,0.0,4.0",0,22.5,2,"4.0,4.0,0.0,0.0,84.0,-4.0,-4.0,4.0",4,13.0,2,"-68.0,-68.0,4.0,4.0,84.0,-4.0,-4.0,-84.0",-68,40.0,2,"4.0,0.0,0.0,4.0,88.0,0.0,0.0,4.0",0,12.5,0,"0.0,0.0,0.0,-68.0,16.0,0.0,-4.0,0.0",0,11.0,2,"0.0,0.0,4.0,4.0,84.0,-4.0,-4.0,0.0",0,12.5,1,"0.0,0.0,0.0,84.0,-88.0,4.0,4.0,0.0",0,22.5,2,"0.0,-4.0,-4.0,-4.0,-88.0,0.0,4.0,0.0",0,13.0,1,"0.0,84.0,-4.0,0.0,-84.0,4.0,4.0,0.0",0,22.5,2,"0.0,0.0,0.0,0.0,-84.0,0.0,0.0,0.0",0,10.5,0,"-4.0,0.0,0.0,0.0,-84.0,104.0,104.0,-4.0",0,37.5,2,"-4.0,-4.0,-4.0,-4.0,-84.0,4.0,0.0,-4.0",-4,13.5,2,0,6,2,R (6),1.2987949406953985,2.1556390622295662
"0.0,0.0,0.0,100.0,-104.0,0.0,4.0,0.0",0,26.0,2,"4.0,0.0,0.0,100.0,-4.0,-4.0,4.0,4.0",4,15.0,2,"-84.0,4.0,4.0,100.0,-4.0,-4.0,-100.0,-100.0",4,50.0,2,"0.0,0.0,4.0,104.0,0.0,0.0,4.0,0.0",0,14.0,0,"0.0,0.0,-84.0,16.0,0.0,-4.0,0.0,0.0",0,13.0,2,"0.0,4.0,4.0,100.0,-4.0,-4.0,0.0,0.0",0,14.5,1,"0.0,0.0,100.0,-104.0,4.0,4.0,0.0,0.0",0,26.5,2,"-4.0,-4.0,-4.0,-104.0,0.0,4.0,0.0,-4.0",-4,15.5,2,"100.0,-4.0,0.0,-100.0,4.0,4.0,0.0,116.0",0,41.0,2,"0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0",0,12.5,0,"0.0,0.0,0.0,-100.0,120.0,120.0,-4.0,0.0",0,43.0,2,"-4.0,-4.0,-4.0,-100.0,4.0,0.0,-4.0,-4.0",-4,15.5,2,0,5,3,R (5),1.2987949406953985,2.1556390622295662
"0.0,0.0,116.0,-120.0,0.0,4.0,0.0,0.0",0,30.0,2,"0.0,0.0,116.0,-4.0,-4.0,4.0,4.0,0.0",0,16.5,2,"4.0,4.0,116.0,-4.0,-4.0,-116.0,-116.0,4.0",4,46.0,2,"0.0,4.0,120.0,0.0,0.0,4.0,0.0,0.0",0,16.0,0,"0.0,-100.0,16.0,0.0,-4.0,0.0,0.0,0.0",0,15.0,2,"4.0,4.0,116.0,-4.0,-4.0,0.0,0.0,4.0",4,17.0,2,"0.0,116.0,-120.0,4.0,4.0,0.0,0.0,0.0",0,30.5,2,"-4.0,-4.0,-120.0,0.0,4.0,0.0,-4.0,-4.0",-4,17.5,2,"-4.0,0.0,-116.0,4.0,4.0,0.0,132.0,-4.0",-4,33.0,2,"0.0,0.0,-116.0,0.0,0.0,0.0,0.0,0.0",0,14.5,0,"0.0,0.0,-116.0,136.0,136.0,-4.0,0.0,0.0",0,49.0,2,"-4.0,-4.0,-116.0,4.0,0.0,-4.0,-4.0,-4.0",-4,17.5,2,0,6,2,R (6),1.2987949406953985,2.25
"0.0,132.0,-136.0,0.0,4.0,0.0,0.0,0.0",0,34.0,2,"0.0,132.0,-4.0,-4.0,4.0,4.0,0.0,0.0",0,18.5,2,"4.0,132.0,-4.0,-4.0,-132.0,-132.0,4.0,4.0",4,52.0,2,"4.0,136.0,0.0,0.0,4.0,0.0,0.0,4.0",0,18.5,0,"-116.0,16.0,0.0,-4.0,0.0,0.0,0.0,-132.0",0,33.5,2,"4.0,132.0,-4.0,-4.0,0.0,0.0,4.0,4.0",4,19.0,2,"132.0,-136.0,4.0,4.0,0.0,0.0,0.0,148.0",0,53.0,2,"-4.0,-136.0,0.0,4.0,0.0,-4.0,-4.0,-4.0",-4,19.5,2,"0.0,-132.0,4.0,4.0,0.0,148.0,-4.0,0.0",0,36.5,2,"0.0,-132.0,0.0,0.0,0.0,0.0,0.0,0.0",0,16.5,0,"0.0,-132.0,152.0,152.0,-4.0,0.0,0.0,0.0",0,55.0,2,"-4.0,-132.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0",-4,19.5,2,0,6,2,R (6),1.2987949406953985,2.25
"148.0,-152.0,0.0,4.0,0.0,0.0,0.0,164.0",0,58.5,2,"148.0,-4.0,-4.0,4.0,4.0,0.0,0.0,164.0",-4,41.0,2,"148.0,-4.0,-4.0,-148.0,-148.0,4.0,4.0,164.0",-4,78.0,2,"152.0,0.0,0.0,4.0,0.0,0.0,4.0,168.0",0,41.0,0,"16.0,0.0,-4.0,0.0,0.0,0.0,-148.0,16.0",0,23.0,2,"148.0,-4.0,-4.0,0.0,0.0,4.0,4.0,164.0",-4,41.0,2,"-152.0,4.0,4.0,0.0,0.0,0.0,164.0,-168.0",0,61.5,2,"-152.0,0.0,4.0,0.0,-4.0,-4.0,-4.0,-168.0",-4,42.0,2,"-148.0,4.0,4.0,0.0,164.0,-4.0,0.0,-164.0",4,61.0,2,"-148.0,0.0,0.0,0.0,0.0,0.0,0.0,-164.0",0,39.0,0,"-148.0,168.0,168.0,-4.0,0.0,0.0,0.0,-164.0",0,81.5,2,"-148.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0,-164.0",-4,41.5,2,0,6,2,R (6),1.75,2.25
"-168.0,0.0,4.0,0.0,0.0,0.0,180.0,-184.0",0,67.0,2,"-4.0,-4.0,4.0,4.0,0.0,0.0,180.0,-4.0",-4,25.0,2,"-4.0,-4.0,-164.0,-164.0,4.0,4.0,180.0,-4.0",-4,66.0,2,"0.0,0.0,4.0,0.0,0.0,4.0,184.0,0.0",0,24.0,0,"0.0,-4.0,0.0,0.0,0.0,-164.0,16.0,0.0",0,23.0,1,"-4.0,-4.0,0.0,0.0,4.0,4.0,180.0,-4.0",-4,25.0,2,"4.0,4.0,0.0,0.0,0.0,180.0,-184.0,4.0",4,47.0,2,"0.0,4.0,0.0,-4.0,-4.0,-4.0,-184.0,0.0",0,25.0,1,"4.0,4.0,0.0,180.0,-4.0,0.0,-180.0,4.0",4,47.0,2,"0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0",0,22.5,0,"184.0,184.0,-4.0,0.0,0.0,0.0,-180.0,200.0",0,94.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-4.0,-180.0,4.0",-4,25.5,2,0,6,2,R (6),1.4056390622295665,2.1556390622295662
"0.0,4.0,0.0,0.0,0.0,196.0,-200.0,0.0",0,50.0,1,"-4.0,4.0,4.0,0.0,0.0,196.0,-4.0,-4.0",-4,27.0,2,"-4.0,-180.0,-180.0,4.0,4.0,196.0,-4.0,-4.0",-4,72.0,2,"0.0,4.0,0.0,0.0,4.0,200.0,0.0,0.0",0,26.0,0,"-4.0,0.0,0.0,0.0,-180.0,16.0,0.0,-4.0",0,25.5,2,"-4.0,0.0,0.0,4.0,4.0,196.0,-4.0,-4.0",-4,27.0,2,"4.0,0.0,0.0,0.0,196.0,-200.0,4.0,4.0",4,51.0,2,"4.0,0.0,-4.0,-4.0,-4.0,-200.0,0.0,4.0",-4,27.5,2,"4.0,0.0,196.0,-4.0,0.0,-196.0,4.0,4.0",4,51.0,2,"0.0,0.0,0.0,0.0,0.0,-196.0,0.0,0.0",0,24.5,0,"200.0,-4.0,0.0,0.0,0.0,-196.0,216.0,216.0",0,104.0,2,"0.0,-4.0,-4.0,-4.0,-4.0,-196.0,4.0,0.0",-4,27.0,1,0,5,3,R (5),1.4056390622295665,2.1556390622295662
"4.0,0.0,0.0,0.0,212.0,-216.0,0.0,4.0",0,54.5,2,"4.0,4.0,0.0,0.0,212.0,-4.0,-4.0,4.0",4,29.0,2,"-196.0,-196.0,4.0,4.0,212.0,-4.0,-4.0,-212.0",-196,104.0,2,"4.0,0.0,0.0,4.0,216.0,0.0,0.0,4.0",0,28.5,0,"0.0,0.0,0.0,-196.0,16.0,0.0,-4.0,0.0",0,27.0,2,"0.0,0.0,4.0,4.0,212.0,-4.0,-4.0,0.0",0,28.5,1,"0.0,0.0,0.0,212.0,-216.0,4.0,4.0,0.0",0,54.5,2,"0.0,-4.0,-4.0,-4.0,-216.0,0.0,4.0,0.0",0,29.0,1,"0.0,212.0,-4.0,0.0,-212.0,4.0,4.0,0.0",0,54.5,2,"0.0,0.0,0.0,0.0,-212.0,0.0,0.0,0.0",0,26.5,0,"-4.0,0.0,0.0,0.0,-212.0,232.0,232.0,-4.0",0,85.5,2,"-4.0,-4.0,-4.0,-4.0,-212.0,4.0,0.0,-4.0",-4,29.5,2,0,6,2,R (6),1.2987949406953985,2.1556390622295662
"0.0,0.0,0.0,228.0,-232.0,0.0,4.0,0.0",0,58.0,2,"4.0,0.0,0.0,228.0,-4.0,-4.0,4.0,4.0",4,31.0,2,"-212.0,4.0,4.0,228.0,-4.0,-4.0,-228.0,-228.0",4,114.0,2,"0.0,0.0,4.0,232.0,0.0,0.0,4.0,0.0",0,30.0,0,"0.0,0.0,-212.0,16.0,0.0,-4.0,0.0,0.0",0,29.0,2,"0.0,4.0,4.0,228.0,-4.0,-4.0,0.0,0.0",0,30.5,1,"0.0,0.0,228.0,-232.0,4.0,4.0,0.0,0.0",0,58.5,2,"-4.0,-4.0,-4.0,-232.0,0.0,4.0,0.0,-4.0",-4,31.5,2,"228.0,-4.0,0.0,-228.0,4.0,4.0,0.0,244.0",0,89.0,2,"0.0,0.0,0.0,-228.0,0.0,0.0,0.0,0.0",0,28.5,0,"0.0,0.0,0.0,-228.0,248.0,248.0,-4.0,0.0",0,91.0,2,"-4.0,-4.0,-4.0,-228.0,4.0,0.0,-4.0,-4.0",-4,31.5,2,0,5,3,R (5),1.2987949406953985,2.1556390622295662
"0.0,0.0,244.0,-248.0,0.0,4.0,0.0,0.0",0,62.0,2,"0.0,0.0,244.0,-4.0,-4.0,4.0,4.0,0.0",0,32.5,2,"4.0,4.0,244.0,-4.0,-4.0,-244.0,-244.0,4.0",4,94.0,2,"0.0,4.0,248.0,0.0,0.0,4.0,0.0,0.0",0,32.0,0,"0.0,-228.0,16.0,0.0,-4.0,0.0,0.0,0.0",0,31.0,2,"4.0,4.0,244.0,-4.0,-4.0,0.0,0.0,4.0",4,33.0,2,"0.0,244.0,-248.0,4.0,4.0,0.0,0.0,0.0",0,62.5,2,"-4.0,-4.0,-248.0,0.0,4.0,0.0,-4.0,-4.0",-4,33.5,2,"-4.0,0.0,-244.0,4.0,4.0,0.0,260.0,-4.0",-4,65.0,2,"0.0,0.0,-244.0,0.0,0.0,0.0,0.0,0.0",0,30.5,0,"0.0,0.0,-244.0,264.0,264.0,-4.0,0.0,0.0",0,97.0,2,"-4.0,-4.0,-244.0,4.0,0.0,-4.0,-4.0,-4.0",-4,33.5,2,0,6,2,R (6),1.2987949406953985,2.25
"0.0,260.0,-264.0,0.0,4.0,0.0,0.0,0.0",0,66.0,2,"0.0,260.0,-4.0,-4.0,4.0,4.0,0.0,0.0",0,34.5,2,"4.0,260.0,-4.0,-4.0,-260.0,-260.0,4.0,4.0",4,100.0,2,"4.0,264.0,0.0,0.0,4.0,0.0,0.0,4.0",0,34.5,0,"-244.0,16.0,0.0,-4.0,0.0,0.0,0.0,-260.0",0,65.5,2,"4.0,260.0,-4.0,-4.0,0.0,0.0,4.0,4.0",4,35.0,2,"260.0,-264.0,4.0,4.0,0.0,0.0,0.0,276.0",0,101.0,2,"-4.0,-264.0,0.0,4.0,0.0,-4.0,-4.0,-4.0",-4,35.5,2,"0.0,-260.0,4.0,4.0,0.0,276.0,-4.0,0.0",0,68.5,2,"0.0,-260.0,0.0,0.0,0.0,0.0,0.0,0.0",0,32.5,0,"0.0,-260.0,280.0,280.0,-4.0,0.0,0.0,0.0",0,103.0,2,"-4.0,-260.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0",-4,35.5,2,0,6,2,R (6),1.2987949406953985,2.25
"276.0,-280.0,0.0,4.0,0.0,0.0,0.0,292.0",0,106.5,2,"276.0,-4.0,-4.0,4.0,4.0,0.0,0.0,292.0",-4,73.0,2,"276.0,-4.0,-4.0,-276.0,-276.0,4.0,4.0,292.0",-4,142.0,2,"280.0,0.0,0.0,4.0,0.0,0.0,4.0,296.0",0,73.0,0,"16.0,0.0,-4.0,0.0,0.0,0.0,-276.0,16.0",0,39.0,2,"276.0,-4.0,-4.0,0.0,0.0,4.0,4.0,292.0",-4,73.0,2,"-280.0,4.0,4.0,0.0,0.0,0.0,292.0,-296.0",0,109.5,2,"-280.0,0.0,4.0,0.0,-4.0,-4.0,-4.0,-296.0",-4,74.0,2,"-276.0,4.0,4.0,0.0,292.0,-4.0,0.0,-292.0",4,109.0,2,"-276.0,0.0,0.0,0.0,0.0,0.0,0.0,-292.0",0,71.0,0,"-276.0,296.0,296.0,-4.0,0.0,0.0,0.0,-292.0",0,145.5,2,"-276.0,4.0,0.0,-4.0,-4.0,-4.0,-4.0,-292.0",-4,73.5,2,0,6,2,R (6),1.75,2.25
