mean,std,median,unique,zeros_frac,entropy,mode,mode_count,ac_first_peak,fft_dom_bin,fft_dom_power,w_mean,w_std,start,length
-3.474932872623099,11.425989470049366,0.0,87,0.352,2.6269643079722056,0.0,176,8,125,1914.9162097131186,3.915424493724193,18.473314551204894,0,500
-3.9681945600688167,10.606239669555924,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.1761722697856,4.494030861500993,18.753666301207222,250,500
-3.9698891557892506,10.604276225179769,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.1915122718228,4.6137767407812,18.82948342647534,500,500
-3.8964881996807943,10.537546570225146,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.466095620772,4.681088652013529,18.760440907082312,750,500
-3.8947936039596858,10.539510644137287,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.4531912414714,4.561342772732647,18.684775013500303,1000,500
-3.968194560067446,10.60623966955237,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.1761722691008,4.494030861499666,18.753666301200713,1250,500
-3.9698891557878806,10.604276225176216,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.1915122711375,4.613776740779829,18.829483426468805,1500,500
-3.8964881996794465,10.537546570221618,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.4660956200978,4.681088652012137,18.760440907075804,1750,500
-3.894793603958337,10.53951064413376,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.4531912407972,4.561342772731299,18.68477501349382,2000,500
-3.9681945600660757,10.606239669548817,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.1761722684153,4.494030861498339,18.753666301194205,2250,500
-3.9698891557865092,10.604276225172661,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.191512270452,4.613776740778459,18.829483426462268,2500,500
-3.763498444131379,10.5851726858907,0.0,71,0.372,2.5029537807657083,0.0,186,8,125,1901.8616409585775,4.483786287427372,18.545401935876022,2750,500
-1.6953751065252027,12.674661425960247,0.0,90,0.332,2.867364019375374,0.0,166,8,200,1632.3407909240061,0.5794916129095568,15.041113374342764,3000,500
0.23536402637941561,14.169704709837452,0.0,106,0.3,2.6464393467221066,0.0,150,10,250,3168.003972586739,-3.006060222023051,9.687545955986,3250,500
0.23536402637941556,14.169704709833587,0.0,106,0.3,2.6464393467221066,0.0,150,10,250,3168.0039725858687,-3.00606022202218,9.687545955983442,3500,500
0.21136660709005334,14.447357053258587,0.0,114,0.294,2.6838932237975106,0.0,147,10,200,3170.491103726736,-3.130380217870816,9.857631842154461,3750,500
