mean,std,median,unique,zeros_frac,entropy,mode,mode_count,ac_first_peak,fft_dom_bin,fft_dom_power,w_mean,w_std,start,length
-3.4770740511305904,11.432979943337259,0.0,87,0.352,2.6269643079722056,0.0,176,8,125,1916.0856572825087,3.9175260290701006,18.4849556329514,0,500
-3.970692565632462,10.61271436712756,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2039.424746886011,4.496449565300712,18.765524678865184,250,500
-3.972387161352903,10.610751721903034,0.0,68,0.376,2.4040233098034705,0.0,188,8,125,2036.4400495452962,4.6162747463448515,18.841391733921693,500,500
-3.898946554362491,10.543976761714044,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2002.6948497555377,4.683626308459151,18.772307694128607,750,500
-3.8972519586413887,10.545940033094263,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2005.6819812004144,4.56380112741435,18.6965919619372,1000,500
-3.9706925656311176,10.612714367124077,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2039.4247468853393,4.496449565299411,18.765524678858807,1250,500
-3.9723871613515582,10.610751721899549,0.0,68,0.376,2.4040233098034705,0.0,188,8,125,2036.4400495446246,4.616274746343508,18.841391733915284,1500,500
-3.8989465543611677,10.543976761710585,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2002.694849754877,4.683626308457786,18.772307694122222,1750,500
-3.8972519586400654,10.545940033090805,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2005.6819811997536,4.563801127413027,18.696591961930846,2000,500
-3.970692565629774,10.612714367120594,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2039.4247468846675,4.49644956529811,18.765524678852426,2250,500
-3.972387161350215,10.610751721896065,0.0,68,0.376,2.4040233098034705,0.0,188,8,125,2036.440049543953,4.616274746342164,18.841391733908875,2500,500
-3.8989465543598456,10.543976761707125,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2002.6948497542157,4.68362630845642,18.772307694115838,2750,500
-3.897251958638743,10.545940033087344,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2005.6819811990927,4.563801127411705,18.696591961924486,3000,500
-3.97069256562843,10.612714367117112,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2039.4247468839958,4.496449565296808,18.765524678846045,3250,500
-3.972387161348871,10.610751721892582,0.0,68,0.376,2.4040233098034705,0.0,188,8,125,2036.440049543281,4.616274746340819,18.84139173390247,3500,500
-3.898946554358523,10.543976761703664,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2002.6948497535548,4.683626308455055,18.772307694109454,3750,500
-3.8972519586374204,10.545940033083887,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2005.6819811984315,4.5638011274103825,18.69659196191813,4000,500
-3.9706925656270866,10.612714367113627,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2039.424746883324,4.496449565295507,18.765524678839665,4250,500
-3.9723871613475277,10.610751721889098,0.0,68,0.376,2.4040233098034705,0.0,188,8,125,2036.4400495426096,4.616274746339476,18.841391733896064,4500,500
