Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5615d48e70a9,R,0x7ffdc20a10f0,1,,,,,,,,,,,,,,,,,-46076098474264,-8,-46076098474248,-24,-104,-280,-242866760072,-288,-388,-304,16,-312,-400,-388,-46076098474272,-400
9,0x5615d48e70b1,W,0x7ffdc20a10e8,1,-8,,,,,,,,,,,,,,,,-46076098474256,-8,-46076098474240,-264,-96,-272,-242866760064,-288,-392,-296,-46076098474264,-304,32,-380,-46076098474264,-320
11,0x5615d48e70b2,W,0x7ffdc20a10e0,1,-16,-8,-16,,,,,,,,,,,,,,-46076098474248,-8,-88,-256,-88,-272,-372,-280,32,-288,-384,-296,40,-384,-46076098474256,-364
16,0x5615d48e70bf,R,0x5615d48e9fd8,1,-46076098474264,-46076098474248,-46076098474264,-46076098474256,-46076098474264,,,,,,,,,,,,16,46076098474240,46076098474160,46076098473984,45833231714192,46076098473976,46076098473864,46076098473968,-8,46076098473960,46076098473864,46076098473876,46076098474288,46076098473936,-8,46076098473888
17,0x5615d48e70bf,W,0x7ffdc20a10d8,1,46076098474240,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46076098474224,-248,-80,-256,-364,-264,40,-272,-46076098474248,-288,-376,-376,48,-356,-46076098474248,-432
21,0x5615d48e7008,R,0x5615d48e9fe8,1,16,-46076098474224,-46076098474248,-46076098474240,-46076098474248,-46076098474232,-46076098474248,-46076098474240,-46076098474248,,,,,,,,46076098474144,46076098473976,45833231714176,46076098473968,46076098473848,46076098473960,46076098474264,46076098473944,-24,46076098473860,46076098473848,46076098473920,46076098474272,46076098473872,-24,46076098473868
26,0x5615d48e701a,R,0x7ffdc20a1088,1,46076098474144,-80,-104,-88,46076098474160,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-284,-176,-296,-192,120,-208,-46076098474168,-296,-296,-276,128,-352,-46076098474168,-352
39,0x5615d48e7138,R,0x7ffdc20a1088,1,0,-80,46076098474160,-88,46076098474160,-96,46076098474160,-88,-104,-88,-104,-96,-104,,,,-242866759968,-168,-284,-184,-296,-200,120,-284,-46076098474168,-224,-296,-272,128,-276,-46076098474168,-272
42,0x5615d48e718d,W,0x7ffdc20a0fe0,1,-168,-248,46076098473976,-256,-272,-264,46076098473992,-248,46076098473992,-256,-272,-256,-272,-264,-272,,-242866759800,-8,-116,-24,-128,-40,288,-128,-46076098474000,-108,-128,-184,296,-184,-46076098474000,-80
45,0x5615d48e7191,W,0x7ffdc20a0fd8,1,-176,-8,-176,-264,46076098473984,-272,46076098473968,-256,46076098473984,-256,46076098473984,-264,-280,-264,-280,-272,-242866759792,-8,-108,-24,-120,-108,296,-48,-46076098473992,-96,-120,-100,304,-96,-96,-72
47,0x5615d48e7193,W,0x7ffdc20a0fd0,1,-184,-8,-184,-264,46076098473960,-280,-288,-264,46076098473960,-264,46076098473976,-264,46076098473976,-272,-288,-272,-242866759784,-8,-100,-24,-112,-112,304,-92,-46076098473984,-168,-112,-168,-46076098473984,-88,-88,-160
49,0x5615d48e7195,W,0x7ffdc20a0fc8,1,-192,-8,-192,-24,46076098473952,-280,46076098473968,-272,-192,-272,46076098473952,-272,46076098473968,-272,46076098473968,-280,-242866759776,-8,-92,-92,-104,-32,312,-80,-46076098473976,-84,320,-160,-46076098473976,-56,-80,-144
51,0x5615d48e7197,W,0x7ffdc20a0fc0,1,-200,-8,-200,-24,46076098473944,-280,46076098473960,-296,-304,-280,-200,-280,46076098473944,-280,46076098473960,-280,-242866759768,-8,-84,-96,-96,-76,320,-152,-96,-76,328,-72,-46076098473968,-144,-72,-40
53,0x5615d48e7199,W,0x7ffdc20a0fb8,1,-208,-8,-208,-24,46076098473936,-40,46076098473952,-296,-312,-40,-208,-288,-208,-288,46076098473936,-288,-242866759760,-76,-76,-16,-88,-64,-46076098473960,-144,-88,-144,336,-40,-46076098473960,-128,-68,-32
56,0x5615d48e71a1,W,0x7ffdc20a0f6c,1,-284,-76,-284,-92,46076098473860,-108,46076098473876,-364,-388,-380,-284,-116,-284,-364,-284,-364,-242866759684,-12,0,8,404,12,-46076098473884,8,-12,12,412,-60,12,-52,-44,44
58,0x5615d48e71a4,W,0x7ffdc20a0f60,1,-296,-12,-296,-96,46076098473848,-112,46076098473864,-128,-400,-384,-296,-120,-296,-128,-296,-376,-242866759672,72,0,20,416,-56,-46076098473872,-56,0,48,-46076098473872,-48,20,-40,-24,56
60,0x5615d48e71a8,R,0x7fc5360d6768,1,-242866759968,-242866759672,-242866759968,-242866759760,45833231714176,-242866759776,45833231714192,-242866759792,-242866760072,-242866760048,-242866759968,-242866760064,-242866759968,-242866759792,-242866759968,-242866759800,242866759684,242866759744,242866759672,242866759696,242866760088,242866759692,-45833231714200,242866759696,242866760096,242866759720,242866759696,242866759624,242866759640,242866759632,242866759648,242866759640
62,0x5615d48e71b1,W,0x7ffdc20a0fa8,1,242866759744,72,-224,60,46076098473920,-24,46076098473936,-40,-328,-56,-224,-312,-224,-40,-224,-48,-60,-52,-72,-128,344,-128,-72,-48,-46076098473944,-24,-52,-120,-104,-16,-88,-104
67,0x5615d48e71bd,W,0x7ffdc20a0f74,1,242866759692,-52,-276,8,46076098473868,-68,46076098473884,-84,-380,-100,-276,-356,-276,-372,-276,-92,-8,4,-20,0,-46076098473892,-76,404,4,4,28,0,-60,-44,36,-36,-44
69,0x5615d48e71c4,W,0x7ffdc20a0f78,1,242866759696,4,-272,24,-272,-64,46076098473888,-72,-376,-88,-272,-104,-272,-360,-272,-80,-12,-80,392,-4,-24,-80,-46076098473896,0,0,-72,-56,-64,-48,-56,-32,-48
71,0x5615d48e71cb,R,0x7ffdc20a0f6c,1,242866759684,-12,-284,-60,-284,0,46076098473860,-84,-388,-92,-284,-108,-284,-364,-284,-380,-12,-68,-46076098473884,8,412,-68,-46076098473884,36,8,-60,-44,44,-28,-44,-28,-36
74,0x5615d48e71d1,R,0x7ffdc20a0f60,1,-12,-24,-296,-20,-296,0,46076098473848,-88,46076098473864,-104,-296,-112,-296,-128,-296,-384,416,-56,0,20,424,24,24,48,20,-40,-24,56,-8,-32,-16,-16
77,0x5615d48e71d9,R,0x7ffdc20a1100,1,416,392,242866760088,396,120,344,46076098474264,404,46076098474280,320,16,304,120,296,120,40,-46076098474288,-472,-416,-472,-46076098474288,-392,-392,-464,-448,-456,-432,-360,-424,-440,-472,-432
80,0x5615d48e71df,W,0x7ffdc20a0f28,1,-472,-80,-68,-76,-352,-128,46076098473792,-56,46076098473808,-144,-456,-160,242866759616,-176,-352,-184,-46076098473816,76,480,0,-46076098473816,104,76,8,32,16,40,24,40,32,0,48
83,0x5615d48e7094,R,0x5615d48e9fd0,1,-46076098474288,-46076098473816,-46076098473872,-46076098473892,-45833231714200,-46076098473944,-46076098474168,-46076098473872,-8,-46076098473884,-46076098474272,-46076098473968,-45833231714200,-46076098473984,-45833231714200,-46076098474000,46076098473872,46076098473892,46076098474296,46076098473896,46076098473896,46076098473920,46076098473840,46076098473824,46076098473848,46076098473928,46076098473864,46076098473840,46076098473856,46076098473856,46076098469720,46076098473864
85,0x5615d48e71e4,W,0x7ffdc20a0f74,1,46076098473892,76,20,-4,8,-52,-276,20,46076098473868,8,-380,-68,242866759692,-84,242866759692,-100,-20,-76,-46076098473892,4,0,28,-52,-60,-36,36,-28,-44,-76,-36,-8268,-28
87,0x5615d48e71e7,R,0x7ffdc20a0f60,1,46076098473872,-20,-416,-24,-12,-20,242866759672,0,-296,-12,46076098473864,-88,242866759672,-96,242866759672,-112,424,-56,24,24,20,-48,-24,-40,-16,-32,-16,-24,-4152,-16,-8248,-56
90,0x5615d48e71ef,R,0x7ffdc20a1108,1,424,404,8,480,424,404,242866760096,352,128,412,46076098474272,336,24,328,242866760096,320,-46076098474296,-480,-400,-376,-456,-472,-448,-368,-432,-456,-480,-448,-4576,-432,-8672,-4576
93,0x5615d48e71f5,W,0x7ffdc20a0f28,1,-480,-76,46076098473816,0,-56,-80,-68,-128,-352,-56,-352,-144,46076098473808,-152,-68,-160,-46076098473816,80,76,104,24,16,40,112,40,24,0,40,-4096,0,-8192,-8192
96,0x5615d48e7094,R,0x5615d48e9fd0,1,-46076098474296,-46076098473816,-46076098473872,-46076098473816,-46076098474288,-46076098473896,-46076098473884,-46076098473892,-45833231714200,-46076098473872,-46076098474168,-46076098473884,-24,-46076098473968,-46076098474272,-46076098473976,46076098473896,46076098473896,46076098473892,46076098473824,46076098473848,46076098473832,46076098473864,46076098473928,46076098473856,46076098473848,46076098473816,46076098473864,46076098469720,46076098469720,46076098465624,46076098473936
98,0x5615d48e71fa,W,0x7ffdc20a0f78,1,46076098473896,80,24,4,46076098473896,0,24,4,242866759696,-48,-272,12,46076098473872,-64,46076098473888,-80,0,24,-56,-72,-40,-64,-32,-56,-40,-40,-80,-80,-4176,-8272,-8272,4
100,0x5615d48e71fd,R,0x7ffdc20a0f78,1,46076098473896,0,-400,4,46076098473896,80,-392,4,12,-48,-272,24,-272,-64,46076098473888,-72,-4,24,-48,-72,-40,32,-32,-48,-40,-32,-80,-4176,-4176,40,-8272,8
102,0x5615d48e7200,R,0x7ffdc20a0f74,1,-4,-4,-404,76,20,76,-396,-4,20,-52,242866759692,20,-276,8,46076098473868,-76,-52,28,-44,-60,-36,-52,-28,-36,-36,-76,-76,-8268,-4172,8,-8268,-9668
106,0x5615d48e720a,W,0x7ffdc20a0f90,1,28,24,46076098473920,104,48,28,46076098473920,24,48,28,36,48,-248,36,46076098473896,-40,-80,-96,-72,8,-64,-72,-56,-56,-64,-4200,-104,16,-4200,-16,-8296,-16
109,0x5615d48e7211,W,0x7ffdc20a0f30,1,-68,-96,-72,8,-472,-68,46076098473824,8,-464,-68,-60,-120,242866759624,-60,-344,-136,16,8,24,16,32,32,40,-8,32,-8200,-8,76,-4104,-9600,76,80
111,0x5615d48e7218,W,0x7ffdc20a0f38,1,-60,8,-64,-64,46076098473832,-60,-40,16,-456,-64,-40,-112,242866759632,-40,-336,-128,8,96,16,16,24,32,32,-4112,24,104,-16,72,-8208,-9608,60,72
117,0x5615d48e7235,W,0x7ffdc20a0f98,1,36,96,32,8,46076098473928,112,-368,112,46076098473928,32,56,36,44,56,-240,44,-88,-88,-80,-72,-72,-112,-64,-8304,-72,-28,-4208,-24,-28,-9704,-24,-24
120,0x5615d48e723c,W,0x7ffdc20a0f40,1,-52,-88,-56,16,46076098473840,-56,-456,-52,-32,-56,-448,-52,-44,-104,242866759640,-44,0,8,8,24,16,-4120,24,96,-24,60,-8216,64,52,-9616,56,64
122,0x5615d48e7243,W,0x7ffdc20a0f48,1,-44,8,-48,16,46076098473848,-72,-448,32,-24,32,46076098473848,-44,-24,-96,242866759648,-24,-8,8,0,-32,8,-8224,8,88,-4128,52,52,56,56,-9624,52,56
125,0x5615d48e7251,W,0x7ffdc20a0f50,1,-36,8,-40,-72,46076098473856,32,-440,-40,-16,-36,46076098473856,-40,-432,-88,-28,-16,-16,8,-8,-4136,8,-8232,-40,80,-8232,44,36,48,40,-9632,48,48
127,0x5615d48e7258,W,0x7ffdc20a0f58,1,-28,8,-32,24,46076098473864,32,-432,-56,-8,48,46076098473864,48,-424,-28,-8,-8,-24,-48,-8,-4144,-8,-8240,-4144,72,36,36,40,40,36,-9640,40,-9636
129,0x5615d48e7263,R,0x7ffdc20a0f40,1,-52,-24,-56,-8,46076098473840,-88,-456,16,-32,-56,46076098473840,-52,-448,-56,-32,-104,8,-24,24,-4120,-24,-8216,-8216,96,52,60,56,64,60,64,96,-9612
131,0x5615d48e726a,R,0x7ffdc20a0f48,1,8,-16,-48,-8,46076098473848,8,-448,16,-24,-72,46076098473848,32,-440,32,-24,-44,8,-32,8,-4128,-4128,-8224,52,88,56,52,48,-9624,56,56,88,56
134,0x5615d48e7274,R,0x7ffdc20a0f50,1,8,-8,-36,0,46076098473856,8,-440,-72,-16,32,46076098473856,-40,-432,-36,-16,-40,8,-40,-40,-4136,-8232,-8232,36,80,48,48,44,-9632,48,-9628,48,48
136,0x5615d48e727c,R,0x7ffdc20a0f58,1,8,0,24,8,-32,16,-432,24,-8,32,46076098473864,-56,-424,48,-8,48,-8,-48,-4144,-4144,36,-8240,28,36,32,40,36,40,72,-9636,40,-9632
