Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x56200a3b9129,R,0x7ffc708832b0,1,,,,,,,,,,,,,,,,,-46026585830104,-8,-46026585830088,-24,-104,-280,-340,-340,-352,-328,-46026585830120,-360,-46026585830144,-328,-46026585830128,-360
9,0x56200a3b9131,W,0x7ffc708832a8,1,-8,,,,,,,,,,,,,,,,-46026585830096,-8,-46026585830080,-264,-96,-272,-332,-344,24,-320,-46026585830128,-352,-320,-320,-46026585830120,-352
11,0x56200a3b9132,W,0x7ffc708832a0,1,-16,-8,-16,,,,,,,,,,,,,,-46026585830088,-8,-88,-256,-88,-324,-336,-336,-46026585830104,-312,-46026585830128,-344,-312,-344,-46026585830112,-344
16,0x56200a3b913f,R,0x56200a3bbfd8,1,-46026585830104,-46026585830088,-46026585830104,-46026585830096,-46026585830104,,,,,,,,,,,,16,46026585830080,46026585830000,46026585829824,46026585829764,46026585829764,46026585830120,46026585829752,-32,46026585829776,-40,46026585829776,46026585829776,46026585829744,-24,46026585829808
17,0x56200a3b913f,W,0x7ffc70883298,1,46026585830080,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46026585830064,-248,-80,-256,-328,-316,-46026585830096,-328,-46026585830112,-336,-46026585830120,-336,-304,-336,-46026585830104,-300
21,0x56200a3b9008,R,0x56200a3bbfe8,1,16,-46026585830064,-46026585830088,-46026585830080,-46026585830088,-46026585830072,-46026585830088,-46026585830080,-46026585830088,,,,,,,,46026585829984,46026585829816,46026585829748,46026585829808,46026585830104,46026585829748,-32,46026585829760,-48,46026585829760,-56,46026585829728,46026585829760,46026585829792,-40,46026585829728
26,0x56200a3b901a,R,0x7ffc70883248,1,46026585829984,-80,-104,-88,46026585830000,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-248,-176,120,-248,-46026585830016,-256,-46026585830032,-256,-46026585830040,-256,-224,-220,-220,-256
39,0x56200a3b91b8,R,0x7ffc70883248,1,0,-80,46026585830000,-88,46026585830000,-96,46026585830000,-88,-104,-88,-104,-96,-104,,,,-236,-168,-248,-236,120,-224,-46026585830016,-224,-46026585830032,-256,-46026585830040,-192,-46026585830024,-220,-224,-256
42,0x56200a3b92af,W,0x7ffc708831a0,1,-168,-248,46026585829816,-256,-272,-264,46026585829832,-248,46026585829832,-256,-272,-256,-272,-264,-272,,-68,-8,-80,-80,288,-88,-46026585829848,-88,-46026585829864,-88,-56,-24,-52,-52,-52,-88
45,0x56200a3b92b3,W,0x7ffc70883198,1,-176,-8,-176,-264,46026585829824,-272,46026585829808,-256,46026585829824,-256,46026585829824,-264,-280,-264,-280,-272,-60,-60,-72,-48,296,-48,-46026585829840,-80,-46026585829864,-80,-46026585829848,-16,-48,-44,-44,-46025976164088
48,0x56200a3b92b8,W,0x7ffc7088315c,1,-236,-60,-236,-316,46026585829748,-332,-340,-316,46026585829748,-316,46026585829764,-316,46026585829764,-324,-340,-324,0,-12,-12,-20,356,-20,-46026585829796,-20,12,-20,16,44,12,-20,44,-46025976164028
50,0x56200a3b92bb,W,0x7ffc70883150,1,-248,-12,-248,-80,46026585829736,-336,46026585829752,-328,-248,-328,46026585829736,-328,46026585829752,-328,46026585829752,-336,12,24,0,24,-46026585829768,-8,-46026585829792,-8,-46026585829776,-8,28,28,28,-8,56,-46025976163936
52,0x56200a3b92bf,W,0x7ffc70883168,1,-224,24,-224,-48,46026585829760,-304,46026585829776,-320,-328,-304,-224,-304,46026585829760,-304,46026585829776,-304,-12,-32,344,0,-46026585829808,-32,0,-32,-46026585829800,32,0,4,4,-46025976164040,32,-46025976163952
54,0x56200a3b92c6,R,0x7ffc7088315c,1,-236,-12,-236,0,46026585829748,-68,46026585829764,-324,-340,-68,-236,-316,-236,-316,46026585829748,-316,-12,-20,-46026585829780,12,-46026585829804,-20,12,-20,16,44,12,-20,16,-46025976163948,-46026585829788,-46025976163940
57,0x56200a3b92cc,R,0x7ffc70883150,1,-12,-24,-248,0,46026585829736,-72,46026585829752,-328,-352,-344,-248,-80,-248,-328,-248,-328,368,-8,-46026585829784,24,-46026585829792,-8,-46026585829776,-8,28,28,24,-46025976164016,56,-46025976163936,-46026585829776,28
60,0x56200a3b92d4,R,0x7ffc708832c0,1,368,344,120,368,46026585830104,356,46026585830120,288,16,32,120,296,120,288,120,40,-46026585830136,-376,-46026585830152,-376,-344,-376,-46026585830144,-312,-340,-376,-340,-46025976164384,-312,-46025976164296,-340,-340
63,0x56200a3b92da,W,0x7ffc70883148,1,-376,-32,-20,-8,-256,-20,46026585829744,-80,-360,-336,-256,-352,-256,-80,-256,-88,-46026585829760,32,-46026585829784,0,32,0,-46026585829768,36,32,0,36,-46025976163928,-46026585829768,-46025976163920,64,36
66,0x56200a3b9104,R,0x56200a3bbfc8,1,-46026585830136,-46026585829760,-46026585829768,-46026585829768,-46026585830016,-46026585829780,-32,-46026585829840,-46026585830120,-46026585829848,-46026585830016,-46026585830104,-46026585830016,-46026585829780,-46026585830016,-46026585829840,-16,46026585829792,-24,46026585829760,46026585829792,46026585829824,46026585829796,46026585829796,46026585829792,609665752,46026585829824,609665832,46026585829796,609665840,46026585829824,46026585829760
68,0x56200a3b92df,W,0x7ffc70883168,1,46026585829792,32,24,0,12,12,-224,-48,46026585829776,-56,-224,-304,-224,-320,-224,12,-46026585829808,-32,-46026585829816,-32,-46026585829800,32,4,-32,4,-46025976164040,-46026585829800,-46025976163960,4,4,-46025976164040,-32
71,0x56200a3b92e7,W,0x7ffc70883148,1,46026585829760,-32,-376,-32,-20,-8,-256,-80,46026585829728,-88,-360,-336,-256,-344,-256,-8,-46026585829776,0,32,0,-46026585829768,36,32,0,64,-46025976164008,-46026585829768,-46025976163920,64,36,-46025976164008,-46025976164000
74,0x56200a3b90e4,R,0x56200a3bbfb8,1,-16,-46026585829776,-46026585830152,-46026585829776,-46026585829784,-46026585829784,-46026585830032,-46026585829796,-46026585830032,-46026585829864,-32,-46026585830112,-46026585829796,-46026585830120,-46026585830032,-46026585830128,-8,46026585829776,46026585829808,46026585829840,46026585829812,46026585829812,46026585829812,46026585829776,46026585829840,609665848,46026585829812,609665856,46026585829840,46026585829776,609665768,609665880
