Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55f39e1aa089,R,0x7ffe3c788ab0,1,,,,,,,,,,,,,,,,,-46225094982360,-8,-46225094982344,-24,-104,-280,-262587921224,-288,-388,-304,16,-312,-400,-388,-46225094982368,-400
9,0x55f39e1aa091,W,0x7ffe3c788aa8,1,-8,,,,,,,,,,,,,,,,-46225094982352,-8,-46225094982336,-264,-96,-272,-262587921216,-288,-392,-296,-46225094982360,-304,32,-380,-46225094982360,-320
11,0x55f39e1aa092,W,0x7ffe3c788aa0,1,-16,-8,-16,,,,,,,,,,,,,,-46225094982344,-8,-88,-256,-88,-272,-372,-280,32,-288,-384,-296,40,-384,-46225094982352,-364
16,0x55f39e1aa09f,R,0x55f39e1acfd8,1,-46225094982360,-46225094982344,-46225094982360,-46225094982352,-46225094982360,,,,,,,,,,,,16,46225094982336,46225094982256,46225094982080,45962507061136,46225094982072,46225094981960,46225094982064,-8,46225094982056,46225094981960,46225094981972,46225094982384,46225094982032,-8,46225094981984
17,0x55f39e1aa09f,W,0x7ffe3c788a98,1,46225094982336,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46225094982320,-248,-80,-256,-364,-264,40,-272,-46225094982344,-288,-376,-376,48,-356,-46225094982344,-348
21,0x55f39e1aa008,R,0x55f39e1acfe8,1,16,-46225094982320,-46225094982344,-46225094982336,-46225094982344,-46225094982328,-46225094982344,-46225094982336,-46225094982344,,,,,,,,46225094982240,46225094982072,45962507061120,46225094982064,46225094981944,46225094982056,46225094982360,46225094982040,-24,46225094981956,46225094981944,46225094982016,46225094982368,46225094981968,-24,46225094981888
26,0x55f39e1aa01a,R,0x7ffe3c788a48,1,46225094982240,-80,-104,-88,46225094982256,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-284,-176,-296,-192,120,-208,-46225094982264,-296,-296,-276,128,-268,-46225094982264,-276
39,0x55f39e1aa118,R,0x7ffe3c788a48,1,0,-80,46225094982256,-88,46225094982256,-96,46225094982256,-88,-104,-88,-104,-96,-104,,,,-262587921120,-168,-284,-184,-296,-200,120,-284,-46225094982264,-224,-296,-272,128,-352,-46225094982264,-352
42,0x55f39e1aa16d,W,0x7ffe3c7889a0,1,-168,-248,46225094982072,-256,-272,-264,46225094982088,-248,46225094982088,-256,-272,-256,-272,-264,-272,,-262587920952,-8,-116,-24,-128,-40,288,-128,-46225094982096,-108,-128,-100,296,-108,-46225094982096,-104
45,0x55f39e1aa171,W,0x7ffe3c788998,1,-176,-8,-176,-264,46225094982080,-272,46225094982064,-256,46225094982080,-256,46225094982080,-264,-280,-264,-280,-272,-262587920944,-8,-108,-24,-120,-108,296,-48,-46225094982088,-96,-120,-176,304,-176,-120,-96
