Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_2_last_read_mean,Delta_with_2_last_read_std,Delta_with_2_last_read_median,Delta_with_2_last_read_unique,Delta_with_2_last_read_zeros_frac,Delta_with_2_last_read_entropy,Delta_with_2_last_read_mode,Delta_with_2_last_read_mode_count,Delta_with_2_last_read_ac_first_peak,Delta_with_2_last_read_fft_dom_bin,Delta_with_2_last_read_fft_dom_power,Delta_with_3_last_read_mean,Delta_with_3_last_read_std,Delta_with_3_last_read_median,Delta_with_3_last_read_unique,Delta_with_3_last_read_zeros_frac,Delta_with_3_last_read_entropy,Delta_with_3_last_read_mode,Delta_with_3_last_read_mode_count,Delta_with_3_last_read_ac_first_peak,Delta_with_3_last_read_fft_dom_bin,Delta_with_3_last_read_fft_dom_power,Delta_with_4_last_read_mean,Delta_with_4_last_read_std,Delta_with_4_last_read_median,Delta_with_4_last_read_unique,Delta_with_4_last_read_zeros_frac,Delta_with_4_last_read_entropy,Delta_with_4_last_read_mode,Delta_with_4_last_read_mode_count,Delta_with_4_last_read_ac_first_peak,Delta_with_4_last_read_fft_dom_bin,Delta_with_4_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,Delta_with_2_last_write_mean,Delta_with_2_last_write_std,Delta_with_2_last_write_median,Delta_with_2_last_write_unique,Delta_with_2_last_write_zeros_frac,Delta_with_2_last_write_entropy,Delta_with_2_last_write_mode,Delta_with_2_last_write_mode_count,Delta_with_2_last_write_ac_first_peak,Delta_with_2_last_write_fft_dom_bin,Delta_with_2_last_write_fft_dom_power,Delta_with_3_last_write_mean,Delta_with_3_last_write_std,Delta_with_3_last_write_median,Delta_with_3_last_write_unique,Delta_with_3_last_write_zeros_frac,Delta_with_3_last_write_entropy,Delta_with_3_last_write_mode,Delta_with_3_last_write_mode_count,Delta_with_3_last_write_ac_first_peak,Delta_with_3_last_write_fft_dom_bin,Delta_with_3_last_write_fft_dom_power,Delta_with_4_last_write_mean,Delta_with_4_last_write_std,Delta_with_4_last_write_median,Delta_with_4_last_write_unique,Delta_with_4_last_write_zeros_frac,Delta_with_4_last_write_entropy,Delta_with_4_last_write_mode,Delta_with_4_last_write_mode_count,Delta_with_4_last_write_ac_first_peak,Delta_with_4_last_write_fft_dom_bin,Delta_with_4_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
0.9582081690908004,11.803721700541852,0.0,48,0.15,2.772292766947801,0.0,15,13,15,228.44502391123007,-0.5327808633048106,10.989044133338153,-1.6094379124341005,49,0.09,2.424169732666484,0.0,9,26,15,219.7518540787302,4.090770207050733,14.683758973541988,1.6094379124341005,49,0.03,2.6823246713551683,-2.5649493574615367,13,5,4,411.2762219895433,4.701320656871923,14.921349568513332,0.0,53,0.1,2.323236139971888,0.0,10,5,1,478.4407113585496,-1.855794537643316,7.590031245397833,-1.6094379124341005,37,0.16,2.464439144524168,0.0,16,5,39,163.16605995954598,-0.0047162360056863,8.03561626812207,1.6094379124341005,39,0.2,2.027957256333494,0.0,20,2,1,273.6457522095564,-1.579644332430387,7.064050120294984,0.0,43,0.23,2.427759019147952,0.0,23,5,1,161.0617975565845,-0.5063044147418694,7.358859642337857,0.0,41,0.15,2.107510801791944,0.0,15,5,1,244.30762543339804,0,100,7,1
-0.7406926496314228,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.69408765125644,-0.1369431765329363,4.2625978492471805,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699163,-0.6673483497704862,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152754,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356488,0.3501168299434811,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.101722503462644,3.559066673167684,6.003887067106539,20,0.12,1.892991749520032,2.19722457733622,16,4,20,126.834613107644,50,100,7,1
-0.7406926496314229,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.6940876512564,-0.1369431765329363,4.26259784924718,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699168,-0.6673483497704864,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152753,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356486,0.350116829943481,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,4,20,143.71124889329576,100,100,7,1
-0.7406926496314228,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.69408765125644,-0.1369431765329363,4.2625978492471805,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699163,-0.6673483497704862,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152754,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356488,0.3501168299434811,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,6,20,143.71124889329576,150,100,7,1
-0.7406926496314229,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.6940876512564,-0.1369431765329363,4.26259784924718,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699168,-0.6673483497704864,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152753,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356486,0.350116829943481,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,4,20,143.71124889329576,200,100,7,1
-0.7406926496314228,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.69408765125644,-0.1369431765329363,4.2625978492471805,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699163,-0.6673483497704862,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152754,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356488,0.3501168299434811,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,6,20,143.71124889329576,250,100,7,1
-0.7406926496314229,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.6940876512564,-0.1369431765329363,4.26259784924718,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699168,-0.6673483497704864,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152753,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356486,0.350116829943481,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,4,20,143.71124889329576,300,100,7,1
-0.7406926496314228,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.69408765125644,-0.1369431765329363,4.2625978492471805,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699163,-0.6673483497704862,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152754,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356488,0.3501168299434811,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,6,20,143.71124889329576,350,100,7,1
-0.7406926496314229,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.6940876512564,-0.1369431765329363,4.26259784924718,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699168,-0.6673483497704864,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152753,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356486,0.350116829943481,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,4,20,143.71124889329576,400,100,7,1
-0.7406926496314228,3.629709158146925,-0.8047189562170501,26,0.2,2.2464393447889863,0.0,20,2,50,244.69408765125644,-0.1369431765329363,4.2625978492471805,-0.8047189562170501,29,0.1,2.4464393447504027,-3.044522437723423,10,10,50,200.69994075935296,-0.0763494854414392,4.302800651616389,-0.4777557225137182,27,0.0,2.2464393447889863,-2.5649493574615367,20,2,50,221.46405016699163,-0.6673483497704862,3.698379280791989,-0.8047189562170501,30,0.1,2.1709505945736582,-2.833213344056216,10,2,50,264.1831361819511,0.1323236225152754,4.076877510633253,0.0,24,0.2,2.3219280950043144,0.0,20,10,50,210.11550666663123,3.84273965302466,2.804495244268572,6.003887067106539,18,0.2,1.464749713337207,0.0,20,10,40,112.51633458356488,0.3501168299434811,4.001227674546867,0.0,25,0.3,2.2464393447889863,0.0,30,2,50,188.33618592381063,3.619161609526336,3.251767065067763,6.013715156042802,18,0.1,1.7153362135570047,2.19722457733622,16,6,20,143.71124889329576,450,100,7,1
