Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55e59908b129,R,0x7fff5f96d040,1,,,,,,,,,,,,,,,,,-46290193739880,-8,-46290193739864,-24,-104,-280,-340,-340,-352,-328,-46290193739896,-360,-46290193739920,-328,-46290193739904,-360
9,0x55e59908b131,W,0x7fff5f96d038,1,-8,,,,,,,,,,,,,,,,-46290193739872,-8,-46290193739856,-264,-96,-272,-332,-344,24,-320,-46290193739904,-352,-320,-320,-46290193739896,-352
11,0x55e59908b132,W,0x7fff5f96d030,1,-16,-8,-16,,,,,,,,,,,,,,-46290193739864,-8,-88,-256,-88,-324,-336,-336,-46290193739880,-312,-46290193739904,-344,-312,-344,-46290193739888,-344
16,0x55e59908b13f,R,0x55e59908dfd8,1,-46290193739880,-46290193739864,-46290193739880,-46290193739872,-46290193739880,,,,,,,,,,,,16,46290193739856,46290193739776,46290193739600,46290193739540,46290193739540,46290193739896,46290193739528,-32,46290193739552,-40,46290193739552,46290193739552,46290193739520,-24,46290193739584
17,0x55e59908b13f,W,0x7fff5f96d028,1,46290193739856,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46290193739840,-248,-80,-256,-328,-316,-46290193739872,-328,-46290193739888,-336,-46290193739896,-336,-304,-336,-46290193739880,-300
21,0x55e59908b008,R,0x55e59908dfe8,1,16,-46290193739840,-46290193739864,-46290193739856,-46290193739864,-46290193739848,-46290193739864,-46290193739856,-46290193739864,,,,,,,,46290193739760,46290193739592,46290193739524,46290193739584,46290193739880,46290193739524,-32,46290193739536,-48,46290193739536,-56,46290193739504,46290193739536,46290193739568,-40,46290193739504
26,0x55e59908b01a,R,0x7fff5f96cfd8,1,46290193739760,-80,-104,-88,46290193739776,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-248,-176,120,-248,-46290193739792,-256,-46290193739808,-256,-46290193739816,-256,-224,-220,-220,-256
39,0x55e59908b1b8,R,0x7fff5f96cfd8,1,0,-80,46290193739776,-88,46290193739776,-96,46290193739776,-88,-104,-88,-104,-96,-104,,,,-236,-168,-248,-236,120,-224,-46290193739792,-224,-46290193739808,-256,-46290193739816,-192,-46290193739800,-220,-224,-256
42,0x55e59908b2af,W,0x7fff5f96cf30,1,-168,-248,46290193739592,-256,-272,-264,46290193739608,-248,46290193739608,-256,-272,-256,-272,-264,-272,,-68,-8,-80,-80,288,-88,-46290193739624,-88,-46290193739640,-88,-56,-24,-52,-52,-52,-88
45,0x55e59908b2b3,W,0x7fff5f96cf28,1,-176,-8,-176,-264,46290193739600,-272,46290193739584,-256,46290193739600,-256,46290193739600,-264,-280,-264,-280,-272,-60,-60,-72,-48,296,-48,-46290193739616,-80,-46290193739640,-80,-46290193739624,-16,-48,-44,-44,-46289565613192
