Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55f1e2963089,R,0x7ffdd749fbc0,1,,,,,,,,,,,,,,,,,-46230838418408,-8,-46230838418392,-24,-104,-280,-982080218200,-288,-372,-304,16,-312,-384,-372,-46230838418416,-384
9,0x55f1e2963091,W,0x7ffdd749fbb8,1,-8,,,,,,,,,,,,,,,,-46230838418400,-8,-46230838418384,-264,-96,-272,-982080218192,-288,-376,-296,-46230838418408,-304,32,-364,-46230838418408,-320
11,0x55f1e2963092,W,0x7ffdd749fbb0,1,-16,-8,-16,,,,,,,,,,,,,,-46230838418392,-8,-88,-256,-88,-272,-356,-280,32,-288,-368,-296,40,-368,-46230838418400,-340
16,0x55f1e296309f,R,0x55f1e2965fd8,1,-46230838418408,-46230838418392,-46230838418408,-46230838418400,-46230838418408,,,,,,,,,,,,16,46230838418384,46230838418304,46230838418128,45248758200208,46230838418120,46230838418024,46230838418112,-8,46230838418104,46230838418024,46230838418036,46230838418432,46230838418080,-8,46230838418056
17,0x55f1e296309f,W,0x7ffdd749fba8,1,46230838418384,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46230838418368,-248,-80,-256,-348,-264,40,-272,-46230838418392,-288,-360,-360,48,-332,-46230838418392,-368
21,0x55f1e2963008,R,0x55f1e2965fe8,1,16,-46230838418368,-46230838418392,-46230838418384,-46230838418392,-46230838418376,-46230838418392,-46230838418384,-46230838418392,,,,,,,,46230838418288,46230838418120,45248758200192,46230838418112,46230838418008,46230838418104,46230838418408,46230838418088,-24,46230838418020,46230838418008,46230838418064,46230838418416,46230838418040,-24,46230838418036
26,0x55f1e296301a,R,0x7ffdd749fb58,1,46230838418288,-80,-104,-88,46230838418304,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46230838418312,-280,-280,-252,128,-288,-46230838418312,-288
39,0x55f1e2963118,R,0x7ffdd749fb58,1,0,-80,46230838418304,-88,46230838418304,-96,46230838418304,-88,-104,-88,-104,-96,-104,,,,-982080218096,-168,-268,-184,-280,-200,120,-268,-46230838418312,-224,-280,-248,128,-252,-46230838418312,-248
42,0x55f1e296316d,W,0x7ffdd749fab0,1,-168,-248,46230838418120,-256,-272,-264,46230838418136,-248,46230838418136,-256,-272,-256,-272,-264,-272,,-982080217928,-8,-100,-24,-112,-40,288,-112,-46230838418144,-84,-112,-120,296,-120,-46230838418144,-72
45,0x55f1e2963171,W,0x7ffdd749faa8,1,-176,-8,-176,-264,46230838418128,-272,46230838418112,-256,46230838418128,-256,46230838418128,-264,-280,-264,-280,-272,-982080217920,-8,-92,-24,-104,-92,296,-48,-46230838418136,-72,-104,-76,304,-72,-76,-64
47,0x55f1e2963173,W,0x7ffdd749faa0,1,-184,-8,-184,-264,46230838418104,-280,-288,-264,46230838418104,-264,46230838418120,-264,46230838418120,-272,-288,-272,-982080217912,-8,-84,-24,-96,-96,304,-68,-46230838418128,-104,-96,-104,-46230838418128,-64,-68,-104
49,0x55f1e2963175,W,0x7ffdd749fa98,1,-192,-8,-192,-24,46230838418096,-280,46230838418112,-272,-192,-272,46230838418096,-272,46230838418112,-272,46230838418112,-280,-982080217904,-8,-76,-76,-88,-32,312,-56,-46230838418120,-60,320,-96,-46230838418120,-48,-60,-40
51,0x55f1e2963177,W,0x7ffdd749fa90,1,-200,-8,-200,-24,46230838418088,-280,46230838418104,-296,-304,-280,-200,-280,46230838418088,-280,46230838418104,-280,-982080217896,-8,-68,-80,-80,-52,320,-88,-80,-52,328,-48,-46230838418112,-88,-52,-44
53,0x55f1e2963179,W,0x7ffdd749fa88,1,-208,-8,-208,-24,46230838418080,-40,46230838418096,-296,-312,-40,-208,-288,-208,-288,46230838418080,-288,-982080217888,-60,-60,-16,-72,-40,-46230838418104,-80,-72,-80,336,-32,-46230838418104,-24,-80,-36
56,0x55f1e296317e,W,0x7ffdd749fa4c,1,-268,-60,-268,-76,46230838418020,-92,46230838418036,-348,-372,-364,-268,-100,-268,-348,-268,-348,-982080217828,-12,0,16,388,20,-46230838418044,16,-12,20,396,-20,16,36,24,24
58,0x55f1e2963181,W,0x7ffdd749fa40,1,-280,-12,-280,-80,46230838418008,-96,46230838418024,-112,-384,-368,-280,-104,-280,-112,-280,-360,-982080217816,56,0,28,400,-8,-46230838418032,-8,0,40,-46230838418032,-8,-8,48,28,36
60,0x55f1e2963185,R,0x7f192ebf1768,1,-982080218096,-982080217816,-982080218096,-982080217888,45248758200192,-982080217904,45248758200208,-982080217920,-982080218200,-982080218176,-982080218096,-982080218192,-982080218096,-982080217920,-982080218096,-982080217928,982080217828,982080217872,982080217816,982080217848,982080218216,982080217844,-45248758200216,982080217848,982080218224,982080217856,982080217844,982080217808,982080217852,982080217864,982080217844,982080217416
62,0x55f1e296318e,W,0x7ffdd749fa78,1,982080217872,56,-224,44,46230838418064,-24,46230838418080,-40,-328,-56,-224,-312,-224,-40,-224,-48,-44,-28,-56,-64,344,-64,-56,-24,-46230838418088,-16,-64,-64,-20,-20,-20,-456
67,0x55f1e296319a,W,0x7ffdd749fa5c,1,982080217844,-28,-252,16,46230838418036,-44,46230838418052,-60,-356,-76,-252,-332,-252,-348,-252,-68,-16,4,-28,0,-46230838418060,-36,380,4,0,12,-36,20,0,8,8,8
69,0x55f1e29631a1,W,0x7ffdd749fa60,1,982080217848,4,-248,32,-248,-40,46230838418056,-48,-352,-64,-248,-80,-248,-336,-248,-56,-20,-40,368,-4,-32,-40,-46230838418064,0,-4,-40,4,16,-4,-432,0,4
