Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x564dab7920e9,R,0x7fff99e2c860,1,,,,,,,,,,,,,,,,,-45844185839752,-8,-45844185839736,-24,-104,-324,-324,-336,-336,-304,-45844185839768,-344,24,-308,-304,-344
9,0x564dab7920f1,W,0x7fff99e2c858,1,-8,,,,,,,,,,,,,,,,-45844185839744,-8,-45844185839728,-264,-96,-316,-316,-300,24,-296,-328,-336,-45844185839760,-300,-296,-296
11,0x564dab7920f2,W,0x7fff99e2c850,1,-16,-8,-16,,,,,,,,,,,,,,-45844185839736,-8,-88,-256,-88,-320,-320,-292,-45844185839752,-288,40,-328,-45844185839752,-328,-288,-276
16,0x564dab7920ff,R,0x564dab794fd8,1,-45844185839752,-45844185839736,-45844185839752,-45844185839744,-45844185839752,,,,,,,,,,,,16,45844185839728,45844185839648,45844185839428,45844185839428,45844185839416,45844185839768,45844185839444,45844185839416,45844185839448,45844185839776,45844185839444,-16,45844185839448,45844185839448,45844185839408
17,0x564dab7920ff,W,0x7fff99e2c848,1,45844185839728,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45844185839712,-248,-80,-300,-312,-312,-45844185839744,-284,-312,-320,48,-320,-45844185839744,-268,-280,-256
21,0x564dab792008,R,0x564dab794fe8,1,16,-45844185839712,-45844185839736,-45844185839728,-45844185839736,-45844185839720,-45844185839736,-45844185839728,-45844185839736,,,,,,,,45844185839632,45844185839464,45844185839412,45844185839412,45844185839752,45844185839400,-32,45844185839432,45844185839400,45844185839428,45844185839760,45844185839432,-32,45844185839392,45844185839432,45844185839436
26,0x564dab79201a,R,0x7fff99e2c7f8,1,45844185839632,-80,-104,-88,45844185839648,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-204,-45844185839664,-240,-232,-240,128,-188,-45844185839664,-176,-188,-196
39,0x564dab792178,R,0x7fff99e2c7f8,1,0,-80,45844185839648,-88,45844185839648,-96,45844185839648,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-200,-45844185839664,-204,-232,-200,128,-240,-200,-176,-45844185839672,-196
42,0x564dab7921cd,W,0x7fff99e2c750,1,-168,-248,45844185839464,-256,-272,-264,45844185839480,-248,45844185839480,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-36,288,-72,-45844185839496,-72,-64,-20,-45844185839496,-72,-20,-8,-8,-28
46,0x564dab7921d5,W,0x7fff99e2c71c,1,-220,-52,-220,-308,45844185839428,-316,45844185839412,-300,45844185839428,-300,45844185839428,-308,-324,-308,-324,-316,0,-12,-12,20,340,16,-45844185839444,20,348,32,20,-20,-45844185839452,44,44,-45844014294140
48,0x564dab7921d8,W,0x7fff99e2c710,1,-232,-12,-232,-312,45844185839400,-328,-336,-312,45844185839400,-312,45844185839416,-312,45844185839416,-320,-336,-320,12,28,0,-8,352,-8,0,32,-45844185839432,44,44,-8,-45844185839440,36,36,-45844014294128
50,0x564dab7921dc,W,0x7fff99e2c72c,1,-204,28,-204,-36,45844185839428,-292,45844185839444,-284,-204,-284,45844185839428,-284,45844185839444,-284,45844185839444,-292,-16,4,-28,0,-45844185839460,-36,332,4,4,16,16,28,28,8,8,8
