Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target
-1.646092015660637,14.204192375356085,0.0,37,0.26,2.674966161601877,0.0,26,8,12,304.04049358529204,1.2274783978283688,17.038149489662377,0.0,41,0.31,2.37263553817531,0.0,31,8,25,598.0235596616025,0,100,3
-4.114184588171636,10.747434199414052,0.0,18,0.36,2.178547652442487,0.0,36,8,25,422.5769119945677,4.12209607898294,18.746345411679386,0.0,28,0.38,2.15694290937488,0.0,38,8,25,884.8565847636107,50,100,3
-4.122657566775441,10.737624604921624,0.0,18,0.38,1.9072315245979987,0.0,38,8,25,419.5968687323364,4.721221984205364,19.12727122583716,1.0986122886681098,29,0.37,1.3229349239878838,0.0,37,8,25,924.1518390334384,100,100,3
-3.755454531824916,10.403655147954405,0.0,17,0.39,2.130998777696401,0.0,39,8,25,385.8470152228334,5.057979794778521,18.780270624894555,2.19722457733622,28,0.37,1.9030845704035448,0.0,37,8,25,894.0819308385159,150,100,3
-3.746981553220983,10.413480568241862,0.0,17,0.37,2.1527959547937274,0.0,37,8,25,388.8392458513173,4.45885388955597,18.403126015645,1.0986122886681098,27,0.38,2.15694290937488,0.0,38,8,25,854.5245050157909,200,100,3
-4.114184588171359,10.747434199413345,0.0,18,0.36,2.178547652442487,0.0,36,8,25,422.5769119945399,4.122096078982705,18.746345411678103,0.0,28,0.38,2.15694290937488,0.0,38,8,25,884.8565847635515,250,100,3
-4.122657566775164,10.737624604920915,0.0,18,0.38,1.9072315245979987,0.0,38,8,25,419.59686873230856,4.721221984205086,19.12727122583585,1.0986122886681098,29,0.37,1.3229349239878838,0.0,37,8,25,924.151839033376,300,100,3
-3.75545453182466,10.403655147953724,0.0,17,0.39,2.130998777696401,0.0,39,8,25,385.84701522280784,5.057979794778223,18.78027062489328,2.19722457733622,28,0.37,1.9030845704035448,0.0,37,8,25,894.0819308384556,350,100,3
-3.746981553220727,10.41348056824118,0.0,17,0.37,2.1527959547937274,0.0,37,8,25,388.8392458512917,4.458853889555714,18.403126015643743,1.0986122886681098,27,0.38,2.15694290937488,0.0,38,8,25,854.5245050157337,400,100,3
-4.1141845881710815,10.74743419941264,0.0,18,0.36,2.178547652442487,0.0,36,8,25,422.57691199451216,4.122096078982471,18.74634541167683,0.0,28,0.38,2.15694290937488,0.0,38,8,25,884.8565847634923,450,100,3
-4.122657566774887,10.73762460492021,0.0,18,0.38,1.9072315245979987,0.0,38,8,25,419.596868732281,4.721221984204809,19.12727122583455,1.0986122886681098,29,0.37,1.3229349239878838,0.0,37,8,25,924.1518390333142,500,100,3
-3.755454531824405,10.403655147953042,0.0,17,0.39,2.130998777696401,0.0,39,8,25,385.8470152227823,5.057979794777924,18.780270624892,2.19722457733622,28,0.37,1.9030845704035448,0.0,37,8,25,894.0819308383955,550,100,3
-3.746981553220471,10.413480568240496,0.0,17,0.37,2.1527959547937274,0.0,37,8,25,388.83924585126607,4.458853889555458,18.40312601564249,1.0986122886681098,27,0.38,2.15694290937488,0.0,38,8,25,854.5245050156763,600,100,3
-4.114184588170804,10.74743419941193,0.0,18,0.36,2.178547652442487,0.0,36,8,25,422.5769119944844,4.122096078982236,18.74634541167556,0.0,28,0.38,2.15694290937488,0.0,38,8,25,884.8565847634331,650,100,3
-4.122657566774609,10.737624604919503,0.0,18,0.38,1.9072315245979987,0.0,38,8,25,419.59686873225326,4.721221984204532,19.12727122583325,1.0986122886681098,29,0.37,1.3229349239878838,0.0,37,8,25,924.151839033252,700,100,3
-3.755454531824149,10.403655147952358,0.0,17,0.39,2.130998777696401,0.0,39,8,25,385.8470152227567,5.0579797947776255,18.78027062489073,2.19722457733622,28,0.37,1.9030845704035448,0.0,37,8,25,894.0819308383356,750,100,3
-3.7469815532202153,10.413480568239818,0.0,17,0.37,2.1527959547937274,0.0,37,8,25,388.8392458512405,4.458853889555202,18.40312601564124,1.0986122886681098,27,0.38,2.15694290937488,0.0,38,8,25,854.5245050156192,800,100,3
-4.114184588170527,10.747434199411224,0.0,18,0.36,2.178547652442487,0.0,36,8,25,422.5769119944568,4.122096078982002,18.74634541167428,0.0,28,0.38,2.15694290937488,0.0,38,8,25,884.856584763374,850,100,3
