Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5629db47d129,R,0x7fff724d2bd0,1,,,,,,,,,,,,,,,,,-45997338471416,-8,-45997338471400,-24,-104,-280,-340,-340,-352,-328,-45997338471432,-360,-45997338471456,-328,-45997338471440,-360
9,0x5629db47d131,W,0x7fff724d2bc8,1,-8,,,,,,,,,,,,,,,,-45997338471408,-8,-45997338471392,-264,-96,-272,-332,-344,24,-320,-45997338471440,-352,-320,-320,-45997338471432,-352
11,0x5629db47d132,W,0x7fff724d2bc0,1,-16,-8,-16,,,,,,,,,,,,,,-45997338471400,-8,-88,-256,-88,-324,-336,-336,-45997338471416,-312,-45997338471440,-344,-312,-344,-45997338471424,-344
16,0x5629db47d13f,R,0x5629db47ffd8,1,-45997338471416,-45997338471400,-45997338471416,-45997338471408,-45997338471416,,,,,,,,,,,,16,45997338471392,45997338471312,45997338471136,45997338471076,45997338471076,45997338471432,45997338471064,-32,45997338471088,-40,45997338471088,45997338471088,45997338471056,-24,45997338471120
17,0x5629db47d13f,W,0x7fff724d2bb8,1,45997338471392,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45997338471376,-248,-80,-256,-328,-316,-45997338471408,-328,-45997338471424,-336,-45997338471432,-336,-304,-336,-45997338471416,-300
21,0x5629db47d008,R,0x5629db47ffe8,1,16,-45997338471376,-45997338471400,-45997338471392,-45997338471400,-45997338471384,-45997338471400,-45997338471392,-45997338471400,,,,,,,,45997338471296,45997338471128,45997338471060,45997338471120,45997338471416,45997338471060,-32,45997338471072,-48,45997338471072,-56,45997338471040,45997338471072,45997338471104,-40,45997338471040
26,0x5629db47d01a,R,0x7fff724d2b68,1,45997338471296,-80,-104,-88,45997338471312,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-248,-176,120,-248,-45997338471328,-256,-45997338471344,-256,-45997338471352,-256,-224,-220,-220,-256
39,0x5629db47d1b8,R,0x7fff724d2b68,1,0,-80,45997338471312,-88,45997338471312,-96,45997338471312,-88,-104,-88,-104,-96,-104,,,,-236,-168,-248,-236,120,-224,-45997338471328,-224,-45997338471344,-256,-45997338471352,-192,-45997338471336,-220,-224,-256
42,0x5629db47d2af,W,0x7fff724d2ac0,1,-168,-248,45997338471128,-256,-272,-264,45997338471144,-248,45997338471144,-256,-272,-256,-272,-264,-272,,-68,-8,-80,-80,288,-88,-45997338471160,-88,-45997338471176,-88,-56,-24,-52,-52,-52,-88
45,0x5629db47d2b3,W,0x7fff724d2ab8,1,-176,-8,-176,-264,45997338471136,-272,45997338471120,-256,45997338471136,-256,45997338471136,-264,-280,-264,-280,-272,-60,-60,-72,-48,296,-48,-45997338471152,-80,-45997338471176,-80,-45997338471160,-16,-48,-44,-44,-45997079455768
