Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_2_last_read_mean,Delta_with_2_last_read_std,Delta_with_2_last_read_median,Delta_with_2_last_read_unique,Delta_with_2_last_read_zeros_frac,Delta_with_2_last_read_entropy,Delta_with_2_last_read_mode,Delta_with_2_last_read_mode_count,Delta_with_2_last_read_ac_first_peak,Delta_with_2_last_read_fft_dom_bin,Delta_with_2_last_read_fft_dom_power,Delta_with_3_last_read_mean,Delta_with_3_last_read_std,Delta_with_3_last_read_median,Delta_with_3_last_read_unique,Delta_with_3_last_read_zeros_frac,Delta_with_3_last_read_entropy,Delta_with_3_last_read_mode,Delta_with_3_last_read_mode_count,Delta_with_3_last_read_ac_first_peak,Delta_with_3_last_read_fft_dom_bin,Delta_with_3_last_read_fft_dom_power,Delta_with_4_last_read_mean,Delta_with_4_last_read_std,Delta_with_4_last_read_median,Delta_with_4_last_read_unique,Delta_with_4_last_read_zeros_frac,Delta_with_4_last_read_entropy,Delta_with_4_last_read_mode,Delta_with_4_last_read_mode_count,Delta_with_4_last_read_ac_first_peak,Delta_with_4_last_read_fft_dom_bin,Delta_with_4_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,Delta_with_2_last_write_mean,Delta_with_2_last_write_std,Delta_with_2_last_write_median,Delta_with_2_last_write_unique,Delta_with_2_last_write_zeros_frac,Delta_with_2_last_write_entropy,Delta_with_2_last_write_mode,Delta_with_2_last_write_mode_count,Delta_with_2_last_write_ac_first_peak,Delta_with_2_last_write_fft_dom_bin,Delta_with_2_last_write_fft_dom_power,Delta_with_3_last_write_mean,Delta_with_3_last_write_std,Delta_with_3_last_write_median,Delta_with_3_last_write_unique,Delta_with_3_last_write_zeros_frac,Delta_with_3_last_write_entropy,Delta_with_3_last_write_mode,Delta_with_3_last_write_mode_count,Delta_with_3_last_write_ac_first_peak,Delta_with_3_last_write_fft_dom_bin,Delta_with_3_last_write_fft_dom_power,Delta_with_4_last_write_mean,Delta_with_4_last_write_std,Delta_with_4_last_write_median,Delta_with_4_last_write_unique,Delta_with_4_last_write_zeros_frac,Delta_with_4_last_write_entropy,Delta_with_4_last_write_mode,Delta_with_4_last_write_mode_count,Delta_with_4_last_write_ac_first_peak,Delta_with_4_last_write_fft_dom_bin,Delta_with_4_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
1.297242351163222,18.68063553112849,0.0,54,0.12,2.669402573399123,0.0,12,0,34,379.6676307625552,-0.6742350645285152,19.503731089780384,-1.90333124488516,62,0.1,2.4643192846803554,0.0,10,18,18,400.8423326790911,0.380306633067554,19.22526801902365,0.0,58,0.15,2.535474449898392,0.0,15,17,6,499.341390563548,0.848919247827312,20.93415003805036,-0.8047189562170501,68,0.11,2.195831527883427,0.0,11,18,6,549.3730902575487,1.2373630964013378,18.17711769155883,0.0,47,0.14,2.622417065908439,0.0,14,5,6,361.5643401206418,1.2235045074203308,20.342543967994807,0.0,59,0.16,2.584184119333753,0.0,16,3,6,679.5972214858087,-0.8755251988177432,19.638052531586645,0.0,60,0.1,2.348412516389032,0.0,10,18,6,538.2429126544935,-1.237630474002304,17.79230974737396,0.0,59,0.16,2.519099798527807,0.0,16,3,1,488.7005567086409,0,100,8,1
1.6830468664831724,19.87416185355708,0.0,49,0.14,2.5315012566103183,0.0,14,0,24,538.4591627501565,-0.2459823357161342,19.364398820815943,0.0,52,0.09,2.576777516108665,2.19722457733622,11,0,20,418.0685051563368,-1.4437558934519674,18.37331416040059,0.0,50,0.15,2.631119882077157,0.0,15,8,24,577.442435466775,-1.9041725769772475,16.948188417899736,0.0,54,0.15,2.3951689220437817,0.0,15,5,20,414.3906946825709,-0.7373948132603908,18.440348442339147,0.0,45,0.16,2.340069582617532,0.0,16,0,3,354.11210637510453,0.6992957436227434,20.087026652993416,0.0,50,0.17,2.531210753759716,0.0,17,4,6,509.3334584713965,3.195058140020101,20.806567045355383,1.90333124488516,56,0.09,2.005533206392619,0.0,9,4,4,456.4240942243535,3.087503678423119,19.113467179849906,2.19722457733622,48,0.08,2.520165485532756,2.19722457733622,10,0,2,495.91187058908537,50,100,8,1
1.3751618324209252,20.38187473722356,0.0,49,0.13,2.425479494950315,0.0,13,9,33,546.6947001659664,-1.3567781924989455,21.327724549600457,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,549.8553309680532,-0.505280884741861,20.14562205476753,0.0,55,0.22,2.5262554826592094,0.0,22,14,6,547.9962177943006,-1.2154090220263087,21.98674153664989,-0.8047189562170501,57,0.14,2.097803819403854,0.0,14,4,22,610.4500041496867,4.183380061948253,20.08700078154903,0.0,55,0.16,1.939153015836543,0.0,16,3,22,575.3741509152186,2.199973825086178,21.63156554141895,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,787.7495306456125,-1.2237789649016302,21.25723745773321,0.0,66,0.14,2.0876658500067182,0.0,14,18,5,625.7077203682696,1.2957225252796138,19.064934273473565,0.0,56,0.2,2.521359075794505,0.0,20,4,1,588.0443665693733,0,100,8,2
-0.325060867332943,19.55023139404832,0.0,44,0.14,2.622354876890411,0.0,14,6,33,546.8171739125107,-1.4989418858290702,21.417121925305924,-0.8047189562170501,49,0.13,2.126173975502656,0.0,13,9,11,510.8800254639818,-4.480519951400509,15.936532692922173,-2.19722457733622,45,0.2,2.7403711489675664,0.0,20,18,22,426.2318338184929,-4.8964109936577325,19.19728535266797,-2.5649493574615367,52,0.11,2.00710328191966,0.0,11,5,22,444.218726058458,4.415258437350083,20.25219693110062,0.0,46,0.11,1.9461252079908744,0.0,11,18,22,485.8204331129942,3.076323873548164,21.791013481550788,1.6094379124341005,57,0.14,2.0622250371712787,0.0,14,3,6,635.3971659756585,2.0983552306445588,22.571990943551285,2.19722457733622,64,0.06,2.086947819778004,0.0,6,18,6,752.0666691586898,6.12140458503378,20.576422447327733,2.19722457733622,57,0.1,2.021137889115026,0.0,10,18,6,629.863183241168,50,100,8,2
-0.0179984977808944,16.788205501639617,0.0,36,0.15,2.677151096236176,0.0,15,5,19,408.1728492745999,0.2426478623161495,20.492237743756565,1.6094379124341005,47,0.11,2.2892296578287903,0.0,11,11,19,490.8379070680178,-3.030572585452256,16.5339939091743,-1.90333124488516,42,0.12,2.516147658776687,-2.19722457733622,14,11,10,389.0308249334221,-2.02739851786866,18.90769125468024,0.0,51,0.11,2.310114791161768,0.0,11,5,19,598.5493922629042,0.0744398032204256,19.230998270175004,-1.6094379124341005,35,0.12,2.296449220219569,0.0,12,21,10,483.4440746891671,2.085117404659374,20.090139989464,0.0,47,0.14,2.566510483619786,0.0,14,16,7,458.6224063644951,3.4925951446868906,20.611528206528668,2.19722457733622,51,0.05,2.021952318770088,1.6094379124341005,7,5,4,670.1084830736755,4.103266096467447,20.34433982874527,3.044522437723423,43,0.03,1.9187178816859427,-2.19722457733622,11,21,4,629.0380994114487,100,100,8,2
1.8963868123597616,19.136043012821226,0.0,42,0.19,2.4358086790034004,0.0,19,4,25,582.2625119262856,1.919418534666285,19.39771767609064,2.19722457733622,39,0.15,2.412480906272881,2.19722457733622,17,11,10,542.3576611789082,-0.190045032124008,20.71776776004407,0.0,42,0.15,2.3719239612732124,0.0,15,8,10,636.3908705511445,-0.3365020010926365,17.35915599710644,0.0,47,0.27,2.4036564398516185,0.0,27,11,19,406.646717726193,-2.185105200058243,19.09163171807268,0.0,38,0.2,2.424180842409294,0.0,20,11,10,492.13437082381193,3.1586939725722867,20.08940058524572,0.0,45,0.19,2.000039968015788,0.0,19,4,1,494.77046352793474,2.073812149995333,20.451381405271945,0.0,42,0.16,2.4524594400776336,0.0,16,0,9,474.7292442845683,4.592294950488905,18.72488558388412,2.19722457733622,45,0.12,2.1306231784408567,0.0,12,0,4,465.2481266183319,150,100,8,2
2.858072411643574,21.33951134028655,0.0,48,0.18,2.115821901151824,0.0,18,4,24,578.8109601841745,2.621007002262104,19.82793047636524,1.0986122886681098,41,0.13,2.397058360375351,0.0,13,9,12,741.0826802470965,2.482493248810044,22.69483331526131,0.0,51,0.19,1.931023500344308,0.0,19,8,25,650.633429906902,0.9065875088689772,15.12932129135192,0.0,38,0.3,2.6830899831071857,0.0,30,0,34,353.24613464705743,-5.790653254906991,15.446069457207503,0.0,30,0.22,2.6304409788736267,0.0,22,8,12,385.7524411291292,-2.126903256286523,17.213366458365392,0.0,31,0.33,2.327395778829607,0.0,33,4,1,436.3146293813406,-3.6645641690176,17.272129695997673,0.0,40,0.18,2.232447646445132,0.0,18,9,12,424.7080661751806,-1.532668727007512,16.438013744720422,0.0,36,0.21,2.581409142034622,0.0,21,4,1,488.1112411625383,200,100,8,2
1.4127533975816235,20.40622139252386,0.0,49,0.13,2.1167275889210453,0.0,13,9,33,547.0517073888033,-1.3318210460656354,21.35227698202436,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,550.8609739731098,-0.4676664587824064,20.173766225969832,0.0,55,0.22,2.53844051963697,0.0,22,14,6,549.0783283783363,-1.2278730778769773,22.00832396678972,-0.8047189562170501,57,0.14,2.097803819403854,0.0,14,4,22,611.1508119829659,4.183315429401485,20.09289252543176,0.0,54,0.16,1.939153015836543,0.0,16,3,22,576.5227539795884,2.193893943867286,21.65176829365829,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,789.1154985127189,-1.2553180736518343,21.27519890633184,0.0,66,0.14,2.0876658500067182,0.0,14,18,5,623.7438786500693,1.2526299488801076,19.09259846930563,0.0,57,0.2,2.521359075794505,0.0,20,4,1,585.4334547638446,0,100,8,3
-0.0990166476793233,20.614407704128244,0.8047189562170501,36,0.16,2.3719674925418515,3.367295829986474,17,9,33,744.3123447342475,-1.254102124197371,22.8246844457772,-1.683647914993237,43,0.17,2.1994741933734803,0.0,17,9,11,843.9839524255647,-4.659500697061171,16.87387230701547,0.0,39,0.27,2.4153236156403013,0.0,27,4,22,705.152330758561,-6.796311949088546,19.18821002487786,-3.367295829986474,41,0.16,2.073080445504468,0.0,16,5,22,777.6708827680441,8.844122833875828,20.99935488490225,3.367295829986474,52,0.16,1.8448894518923733,0.0,16,9,22,841.0479781872422,7.273437207652583,23.86184906478445,4.174387269895637,60,0.11,2.0524418940821314,3.610917912644224,12,3,6,853.2650990578197,4.092757731631897,24.59763311734659,3.367295829986474,71,0.12,2.012313900424642,0.0,12,18,6,785.4036013503435,10.260862817003014,19.475669699926847,3.49650756146648,60,0.15,1.9728764303987127,0.0,15,9,22,731.7967100200942,50,100,8,3
0.1434145243459267,19.18585445053005,0.0,45,0.15,2.592169725897138,0.0,15,6,33,641.1462914787126,-0.4534854095224676,21.80840004321817,-0.8047189562170501,51,0.14,2.1598849067312083,0.0,14,9,11,713.2707209948984,-3.919796141526934,15.954643572566924,-2.19722457733622,47,0.23,2.50137661064518,0.0,23,8,22,522.7971585690252,-5.500056310443885,18.375948873775787,-3.367295829986474,49,0.14,1.9715938183250188,0.0,14,5,22,534.0601563238362,5.825270765214671,19.91067008921159,0.0,52,0.15,1.9168957861828544,0.0,15,9,22,656.7245121366818,6.707100758753231,22.581258153467907,3.610917912644224,63,0.12,1.9599063687631693,0.0,12,3,6,801.0965638671049,4.546774176952378,23.53248815671473,3.026044584462208,72,0.08,2.0172034640496634,0.0,8,18,5,716.1035226528917,7.821850409643141,19.640839684440905,2.93886789088982,65,0.14,1.9342705795220856,0.0,14,18,22,588.3821464346572,100,100,8,3
