Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5604e48ca0a9,R,0x7ffd23f48060,1,,,,,,,,,,,,,,,,,-46146192388232,-8,-46146192388216,-24,-104,-280,-827139946744,-288,-372,-304,16,-312,-364,-372,-364,-384
9,0x5604e48ca0b1,W,0x7ffd23f48058,1,-8,,,,,,,,,,,,,,,,-46146192388224,-8,-46146192388208,-264,-96,-272,-827139946736,-288,-376,-296,-46146192388232,-304,-384,-364,-356,-320
11,0x5604e48ca0b2,W,0x7ffd23f48050,1,-16,-8,-16,,,,,,,,,,,,,,-46146192388216,-8,-88,-256,-88,-272,-356,-280,32,-288,-348,-296,-376,-368,-348,-348
16,0x5604e48ca0bf,R,0x5604e48ccfd8,1,-46146192388232,-46146192388216,-46146192388232,-46146192388224,-46146192388232,,,,,,,,,,,,16,46146192388208,46146192388128,46146192387952,45319052441488,46146192387944,46146192387848,46146192387936,-8,46146192387928,46146192387868,46146192387860,46146192387840,46146192387904,46146192387868,46146192387840
17,0x5604e48ca0bf,W,0x7ffd23f48048,1,46146192388208,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46146192388192,-248,-80,-256,-348,-264,40,-272,-46146192388216,-288,-340,-360,-368,-340,-340,-340
21,0x5604e48ca008,R,0x5604e48ccfe8,1,16,-46146192388192,-46146192388216,-46146192388208,-46146192388216,-46146192388200,-46146192388216,-46146192388208,-46146192388216,,,,,,,,46146192388112,46146192387944,45319052441472,46146192387936,46146192387832,46146192387928,46146192388232,46146192387912,-24,46146192387844,46146192387852,46146192387888,46146192387824,46146192387824,46146192387852,46146192387872
26,0x5604e48ca01a,R,0x7ffd23f47ff8,1,46146192388112,-80,-104,-88,46146192388128,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46146192388136,-280,-260,-260,-288,-260,-260,-288
39,0x5604e48ca138,R,0x7ffd23f47ff8,1,0,-80,46146192388128,-88,46146192388128,-96,46146192388128,-88,-104,-88,-104,-96,-104,,,,-827139946640,-168,-268,-184,-280,-200,120,-268,-46146192388136,-224,-260,-288,-288,-240,-260,-232
42,0x5604e48ca18d,W,0x7ffd23f47f50,1,-168,-248,46146192387944,-256,-272,-264,46146192387960,-248,46146192387960,-256,-272,-256,-272,-264,-272,,-827139946472,-8,-100,-24,-112,-40,288,-112,-46146192387968,-92,-92,-92,-120,-120,-92,-88
45,0x5604e48ca191,W,0x7ffd23f47f48,1,-176,-8,-176,-264,46146192387952,-272,46146192387936,-256,46146192387952,-256,46146192387952,-264,-280,-264,-280,-272,-827139946464,-8,-92,-24,-104,-92,296,-48,-46146192387960,-112,-84,-64,-112,-56,-80,-80
