Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55e9ec70f0e9,R,0x7ffc0df57b50,1,,,,,,,,,,,,,,,,,-46257360100216,-8,-46257360100200,-24,-104,-324,-324,-336,-336,-304,-46257360100232,-344,24,-308,-304,-344
9,0x55e9ec70f0f1,W,0x7ffc0df57b48,1,-8,,,,,,,,,,,,,,,,-46257360100208,-8,-46257360100192,-264,-96,-316,-316,-300,24,-296,-328,-336,-46257360100224,-300,-296,-296
11,0x55e9ec70f0f2,W,0x7ffc0df57b40,1,-16,-8,-16,,,,,,,,,,,,,,-46257360100200,-8,-88,-256,-88,-320,-320,-292,-46257360100216,-288,40,-328,-46257360100216,-328,-288,-276
16,0x55e9ec70f0ff,R,0x55e9ec711fd8,1,-46257360100216,-46257360100200,-46257360100216,-46257360100208,-46257360100216,,,,,,,,,,,,16,46257360100192,46257360100112,46257360099892,46257360099892,46257360099880,46257360100232,46257360099908,46257360099880,46257360099912,46257360100240,46257360099908,-16,46257360099912,46257360099912,46257360099872
17,0x55e9ec70f0ff,W,0x7ffc0df57b38,1,46257360100192,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46257360100176,-248,-80,-300,-312,-312,-46257360100208,-284,-312,-320,48,-320,-46257360100208,-268,-280,-256
21,0x55e9ec70f008,R,0x55e9ec711fe8,1,16,-46257360100176,-46257360100200,-46257360100192,-46257360100200,-46257360100184,-46257360100200,-46257360100192,-46257360100200,,,,,,,,46257360100096,46257360099928,46257360099876,46257360099876,46257360100216,46257360099864,-32,46257360099896,46257360099864,46257360099892,46257360100224,46257360099896,-32,46257360099856,46257360099896,46257360099900
26,0x55e9ec70f01a,R,0x7ffc0df57ae8,1,46257360100096,-80,-104,-88,46257360100112,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-204,-46257360100128,-240,-232,-240,128,-188,-46257360100128,-176,-188,-196
39,0x55e9ec70f178,R,0x7ffc0df57ae8,1,0,-80,46257360100112,-88,46257360100112,-96,46257360100112,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-200,-46257360100128,-204,-232,-200,128,-240,-200,-176,-46257360100136,-196
42,0x55e9ec70f1cd,W,0x7ffc0df57a40,1,-168,-248,46257360099928,-256,-272,-264,46257360099944,-248,46257360099944,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-36,288,-72,-46257360099960,-72,-64,-20,-46257360099960,-72,-20,-8,-8,-28
46,0x55e9ec70f1d5,W,0x7ffc0df57a0c,1,-220,-52,-220,-308,46257360099892,-316,46257360099876,-300,46257360099892,-300,46257360099892,-308,-324,-308,-324,-316,0,-12,-12,20,340,16,-46257360099908,20,348,32,20,-20,-46257360099916,44,44,-46256822126444
48,0x55e9ec70f1d8,W,0x7ffc0df57a00,1,-232,-12,-232,-312,46257360099864,-328,-336,-312,46257360099864,-312,46257360099880,-312,46257360099880,-320,-336,-320,12,28,0,-8,352,-8,0,32,-46257360099896,44,44,-8,-46257360099904,36,36,-46256822126432
50,0x55e9ec70f1dc,W,0x7ffc0df57a1c,1,-204,28,-204,-36,46257360099892,-292,46257360099908,-284,-204,-284,46257360099892,-284,46257360099908,-284,46257360099908,-292,-16,4,-28,0,-46257360099924,-36,332,4,4,16,16,28,28,8,8,8
