Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5573ed4aa0a9,R,0x7ffe7e784070,1,,,,,,,,,,,,,,,,,-46774629527704,-8,-46774629527688,-24,-104,-324,-324,-336,-336,-344,-46774629527712,-316,-316,-304,-280,-296
9,0x5573ed4aa0b1,W,0x7ffe7e784068,1,-8,,,,,,,,,,,,,,,,-46774629527696,-8,-46774629527680,-264,-96,-316,-316,-308,24,-336,-304,-308,-46774629527712,-296,-272,-304
11,0x5573ed4aa0b2,W,0x7ffe7e784060,1,-16,-8,-16,,,,,,,,,,,,,,-46774629527688,-8,-88,-256,-88,-320,-320,-300,-46774629527696,-328,-300,-300,-46774629527704,-280,-264,-328
16,0x5573ed4aa0bf,R,0x5573ed4acfd8,1,-46774629527704,-46774629527688,-46774629527704,-46774629527696,-46774629527704,,,,,,,,,,,,16,46774629527680,46774629527600,46774629527380,46774629527380,46774629527368,46774629527720,46774629527388,46774629527392,46774629527360,46774629527388,46774629527400,-16,46774629527392,46774629527424,46774629527424
17,0x5573ed4aa0bf,W,0x7ffe7e784058,1,46774629527680,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46774629527664,-248,-80,-300,-312,-312,-46774629527688,-292,-288,-292,-292,-272,-46774629527696,-320,-256,-46774009589176
21,0x5573ed4aa008,R,0x5573ed4acfe8,1,16,-46774629527664,-46774629527688,-46774629527680,-46774629527688,-46774629527672,-46774629527688,-46774629527680,-46774629527688,,,,,,,,46774629527584,46774629527416,46774629527364,46774629527364,46774629527704,46774629527352,-24,46774629527344,46774629527376,46774629527384,46774629527372,46774629527376,-32,46774629527408,46774629527376,619938488
26,0x5573ed4aa01a,R,0x7ffe7e784008,1,46774629527584,-80,-104,-88,46774629527600,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-212,-46774629527608,-212,-208,-192,-212,-240,-176,-176,-176,-46774009589096
39,0x5573ed4aa138,R,0x7ffe7e784008,1,0,-80,46774629527600,-88,46774629527600,-96,46774629527600,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-240,-46774629527608,-200,-208,-208,-46774629527616,-240,-208,-176,-192,-46774009589096
42,0x5573ed4aa18d,W,0x7ffe7e783f60,1,-168,-248,46774629527416,-256,-272,-264,46774629527432,-248,46774629527432,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-44,288,-44,-46774629527440,-24,-44,-40,-8,-72,-8,-8,-24,-46774009588920
46,0x5573ed4aa195,W,0x7ffe7e783f2c,1,-220,-52,-220,-308,46774629527380,-316,46774629527364,-300,46774629527380,-300,46774629527380,-308,-324,-308,-324,-316,0,-12,-12,-20,340,20,12,28,-46774629527396,12,12,-20,44,-46774009588876,44,-46774009588868
