Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_2_last_read_mean,Delta_with_2_last_read_std,Delta_with_2_last_read_median,Delta_with_2_last_read_unique,Delta_with_2_last_read_zeros_frac,Delta_with_2_last_read_entropy,Delta_with_2_last_read_mode,Delta_with_2_last_read_mode_count,Delta_with_2_last_read_ac_first_peak,Delta_with_2_last_read_fft_dom_bin,Delta_with_2_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,Delta_with_2_last_write_mean,Delta_with_2_last_write_std,Delta_with_2_last_write_median,Delta_with_2_last_write_unique,Delta_with_2_last_write_zeros_frac,Delta_with_2_last_write_entropy,Delta_with_2_last_write_mode,Delta_with_2_last_write_mode_count,Delta_with_2_last_write_ac_first_peak,Delta_with_2_last_write_fft_dom_bin,Delta_with_2_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
0.9582081690908,11.8037217005419,0,48,0.15,2.7722927669478,0,15,13,15,228.44502391123,-0.532780863304811,10.9890441333382,-1.6094379124341,49,0.09,2.42416973266648,0,9,26,15,219.75185407873,-1.85579453764332,7.59003124539783,-1.6094379124341,37,0.16,2.46443914452417,0,16,5,39,163.166059959546,-0.0047162360056863,8.03561626812207,1.6094379124341,39,0.2,2.02795725633349,0,20,2,1,273.645752209556,0,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,50,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,100,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,150,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,200,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,250,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,300,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,350,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,400,100,7,1
-0.740692649631423,3.62970915814692,-0.80471895621705,26,0.2,2.24643934478899,0,20,2,50,244.694087651256,-0.136943176532936,4.26259784924718,-0.80471895621705,29,0.1,2.4464393447504,-3.04452243772342,10,10,50,200.699940759353,0.132323622515275,4.07687751063325,0,24,0.2,2.32192809500431,0,20,10,50,210.115506666631,3.84273965302466,2.80449524426857,6.00388706710654,18,0.2,1.46474971333721,0,20,10,40,112.516334583565,450,100,7,1
