Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x558d51bb40a9,R,0x7ffc66b173c0,1,,,,,,,,,,,,,,,,,-46656581403624,-8,-46656581403608,-24,-104,-280,-995593239640,-288,-372,-304,16,-312,-364,-372,-364,-384
9,0x558d51bb40b1,W,0x7ffc66b173b8,1,-8,,,,,,,,,,,,,,,,-46656581403616,-8,-46656581403600,-264,-96,-272,-995593239632,-288,-376,-296,-46656581403624,-304,-384,-364,-356,-320
11,0x558d51bb40b2,W,0x7ffc66b173b0,1,-16,-8,-16,,,,,,,,,,,,,,-46656581403608,-8,-88,-256,-88,-272,-356,-280,32,-288,-348,-296,-376,-368,-348,-348
16,0x558d51bb40bf,R,0x558d51bb6fd8,1,-46656581403624,-46656581403608,-46656581403624,-46656581403616,-46656581403624,,,,,,,,,,,,16,46656581403600,46656581403520,46656581403344,45660988163984,46656581403336,46656581403240,46656581403328,-8,46656581403320,46656581403260,46656581403252,46656581403232,46656581403296,46656581403260,46656581403232
17,0x558d51bb40bf,W,0x7ffc66b173a8,1,46656581403600,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46656581403584,-248,-80,-256,-348,-264,40,-272,-46656581403608,-288,-340,-360,-368,-340,-340,-340
21,0x558d51bb4008,R,0x558d51bb6fe8,1,16,-46656581403584,-46656581403608,-46656581403600,-46656581403608,-46656581403592,-46656581403608,-46656581403600,-46656581403608,,,,,,,,46656581403504,46656581403336,45660988163968,46656581403328,46656581403224,46656581403320,46656581403624,46656581403304,-24,46656581403236,46656581403244,46656581403280,46656581403216,46656581403216,46656581403244,46656581403264
26,0x558d51bb401a,R,0x7ffc66b17358,1,46656581403504,-80,-104,-88,46656581403520,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46656581403528,-280,-260,-260,-288,-260,-260,-288
39,0x558d51bb4138,R,0x7ffc66b17358,1,0,-80,46656581403520,-88,46656581403520,-96,46656581403520,-88,-104,-88,-104,-96,-104,,,,-995593239536,-168,-268,-184,-280,-200,120,-268,-46656581403528,-224,-260,-288,-288,-240,-260,-232
42,0x558d51bb418d,W,0x7ffc66b172b0,1,-168,-248,46656581403336,-256,-272,-264,46656581403352,-248,46656581403352,-256,-272,-256,-272,-264,-272,,-995593239368,-8,-100,-24,-112,-40,288,-112,-46656581403360,-92,-92,-92,-120,-120,-92,-88
45,0x558d51bb4191,W,0x7ffc66b172a8,1,-176,-8,-176,-264,46656581403344,-272,46656581403328,-256,46656581403344,-256,46656581403344,-264,-280,-264,-280,-272,-995593239360,-8,-92,-24,-104,-92,296,-48,-46656581403352,-112,-84,-64,-112,-56,-80,-80
47,0x558d51bb4193,W,0x7ffc66b172a0,1,-184,-8,-184,-264,46656581403320,-280,-288,-264,46656581403320,-264,46656581403336,-264,46656581403336,-272,-288,-272,-995593239352,-8,-84,-24,-96,-96,304,-76,-46656581403344,-76,-76,-104,-76,-48,-72,-104
49,0x558d51bb4195,W,0x7ffc66b17298,1,-192,-8,-192,-24,46656581403312,-280,46656581403328,-272,-192,-272,46656581403312,-272,46656581403328,-272,46656581403328,-280,-995593239344,-8,-76,-76,-88,-32,312,-96,-46656581403336,-48,-96,-96,-68,-64,-64,-64
51,0x558d51bb4197,W,0x7ffc66b17290,1,-200,-8,-200,-24,46656581403304,-280,46656581403320,-296,-304,-280,-200,-280,46656581403304,-280,46656581403320,-280,-995593239336,-8,-68,-80,-80,-60,320,-60,-60,-40,-88,-32,-60,-88,-56,-56
53,0x558d51bb4199,W,0x7ffc66b17288,1,-208,-8,-208,-24,46656581403296,-40,46656581403312,-296,-312,-40,-208,-288,-208,-288,46656581403296,-288,-995593239328,-60,-60,-16,-72,-80,-46656581403320,-52,-52,-80,-80,-48,-48,-80,-24,-48
56,0x558d51bb419e,W,0x7ffc66b1724c,1,-268,-60,-268,-76,46656581403236,-92,46656581403252,-348,-372,-364,-268,-100,-268,-348,-268,-348,-995593239268,-12,0,8,388,-20,-46656581403260,28,8,36,8,12,12,-20,12,12
58,0x558d51bb41a1,W,0x7ffc66b17240,1,-280,-12,-280,-80,46656581403224,-96,46656581403240,-112,-384,-368,-280,-104,-280,-112,-280,-360,-995593239256,56,0,20,400,20,-46656581403248,-8,-8,48,24,24,48,-8,24,-16
60,0x558d51bb41a5,R,0x7f1498b63768,1,-995593239536,-995593239256,-995593239536,-995593239328,45660988163968,-995593239344,45660988163984,-995593239360,-995593239640,-995593239616,-995593239536,-995593239632,-995593239536,-995593239360,-995593239536,-995593239368,995593239268,995593239312,995593239256,995593239248,995593239656,995593239296,995593239276,995593239248,995593239276,995593239304,995593239280,995593239280,995593239304,995593239280,995593239280,995593239240
62,0x558d51bb41ae,W,0x7ffc66b17278,1,995593239312,56,-224,44,46656581403280,-24,46656581403296,-40,-328,-56,-224,-312,-224,-40,-224,-48,-44,-36,-56,-36,-46656581403304,-16,-64,-64,-32,-8,-32,-64,-32,-32,-32,-32
