Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5633d132b109,R,0x7fff7b477f40,1,,,,,,,,,,,,,,,,,-45954708578152,-8,-45954708578136,-24,-104,-280,-413790287832,-288,-372,-304,16,-312,-364,-372,-45954708578176,-384
9,0x5633d132b111,W,0x7fff7b477f38,1,-8,,,,,,,,,,,,,,,,-45954708578144,-8,-45954708578128,-264,-96,-272,-413790287824,-288,-376,-296,-45954708578160,-304,-384,-364,-45954708578168,-320
11,0x5633d132b112,W,0x7fff7b477f30,1,-16,-8,-16,,,,,,,,,,,,,,-45954708578136,-8,-88,-256,-88,-272,-356,-280,32,-288,-348,-296,-376,-368,-45954708578160,-348
16,0x5633d132b11f,R,0x5633d132dfd8,1,-45954708578152,-45954708578136,-45954708578152,-45954708578144,-45954708578152,,,,,,,,,,,,16,45954708578128,45954708578048,45954708577872,45540918290320,45954708577864,45954708577768,45954708577856,-16,45954708577848,45954708577788,45954708577780,45954708577760,45954708577824,-24,45954708577760
17,0x5633d132b11f,W,0x7fff7b477f28,1,45954708578128,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45954708578112,-248,-80,-256,-348,-264,40,-272,-45954708578144,-288,-340,-360,-368,-340,-45954708578152,-340
21,0x5633d132b008,R,0x5633d132dfe8,1,16,-45954708578112,-45954708578136,-45954708578128,-45954708578136,-45954708578120,-45954708578136,-45954708578128,-45954708578136,,,,,,,,45954708578032,45954708577864,45540918290304,45954708577856,45954708577752,45954708577848,45954708578152,45954708577832,-32,45954708577764,45954708577772,45954708577808,45954708577744,45954708577744,-40,45954708577792
26,0x5633d132b01a,R,0x7fff7b477ed8,1,45954708578032,-80,-104,-88,45954708578048,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-45954708578064,-280,-260,-260,-288,-260,-45954708578072,-288
39,0x5633d132b198,R,0x7fff7b477ed8,1,0,-80,45954708578048,-88,45954708578048,-96,45954708578048,-88,-104,-88,-104,-96,-104,,,,-413790287728,-168,-268,-184,-280,-200,120,-268,-45954708578064,-224,-260,-288,-288,-240,-45954708578072,-232
42,0x5633d132b1ed,W,0x7fff7b477e30,1,-168,-248,45954708577864,-256,-272,-264,45954708577880,-248,45954708577880,-256,-272,-256,-272,-264,-272,,-413790287560,-8,-100,-24,-112,-40,288,-112,-45954708577896,-92,-92,-92,-120,-120,-45954708577904,-4120
45,0x5633d132b1f1,W,0x7fff7b477e28,1,-176,-8,-176,-264,45954708577872,-272,45954708577856,-256,45954708577872,-256,45954708577872,-264,-280,-264,-280,-272,-413790287552,-8,-92,-24,-104,-92,296,-48,-45954708577888,-112,-84,-64,-112,-56,-45954708577904,-4112
