mean,std,median,unique,zeros_frac,entropy,mode,mode_count,ac_first_peak,fft_dom_bin,fft_dom_power,w_mean,w_std,start,length
-3.4756347462332897,11.428281299231324,0.0,87,0.352,2.6269643079722056,0.0,176,8,125,1915.2995738794075,3.9161133637091674,18.477130720821144,0,500
-3.9690134385342737,10.608362144839932,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.5854710865106,4.494823743824689,18.75755362735361,250,500
-3.9707080342547103,10.606398962540881,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.6007988419792,4.614595619246658,18.83338712028891,500,500
-3.8972940800753757,10.539654455907723,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.8688970283968,4.68192052854987,18.76433098995341,750,500
-3.8955994843542694,10.541618266634304,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.8560043976477,4.562148653127231,18.688648758593743,1000,500
-3.969013438532912,10.6083621448364,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.5854710858298,4.494823743823371,18.757553627347143,1250,500
-3.970708034253348,10.60639896253735,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.6007988412991,4.614595619245296,18.833387120282417,1500,500
-3.8972940800740354,10.539654455904218,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.868897027727,4.6819205285484875,18.764330989946938,1750,500
-3.8955994843529282,10.541618266630799,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.8560043969778,4.562148653125891,18.6886487585873,2000,500
-3.9690134385315496,10.60836214483287,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.585471085149,4.494823743822051,18.757553627340677,2250,500
-3.9707080342519863,10.60639896253382,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.6007988406182,4.614595619243936,18.833387120275923,2500,500
-3.8972940800726956,10.539654455900713,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.8688970270568,4.681920528547104,18.764330989940472,2750,500
-3.895599484351589,10.541618266627294,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.8560043963078,4.56214865312455,18.68864875858086,3000,500
-3.969013438530188,10.608362144829341,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.5854710844683,4.494823743820732,18.75755362733421,3250,500
-3.9707080342506242,10.606398962530289,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.6007988399374,4.614595619242573,18.833387120269432,3500,500
-3.897294080071355,10.539654455897207,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.8688970263868,4.681920528545719,18.764330989934,3750,500
-3.895599484350248,10.541618266623788,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.8560043956377,4.562148653123209,18.688648758574416,4000,500
-3.9690134385288256,10.608362144825811,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.5854710837875,4.494823743819413,18.75755362732774,4250,500
-3.970708034249262,10.606398962526757,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.6007988392564,4.614595619241211,18.833387120262937,4500,500
-3.8972940800700147,10.5396544558937,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.868897025717,4.681920528544336,18.764330989927533,4750,500
-3.8955994843489075,10.541618266620283,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.856004394968,4.562148653121869,18.68864875856797,5000,500
-3.969013438527463,10.60836214482228,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.5854710831068,4.494823743818095,18.75755362732128,5250,500
-3.9707080342479,10.606398962523228,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.600798838576,4.614595619239849,18.833387120256447,5500,500
-3.897294080068674,10.539654455890195,0.0,67,0.378,2.400838009707495,0.0,189,8,125,2001.8688970250469,4.681920528542952,18.76433098992106,5750,500
-3.8955994843475668,10.541618266616776,0.0,67,0.374,2.155193261663908,0.0,187,8,125,2004.856004394298,4.562148653120529,18.68864875856153,6000,500
-3.9690134385261016,10.608362144818752,0.0,68,0.372,2.1603593260139458,0.0,186,8,125,2038.585471082426,4.494823743816777,18.757553627314813,6250,500
-3.9707080342465377,10.606398962519698,0.0,68,0.376,2.4040233097645682,0.0,188,8,125,2035.600798837895,4.614595619238488,18.833387120249956,6500,500
-3.764278328379027,10.587290455158348,0.0,71,0.372,2.5029537807657083,0.0,186,8,125,1902.2450026460087,4.48457916974573,18.54924515966414,6750,500
