mean,std,median,unique,zeros_frac,entropy,mode,mode_count,ac_first_peak,fft_dom_bin,fft_dom_power,w_mean,w_std,start,length
0.10029564327683937,6.247867364040746,0.0,65,0.176,2.9283460904626315,0.0,88,5,97,423.7321731615906,-1.1936510515389316,4.2760411419215405,0,500
-0.29709026091881735,2.489683494242177,0.0,28,0.194,2.6183669132490968,0.0,97,5,129,323.6425855486638,-0.847312406361874,2.7232799391029756,250,500
-0.29824281290122917,2.48341036964615,0.0,28,0.194,2.619021782508797,0.0,97,5,129,325.5532602204314,-0.8498150987412647,2.714311363268765,500,500
-0.29145331898123106,2.4827545666120816,0.0,28,0.192,2.615856977053072,0.0,96,5,129,324.28191118210674,-0.8455622043071142,2.708736554952268,750,500
-0.2896539339441493,2.4840412597102035,0.0,28,0.192,2.618962592425457,0.0,96,5,129,327.50048003197634,-0.8482989680532617,2.701558395747089,1000,500
-0.2863123815139146,2.476094394196956,0.0,28,0.194,2.620049123262514,0.0,97,5,129,328.30434692077375,-0.846506067219341,2.6914269453951243,1250,500
-0.2891645176212891,2.4676297843431843,0.0,28,0.196,2.6856337696488204,0.0,98,5,129,327.84498084921483,-0.8459262878948275,2.68146273296074,1500,500
-0.28062567335150557,2.4683999473903406,0.0,28,0.196,2.6843964612255737,0.0,98,5,129,320.88339104958754,-0.8484272548969161,2.673137875245611,1750,500
-0.28508810217782526,2.467850244822624,0.0,28,0.194,2.685633769648821,0.0,97,5,129,325.1121729296756,-0.852844489262121,2.665550181183387,2000,500
-0.27171201823712754,2.453099054944415,0.0,27,0.194,2.6801906905752886,0.0,97,5,129,319.39209145046533,-0.8750137057676136,2.6011113369814307,2250,500
-0.27686853787168564,2.462808870025955,0.0,28,0.194,2.6850154252896434,0.0,97,5,129,322.42211827973523,-0.8818384821451151,2.601452138831217,2500,500
-0.28252607987542055,2.4556085972381894,0.0,28,0.196,2.6842895813493475,0.0,98,5,129,324.8763280491542,-0.8702655385851044,2.6310723447222957,2750,500
-0.26468153909763903,2.437017553407442,0.0,27,0.196,2.679571726511218,0.0,98,5,129,320.8375541276049,-0.8584407078861132,2.6076905408775177,3000,500
-0.284807509095643,2.447826663171372,0.0,28,0.194,2.685526889772594,0.0,97,5,129,323.87821739784886,-0.8626502099035454,2.60975686164943,3250,500
-0.278867067584878,2.4442616158151154,0.0,28,0.196,2.6842895813493475,0.0,98,5,129,323.8660403704885,-0.8621436106075062,2.6002723600495368,3500,500
-0.2742114544225656,2.4426026831458487,0.0,28,0.194,2.685633769648821,0.0,97,5,129,321.03882606306945,-0.8597121715890109,2.587593116870889,3750,500
-0.2820242546693838,2.4379456433258535,0.0,28,0.194,2.4427089824088526,0.0,97,5,129,325.661809345301,-0.8707202596062817,2.5738412923499494,4000,500
-0.2761701195498236,2.435734965999066,0.0,28,0.194,2.442054113149153,0.0,97,5,129,317.1077509539399,-0.8725159507792682,2.559914474855458,4250,500
-0.2735177977973416,2.4303671330775223,0.0,28,0.194,2.4415305592170973,0.0,97,5,129,317.9402540909939,-0.8683295106829149,2.5436461854357284,4500,500
-0.27466157797773794,2.4198266172047043,0.0,28,0.194,2.4427743295690707,0.0,97,5,129,317.07825890261387,-0.8683092861533259,2.530662419259951,4750,500
-0.26808884527423504,2.4206915566605813,0.0,28,0.192,2.4432681366846896,0.0,96,5,129,319.3028479941406,-0.8721637520835482,2.5152716262135315,5000,500
-0.2517358971325444,2.4160983987470237,0.0,28,0.194,2.443647076388971,0.0,97,5,129,321.6930457933661,-0.8683912532049392,2.495990492697396,5250,500
-0.2524323058259962,2.403120875780071,0.0,28,0.196,2.4431479033996384,0.0,98,5,129,317.4683090478861,-0.8712377522475122,2.4752166241030027,5500,500
-0.25559454877229093,2.398832810468282,0.0,28,0.194,2.4432380799944307,0.0,97,5,129,311.6053172121854,-0.8913042747578579,2.4379799532583575,5750,500
-0.25377382032380164,2.3926660483093216,0.0,28,0.194,2.4432380799944307,0.0,97,5,129,314.7693887135211,-0.8806062011442739,2.434260348373698,6000,500
-0.23566564231435433,2.376253999300535,0.0,27,0.196,2.390918426964038,0.0,98,5,129,312.0820111117455,-0.8931008265328958,2.386727425014927,6250,500
-0.23714594838326283,2.370924329495442,0.0,27,0.194,2.6136855833114914,0.0,97,5,129,309.56151961882387,-0.9069260524067784,2.342007221919692,6500,500
-0.2581281452052287,2.3655090585196588,0.0,28,0.196,2.6173207236601885,0.0,98,5,129,308.8017773237205,-0.9068187848394593,2.3521052571636876,6750,500
-0.24088326075126637,2.3570528637732657,0.0,28,0.196,2.6140605143539886,0.0,98,5,129,314.05833696674455,-0.9114507384758906,2.318203029065672,7000,500
-0.23084803720915387,2.349293611654361,0.0,28,0.194,2.6842601380824433,0.0,97,5,129,314.9132660222386,-0.9031737757204616,2.2807177609886136,7250,500
-0.22616317240996278,2.332972277218361,0.0,28,0.194,2.68487848244162,0.0,97,5,129,307.0540396364031,-0.9065076799428315,2.2366394741422426,7500,500
