Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x560319fe50a9,R,0x7ffcf2b4c490,1,,,,,,,,,,,,,,,,,-46153059419320,-8,-46153059419304,-24,-104,-280,-175216971048,-288,-388,-304,16,-312,-400,-388,-46153059419328,-400
9,0x560319fe50b1,W,0x7ffcf2b4c488,1,-8,,,,,,,,,,,,,,,,-46153059419312,-8,-46153059419296,-264,-96,-272,-175216971040,-288,-392,-296,-46153059419320,-304,32,-380,-46153059419320,-320
11,0x560319fe50b2,W,0x7ffcf2b4c480,1,-16,-8,-16,,,,,,,,,,,,,,-46153059419304,-8,-88,-256,-88,-272,-372,-280,32,-288,-384,-296,40,-384,-46153059419312,-364
16,0x560319fe50bf,R,0x560319fe7fd8,1,-46153059419320,-46153059419304,-46153059419320,-46153059419312,-46153059419320,,,,,,,,,,,,16,46153059419296,46153059419216,46153059419040,45977842448272,46153059419032,46153059418920,46153059419024,-8,46153059419016,46153059418920,46153059418932,46153059419344,46153059418992,-8,46153059418944
17,0x560319fe50bf,W,0x7ffcf2b4c478,1,46153059419296,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46153059419280,-248,-80,-256,-364,-264,40,-272,-46153059419304,-288,-376,-376,48,-356,-46153059419304,-432
21,0x560319fe5008,R,0x560319fe7fe8,1,16,-46153059419280,-46153059419304,-46153059419296,-46153059419304,-46153059419288,-46153059419304,-46153059419296,-46153059419304,,,,,,,,46153059419200,46153059419032,45977842448256,46153059419024,46153059418904,46153059419016,46153059419320,46153059419000,-24,46153059418916,46153059418904,46153059418976,46153059419328,46153059418928,-24,46153059418924
26,0x560319fe501a,R,0x7ffcf2b4c428,1,46153059419200,-80,-104,-88,46153059419216,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-284,-176,-296,-192,120,-208,-46153059419224,-296,-296,-276,128,-352,-46153059419224,-352
39,0x560319fe5138,R,0x7ffcf2b4c428,1,0,-80,46153059419216,-88,46153059419216,-96,46153059419216,-88,-104,-88,-104,-96,-104,,,,-175216970944,-168,-284,-184,-296,-200,120,-284,-46153059419224,-224,-296,-272,128,-276,-46153059419224,-272
42,0x560319fe518d,W,0x7ffcf2b4c380,1,-168,-248,46153059419032,-256,-272,-264,46153059419048,-248,46153059419048,-256,-272,-256,-272,-264,-272,,-175216970776,-8,-116,-24,-128,-40,288,-128,-46153059419056,-108,-128,-184,296,-184,-46153059419056,-80
45,0x560319fe5191,W,0x7ffcf2b4c378,1,-176,-8,-176,-264,46153059419040,-272,46153059419024,-256,46153059419040,-256,46153059419040,-264,-280,-264,-280,-272,-175216970768,-8,-108,-24,-120,-108,296,-48,-46153059419048,-96,-120,-100,304,-96,-96,-72
47,0x560319fe5193,W,0x7ffcf2b4c370,1,-184,-8,-184,-264,46153059419016,-280,-288,-264,46153059419016,-264,46153059419032,-264,46153059419032,-272,-288,-272,-175216970760,-8,-100,-24,-112,-112,304,-92,-46153059419040,-168,-112,-168,-46153059419040,-88,-88,-160
49,0x560319fe5195,W,0x7ffcf2b4c368,1,-192,-8,-192,-24,46153059419008,-280,46153059419024,-272,-192,-272,46153059419008,-272,46153059419024,-272,46153059419024,-280,-175216970752,-8,-92,-92,-104,-32,312,-80,-46153059419032,-84,320,-160,-46153059419032,-56,-80,-144
51,0x560319fe5197,W,0x7ffcf2b4c360,1,-200,-8,-200,-24,46153059419000,-280,46153059419016,-296,-304,-280,-200,-280,46153059419000,-280,46153059419016,-280,-175216970744,-8,-84,-96,-96,-76,320,-152,-96,-76,328,-72,-46153059419024,-144,-72,-40
53,0x560319fe5199,W,0x7ffcf2b4c358,1,-208,-8,-208,-24,46153059418992,-40,46153059419008,-296,-312,-40,-208,-288,-208,-288,46153059418992,-288,-175216970736,-76,-76,-16,-88,-64,-46153059419016,-144,-88,-144,336,-40,-46153059419016,-128,-68,-32
56,0x560319fe51a1,W,0x7ffcf2b4c30c,1,-284,-76,-284,-92,46153059418916,-108,46153059418932,-364,-388,-380,-284,-116,-284,-364,-284,-364,-175216970660,-12,0,8,404,12,-46153059418940,8,-12,12,412,-60,12,-52,-44,44
58,0x560319fe51a4,W,0x7ffcf2b4c300,1,-296,-12,-296,-96,46153059418904,-112,46153059418920,-128,-400,-384,-296,-120,-296,-128,-296,-376,-175216970648,72,0,20,416,-56,-46153059418928,-56,0,48,-46153059418928,-48,20,-40,-24,56
60,0x560319fe51a8,R,0x7fd426f5f768,1,-175216970944,-175216970648,-175216970944,-175216970736,45977842448256,-175216970752,45977842448272,-175216970768,-175216971048,-175216971024,-175216970944,-175216971040,-175216970944,-175216970768,-175216970944,-175216970776,175216970660,175216970720,175216970648,175216970672,175216971064,175216970668,-45977842448280,175216970672,175216971072,175216970696,175216970672,175216970600,175216970616,175216970608,175216970624,175216970616
62,0x560319fe51b1,W,0x7ffcf2b4c348,1,175216970720,72,-224,60,46153059418976,-24,46153059418992,-40,-328,-56,-224,-312,-224,-40,-224,-48,-60,-52,-72,-128,344,-128,-72,-48,-46153059419000,-24,-52,-120,-104,-16,-88,-104
67,0x560319fe51bd,W,0x7ffcf2b4c314,1,175216970668,-52,-276,8,46153059418924,-68,46153059418940,-84,-380,-100,-276,-356,-276,-372,-276,-92,-8,4,-20,0,-46153059418948,-76,404,4,4,28,0,-60,-44,36,-36,-44
69,0x560319fe51c4,W,0x7ffcf2b4c318,1,175216970672,4,-272,24,-272,-64,46153059418944,-72,-376,-88,-272,-104,-272,-360,-272,-80,-12,-80,392,-4,-24,-80,-46153059418952,0,0,-72,-56,-64,-48,-56,-32,-48
71,0x560319fe51cb,R,0x7ffcf2b4c30c,1,175216970660,-12,-284,-60,-284,0,46153059418916,-84,-388,-92,-284,-108,-284,-364,-284,-380,-12,-68,-46153059418940,8,412,-68,-46153059418940,36,8,-60,-44,44,-28,-44,-28,-36
74,0x560319fe51d1,R,0x7ffcf2b4c300,1,-12,-24,-296,-20,-296,0,46153059418904,-88,46153059418920,-104,-296,-112,-296,-128,-296,-384,416,-56,0,20,424,24,24,48,20,-40,-24,56,-8,-32,-16,-16
77,0x560319fe51d9,R,0x7ffcf2b4c4a0,1,416,392,175216971064,396,120,344,46153059419320,404,46153059419336,320,16,304,120,296,120,40,-46153059419344,-472,-416,-472,-46153059419344,-392,-392,-464,-448,-456,-432,-360,-424,-440,-472,-432
80,0x560319fe51df,W,0x7ffcf2b4c2c8,1,-472,-80,-68,-76,-352,-128,46153059418848,-56,46153059418864,-144,-456,-160,175216970592,-176,-352,-184,-46153059418872,76,480,0,-46153059418872,104,76,8,32,16,40,24,40,32,0,48
83,0x560319fe5094,R,0x560319fe7fd0,1,-46153059419344,-46153059418872,-46153059418928,-46153059418948,-45977842448280,-46153059419000,-46153059419224,-46153059418928,-8,-46153059418940,-46153059419328,-46153059419024,-45977842448280,-46153059419040,-45977842448280,-46153059419056,46153059418928,46153059418948,46153059419352,46153059418952,46153059418952,46153059418976,46153059418896,46153059418880,46153059418904,46153059418984,46153059418920,46153059418896,46153059418912,46153059418912,46153059414776,46153059418920
85,0x560319fe51e4,W,0x7ffcf2b4c314,1,46153059418948,76,20,-4,8,-52,-276,20,46153059418924,8,-380,-68,175216970668,-84,175216970668,-100,-20,-76,-46153059418948,4,0,28,-52,-60,-36,36,-28,-44,-76,-36,-8268,-28
