Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
-0.352063125112623,2.44956425340484,0,14,0.19,2.5458248288229,0,19,5,39,78.0851903781458,-0.932102860337475,2.60411367538566,-1.6094379124341,13,0.22,2.39548648527204,-1.6094379124341,26,31,26,83.7002733216146,2250,100,1,1
-0.213812185389201,2.4660037948726,0,14,0.19,2.55595878266683,0,19,5,39,74.8568517026672,-0.81719581440251,2.63216870265605,-1.6094379124341,13,0.23,2.44587105398619,-1.6094379124341,25,31,26,84.7851000355962,2300,100,1,1
-0.247339680185755,2.4545807584457,0,14,0.2,2.56982925888189,0,20,16,39,71.956366655851,-0.894471558211217,2.58971260714162,-1.6094379124341,13,0.23,2.37755928598033,-1.6094379124341,27,31,26,83.5879526021465,2350,100,1,1
-0.417304731418701,2.50816902234048,0,15,0.19,2.60617489480492,0,19,5,39,76.5747078838367,-0.797214867431266,2.85821067204041,-1.6094379124341,15,0.22,2.46173019232276,-1.6094379124341,25,31,26,97.436407384787,2400,100,1,1
-0.236704192029145,2.44239091308107,0,14,0.2,2.54557895060273,0,20,5,39,74.8345924720129,-0.852508020353437,2.60968059624,-1.6094379124341,13,0.22,2.42052185677037,-1.6094379124341,25,31,26,83.5612656292316,2450,100,1,1
-0.229686525469306,2.43834615513502,0,15,0.2,2.53709632008174,0,20,5,39,74.6865916035019,-0.850693073424242,2.58563788785162,-1.6094379124341,14,0.23,2.37514353677854,-1.6094379124341,26,31,26,77.6233063886019,2500,100,1,1
-0.257867712647643,2.45153971221866,0,15,0.19,2.534403961225,0,19,16,26,63.6641638889688,-0.861059776457399,2.59173476075706,-1.6094379124341,14,0.23,2.40466271843379,-1.6094379124341,26,31,26,76.5782696634187,2550,100,1,1
-0.298009535010338,2.46130374783246,0,14,0.19,2.5452475968205,0,19,5,39,76.5279006756696,-0.911758660639398,2.58944304093221,-1.6094379124341,13,0.23,2.40466271843379,-1.6094379124341,26,31,26,83.4565115470724,2600,100,1,1
-0.264585381210471,2.46562456383418,0,14,0.19,2.57624698703319,0,19,5,39,77.7106467336276,-0.83492631347854,2.60910207424102,-1.6094379124341,13,0.24,2.42731639820743,-1.6094379124341,25,31,26,83.6259183618348,2650,100,1,1
-0.254151829335632,2.44027773756498,0,14,0.2,2.56982925888189,0,20,5,39,71.0687800286464,-0.880029689505399,2.58686672885426,-1.6094379124341,13,0.22,2.39548648527205,-1.6094379124341,27,16,26,84.7459763654686,2700,100,1,1
-0.352439426901749,2.51435770684074,0,15,0.19,2.5870189420354,0,19,15,39,72.209283904702,-0.799434927717581,2.84198961494591,-1.6094379124341,15,0.22,2.46173019232276,-1.6094379124341,25,31,26,96.9844731236908,2750,100,1,1
-0.285322274278872,2.43914244064926,0,14,0.2,2.54793995567724,0,20,5,39,75.3120083134462,-0.90246887915477,2.59486820315382,-1.6094379124341,13,0.22,2.42258991772551,-1.6094379124341,25,31,26,79.9461425609708,2800,100,1,1
