Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55f703dcc0a9,R,0x7ffe526f7ee0,1,,,,,,,,,,,,,,,,,-46210871365384,-8,-46210871365368,-24,-104,-324,-324,-336,-336,-344,-46210871365392,-316,-316,-304,-280,-296
9,0x55f703dcc0b1,W,0x7ffe526f7ed8,1,-8,,,,,,,,,,,,,,,,-46210871365376,-8,-46210871365360,-264,-96,-316,-316,-308,24,-336,-304,-308,-46210871365392,-296,-272,-304
11,0x55f703dcc0b2,W,0x7ffe526f7ed0,1,-16,-8,-16,,,,,,,,,,,,,,-46210871365368,-8,-88,-256,-88,-320,-320,-300,-46210871365376,-328,-300,-300,-46210871365384,-280,-264,-328
16,0x55f703dcc0bf,R,0x55f703dcefd8,1,-46210871365384,-46210871365368,-46210871365384,-46210871365376,-46210871365384,,,,,,,,,,,,16,46210871365360,46210871365280,46210871365060,46210871365060,46210871365048,46210871365400,46210871365068,46210871365072,46210871365040,46210871365068,46210871365080,-16,46210871365072,46210871365104,46210871365104
17,0x55f703dcc0bf,W,0x7ffe526f7ec8,1,46210871365360,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46210871365344,-248,-80,-300,-312,-312,-46210871365368,-292,-288,-292,-292,-272,-46210871365376,-320,-256,-46210178292776
21,0x55f703dcc008,R,0x55f703dcefe8,1,16,-46210871365344,-46210871365368,-46210871365360,-46210871365368,-46210871365352,-46210871365368,-46210871365360,-46210871365368,,,,,,,,46210871365264,46210871365096,46210871365044,46210871365044,46210871365384,46210871365032,-24,46210871365024,46210871365056,46210871365064,46210871365052,46210871365056,-32,46210871365088,46210871365056,693072568
26,0x55f703dcc01a,R,0x7ffe526f7e78,1,46210871365264,-80,-104,-88,46210871365280,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-212,-46210871365288,-212,-208,-192,-212,-240,-176,-176,-176,-46210178292696
39,0x55f703dcc138,R,0x7ffe526f7e78,1,0,-80,46210871365280,-88,46210871365280,-96,46210871365280,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-240,-46210871365288,-200,-208,-208,-46210871365296,-240,-208,-176,-192,-46210178292696
42,0x55f703dcc18d,W,0x7ffe526f7dd0,1,-168,-248,46210871365096,-256,-272,-264,46210871365112,-248,46210871365112,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-44,288,-44,-46210871365120,-24,-44,-40,-8,-72,-8,-8,-24,-46210178292520
46,0x55f703dcc195,W,0x7ffe526f7d9c,1,-220,-52,-220,-308,46210871365060,-316,46210871365044,-300,46210871365060,-300,46210871365060,-308,-324,-308,-324,-316,0,-12,-12,-20,340,20,12,28,-46210871365076,12,12,-20,44,-46210178292476,44,-46210178292468
48,0x55f703dcc198,W,0x7ffe526f7d90,1,-232,-12,-232,-312,46210871365032,-328,-336,-312,46210871365032,-312,46210871365048,-312,46210871365048,-320,-336,-320,12,20,0,20,-46210871365056,32,20,40,56,24,24,56,40,-46210178292464,56,32
50,0x55f703dcc19c,W,0x7ffe526f7da4,1,-212,20,-212,-44,46210871365052,-300,46210871365068,-292,-212,-292,46210871365052,-292,46210871365068,-292,46210871365068,-300,-8,-28,332,0,4,12,-46210871365084,20,36,-28,36,36,20,-46210178292476,36,20
52,0x55f703dcc1a3,R,0x7ffe526f7d9c,1,-220,-8,-220,0,46210871365044,-300,46210871365060,-316,-324,-300,-220,-300,46210871365044,-300,46210871365060,-300,-12,-20,-46210871365068,8,8,20,-46210871365076,12,12,-20,44,-46210178292476,28,20,44,12
55,0x55f703dcc1a9,R,0x7ffe526f7d90,1,-12,-20,-232,0,46210871365032,-64,46210871365048,-320,-336,-64,-232,-312,-232,-312,46210871365032,-312,352,-8,24,20,20,40,56,24,24,56,56,-46210178292456,40,40,56,-8
58,0x55f703dcc1b1,R,0x7ffe526f7ef0,1,352,332,120,352,46210871365384,340,46210871365400,40,16,24,120,288,120,40,120,40,-46210871365408,-360,-328,-320,-46210871365416,-312,-296,-360,-328,-46210178292816,-296,-320,-312,-328,-296,-360
61,0x55f703dcc1b7,W,0x7ffe526f7d88,1,-360,-28,-20,-8,-240,-20,46210871365040,-72,-344,-328,-240,-20,-240,-72,-240,-320,-46210871365048,28,28,40,-46210871365056,32,64,64,32,-46210178292448,64,48,64,32,32,0
64,0x55f703dcc094,R,0x55f703dcefd0,1,-46210871365408,-46210871365048,-46210871365056,-46210871365056,-46210871365288,-46210871365068,-24,-46210871365120,-46210871365392,-46210871365368,-46210871365288,-46210871365384,-46210871365288,-46210871365068,-46210871365288,-46210871365120,46210871365080,46210871365076,46210871365076,46210871365096,-8,46210871365048,46210871365112,693072592,46210871365080,46210871365088,46210871365096,46210871365096,46210871365112,46210871365080,46210871365080,46210871365112
66,0x55f703dcc1bc,W,0x7ffe526f7da4,1,46210871365076,28,20,0,8,8,-212,-44,46210871365068,-292,-212,-300,-212,20,-212,8,4,12,0,4,-46210871365084,36,36,-46210178292476,36,12,36,20,36,-28,4,36
68,0x55f703dcc1bf,W,0x7ffe526f7db0,1,46210871365088,12,-320,12,20,32,-200,-32,46210871365064,-280,-304,-288,-200,-296,-200,32,-8,8,-12,-40,-46210871365096,-46210178292496,-8,-46210178292488,8,0,24,-8,-8,-40,-8,-46210178292464
70,0x55f703dcc1c7,W,0x7ffe526f7db8,1,46210871365096,8,-312,48,40,40,-192,28,-192,-272,46210871365088,-280,28,-288,-192,20,-16,-16,-20,16,16,-46210178292504,16,-46210178292496,0,0,16,-16,-16,16,-20,-46210178292472
72,0x55f703dcc1cf,W,0x7ffe526f7da8,1,46210871365080,-16,-328,4,24,4,12,12,-208,-40,46210871365056,-296,-312,-304,12,4,0,-32,-46210871365088,32,0,-46210178292488,32,8,32,16,32,-32,0,32,-46210871365088,-46210178292456
75,0x55f703dcc224,R,0x7ffe526f7da8,1,46210871365080,0,-328,-8,24,32,12,24,-208,-40,46210871365056,-288,46210871365072,-304,24,4,-4,-32,32,32,0,-46210178292480,16,8,32,0,0,-32,-4,32,-46210871365088,-46210178292448
77,0x55f703dcc227,R,0x7ffe526f7da4,1,-4,-4,-332,-20,20,0,8,0,-212,8,-212,-292,46210871365068,-300,-316,0,-46210871365084,-28,36,-46210178292484,36,-46210178292476,20,20,36,4,4,-28,0,-46210178292452,36,-46210178292444
81,0x55f703dcc1dd,W,0x7ffe526f7d88,1,-28,-32,46210871365048,-48,-8,-40,-20,0,-240,-8,-240,-72,46210871365024,-328,-344,-336,-46210871365056,64,32,-46210178292456,64,40,64,48,32,32,32,64,-46210871365056,-46210178292424,64,-46210178292448
84,0x55f703dcc084,R,0x55f703dcefc8,1,-46210871365084,-46210871365056,-46210871365088,-46210871365104,-46210871365416,-46210871365096,-46210871365076,-46210871365084,-46210871365296,-46210871365084,-46210871365296,-46210871365076,-32,-46210871365376,-16,-46210871365392,46210871365120,46210871365120,46210871365088,693072608,46210871365104,46210871365096,46210871365120,46210871365104,46210871365088,46210871365056,46210871365084,46210871365120,0,693072640,46210871365088,693072608
86,0x55f703dcc1e2,W,0x7ffe526f7dc8,1,46210871365120,64,32,32,46210871365112,24,56,36,-176,64,-176,56,46210871365088,-8,46210871365104,-264,0,-46210178292520,0,-46210178292512,0,-24,0,-32,-32,-64,-36,-46210178292488,0,-46210178292480,0,-46210178292512
88,0x55f703dcc1e6,R,0x7ffe526f7dc8,1,46210871365120,0,36,32,46210871365112,16,-296,36,44,64,-176,36,46210871365088,44,46210871365104,-256,-32,-46210178292520,-16,-46210178292512,0,-16,-32,-32,-32,0,-46210871365120,-46210178292488,-32,-46210178292480,0,-16
90,0x55f703dcc1ea,R,0x7ffe526f7da8,1,-32,-32,4,32,0,-16,-328,-8,24,32,-208,4,46210871365056,24,46210871365072,-40,32,-46210178292488,16,8,32,16,0,-32,-4,32,32,-46210178292456,0,-46210178292480,16,16
92,0x55f703dcc1ed,W,0x55f72d2c62a0,1,-46210178292488,-46210178292520,693072600,-46210178292456,-46210178292488,-46210178292488,693072592,-46210178292496,-46210178292464,-46210178292484,-46210178292476,-46210178292484,-46210178292696,-46210178292464,693072584,-46210178292476,46210178292520,8,46210178292520,46210178292496,46210178292520,46210178292488,46210178292488,46210178292456,-693072600,46210178292520,46210178292520,40,46210178292520,8,46210178292504,46210178292488
94,0x55f703dcc1ef,R,0x7ffe526f7dc8,1,32,46210178292520,0,64,36,32,46210871365112,16,-296,36,44,64,-176,56,46210871365088,44,-16,-46210178292512,0,-16,-32,-32,-36,-64,-46210871365120,-46210178292488,-32,-46210178292480,0,-16,-16,-32
96,0x55f703dcc1f3,W,0x55f72d2c62a8,1,-46210178292512,8,-46210178292512,-46210178292512,693072608,-46210178292480,-46210178292480,-46210178292496,-46210178292808,-46210178292488,-46210178292456,-46210178292448,-46210178292688,-46210178292476,-46210178292688,-46210178292468,46210178292496,46210178292488,46210178292512,46210178292496,46210178292480,46210178292480,46210178292476,46210178292512,46210178292512,24,46210178292480,0,46210178292496,46210178292496,46210178292496,46210178292484
98,0x55f703dcc1fb,R,0x7ffe526f7db8,1,-16,46210178292496,16,-16,46210871365104,48,20,0,46210871365096,8,40,20,28,20,-192,40,16,-8,-16,0,-16,-48,-46210871365104,16,16,-46210178292464,16,-46210178292496,0,-16,16,-12
