Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x56241adee0a9,R,0x7ffc555f78d0,1,,,,,,,,,,,,,,,,,-46008671168760,-8,-46008671168744,-24,-104,-280,-972654371176,-288,-388,-304,16,-312,-400,-388,-46008671168768,-400
9,0x56241adee0b1,W,0x7ffc555f78c8,1,-8,,,,,,,,,,,,,,,,-46008671168752,-8,-46008671168736,-264,-96,-272,-972654371168,-288,-392,-296,-46008671168760,-304,32,-380,-46008671168760,-320
11,0x56241adee0b2,W,0x7ffc555f78c0,1,-16,-8,-16,,,,,,,,,,,,,,-46008671168744,-8,-88,-256,-88,-272,-372,-280,32,-288,-384,-296,40,-384,-46008671168752,-364
16,0x56241adee0bf,R,0x56241adf0fd8,1,-46008671168760,-46008671168744,-46008671168760,-46008671168752,-46008671168760,,,,,,,,,,,,16,46008671168736,46008671168656,46008671168480,45036016797584,46008671168472,46008671168360,46008671168464,-8,46008671168456,46008671168360,46008671168372,46008671168784,46008671168432,-8,46008671168384
17,0x56241adee0bf,W,0x7ffc555f78b8,1,46008671168736,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46008671168720,-248,-80,-256,-364,-264,40,-272,-46008671168744,-288,-376,-376,48,-356,-46008671168744,-432
21,0x56241adee008,R,0x56241adf0fe8,1,16,-46008671168720,-46008671168744,-46008671168736,-46008671168744,-46008671168728,-46008671168744,-46008671168736,-46008671168744,,,,,,,,46008671168640,46008671168472,45036016797568,46008671168464,46008671168344,46008671168456,46008671168760,46008671168440,-24,46008671168356,46008671168344,46008671168416,46008671168768,46008671168368,-24,46008671168364
26,0x56241adee01a,R,0x7ffc555f7868,1,46008671168640,-80,-104,-88,46008671168656,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-284,-176,-296,-192,120,-208,-46008671168664,-296,-296,-276,128,-352,-46008671168664,-352
39,0x56241adee138,R,0x7ffc555f7868,1,0,-80,46008671168656,-88,46008671168656,-96,46008671168656,-88,-104,-88,-104,-96,-104,,,,-972654371072,-168,-284,-184,-296,-200,120,-284,-46008671168664,-224,-296,-272,128,-276,-46008671168664,-272
42,0x56241adee18d,W,0x7ffc555f77c0,1,-168,-248,46008671168472,-256,-272,-264,46008671168488,-248,46008671168488,-256,-272,-256,-272,-264,-272,,-972654370904,-8,-116,-24,-128,-40,288,-128,-46008671168496,-108,-128,-184,296,-184,-46008671168496,-80
45,0x56241adee191,W,0x7ffc555f77b8,1,-176,-8,-176,-264,46008671168480,-272,46008671168464,-256,46008671168480,-256,46008671168480,-264,-280,-264,-280,-272,-972654370896,-8,-108,-24,-120,-108,296,-48,-46008671168488,-96,-120,-100,304,-96,-96,-72
47,0x56241adee193,W,0x7ffc555f77b0,1,-184,-8,-184,-264,46008671168456,-280,-288,-264,46008671168456,-264,46008671168472,-264,46008671168472,-272,-288,-272,-972654370888,-8,-100,-24,-112,-112,304,-92,-46008671168480,-168,-112,-168,-46008671168480,-88,-88,-160
49,0x56241adee195,W,0x7ffc555f77a8,1,-192,-8,-192,-24,46008671168448,-280,46008671168464,-272,-192,-272,46008671168448,-272,46008671168464,-272,46008671168464,-280,-972654370880,-8,-92,-92,-104,-32,312,-80,-46008671168472,-84,320,-160,-46008671168472,-56,-80,-144
51,0x56241adee197,W,0x7ffc555f77a0,1,-200,-8,-200,-24,46008671168440,-280,46008671168456,-296,-304,-280,-200,-280,46008671168440,-280,46008671168456,-280,-972654370872,-8,-84,-96,-96,-76,320,-152,-96,-76,328,-72,-46008671168464,-144,-72,-40
53,0x56241adee199,W,0x7ffc555f7798,1,-208,-8,-208,-24,46008671168432,-40,46008671168448,-296,-312,-40,-208,-288,-208,-288,46008671168432,-288,-972654370864,-76,-76,-16,-88,-64,-46008671168456,-144,-88,-144,336,-40,-46008671168456,-128,-68,-32
56,0x56241adee1a1,W,0x7ffc555f774c,1,-284,-76,-284,-92,46008671168356,-108,46008671168372,-364,-388,-380,-284,-116,-284,-364,-284,-364,-972654370788,-12,0,8,404,12,-46008671168380,8,-12,12,412,-60,12,-52,-44,44
58,0x56241adee1a4,W,0x7ffc555f7740,1,-296,-12,-296,-96,46008671168344,-112,46008671168360,-128,-400,-384,-296,-120,-296,-128,-296,-376,-972654370776,72,0,20,416,-56,-46008671168368,-56,0,48,-46008671168368,-48,20,-40,-24,56
60,0x56241adee1a8,R,0x7f19dea79768,1,-972654371072,-972654370776,-972654371072,-972654370864,45036016797568,-972654370880,45036016797584,-972654370896,-972654371176,-972654371152,-972654371072,-972654371168,-972654371072,-972654370896,-972654371072,-972654370904,972654370788,972654370848,972654370776,972654370800,972654371192,972654370796,-45036016797592,972654370800,972654371200,972654370824,972654370800,972654370728,972654370744,972654370736,972654370752,972654370744
62,0x56241adee1b1,W,0x7ffc555f7788,1,972654370848,72,-224,60,46008671168416,-24,46008671168432,-40,-328,-56,-224,-312,-224,-40,-224,-48,-60,-52,-72,-128,344,-128,-72,-48,-46008671168440,-24,-52,-120,-104,-16,-88,-104
67,0x56241adee1bd,W,0x7ffc555f7754,1,972654370796,-52,-276,8,46008671168364,-68,46008671168380,-84,-380,-100,-276,-356,-276,-372,-276,-92,-8,4,-20,0,-46008671168388,-76,404,4,4,28,0,-60,-44,36,-36,-44
69,0x56241adee1c4,W,0x7ffc555f7758,1,972654370800,4,-272,24,-272,-64,46008671168384,-72,-376,-88,-272,-104,-272,-360,-272,-80,-12,-80,392,-4,-24,-80,-46008671168392,0,0,-72,-56,-64,-48,-56,-32,-48
71,0x56241adee1cb,R,0x7ffc555f774c,1,972654370788,-12,-284,-60,-284,0,46008671168356,-84,-388,-92,-284,-108,-284,-364,-284,-380,-12,-68,-46008671168380,8,412,-68,-46008671168380,36,8,-60,-44,44,-28,-44,-28,-36
74,0x56241adee1d1,R,0x7ffc555f7740,1,-12,-24,-296,-20,-296,0,46008671168344,-88,46008671168360,-104,-296,-112,-296,-128,-296,-384,416,-56,0,20,424,24,24,48,20,-40,-24,56,-8,-32,-16,-16
77,0x56241adee1d9,R,0x7ffc555f78e0,1,416,392,972654371192,396,120,344,46008671168760,404,46008671168776,320,16,304,120,296,120,40,-46008671168784,-472,-416,-472,-46008671168784,-392,-392,-464,-448,-456,-432,-360,-424,-440,-472,-432
80,0x56241adee1df,W,0x7ffc555f7708,1,-472,-80,-68,-76,-352,-128,46008671168288,-56,46008671168304,-144,-456,-160,972654370720,-176,-352,-184,-46008671168312,76,480,0,-46008671168312,104,76,8,32,16,40,24,40,32,0,48
83,0x56241adee094,R,0x56241adf0fd0,1,-46008671168784,-46008671168312,-46008671168368,-46008671168388,-45036016797592,-46008671168440,-46008671168664,-46008671168368,-8,-46008671168380,-46008671168768,-46008671168464,-45036016797592,-46008671168480,-45036016797592,-46008671168496,46008671168368,46008671168388,46008671168792,46008671168392,46008671168392,46008671168416,46008671168336,46008671168320,46008671168344,46008671168424,46008671168360,46008671168336,46008671168352,46008671168352,46008671164216,46008671168360
85,0x56241adee1e4,W,0x7ffc555f7754,1,46008671168388,76,20,-4,8,-52,-276,20,46008671168364,8,-380,-68,972654370796,-84,972654370796,-100,-20,-76,-46008671168388,4,0,28,-52,-60,-36,36,-28,-44,-76,-36,-8268,-28
87,0x56241adee1e7,R,0x7ffc555f7740,1,46008671168368,-20,-416,-24,-12,-20,972654370776,0,-296,-12,46008671168360,-88,972654370776,-96,972654370776,-112,424,-56,24,24,20,-48,-24,-40,-16,-32,-16,-24,-4152,-16,-8248,-56
90,0x56241adee1ef,R,0x7ffc555f78e8,1,424,404,8,480,424,404,972654371200,352,128,412,46008671168768,336,24,328,972654371200,320,-46008671168792,-480,-400,-376,-456,-472,-448,-368,-432,-456,-480,-448,-4576,-432,-8672,-4576
93,0x56241adee1f5,W,0x7ffc555f7708,1,-480,-76,46008671168312,0,-56,-80,-68,-128,-352,-56,-352,-144,46008671168304,-152,-68,-160,-46008671168312,80,76,104,24,16,40,112,40,24,0,40,-4096,0,-8192,-8192
96,0x56241adee094,R,0x56241adf0fd0,1,-46008671168792,-46008671168312,-46008671168368,-46008671168312,-46008671168784,-46008671168392,-46008671168380,-46008671168388,-45036016797592,-46008671168368,-46008671168664,-46008671168380,-24,-46008671168464,-46008671168768,-46008671168472,46008671168392,46008671168392,46008671168388,46008671168320,46008671168344,46008671168328,46008671168360,46008671168424,46008671168352,46008671168344,46008671168312,46008671168360,46008671164216,46008671164216,46008671160120,46008671168432
