Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5558ddf15129,R,0x7fff14986b80,1,,,,,,,,,,,,,,,,,-46893369846696,-8,-46893369846680,-24,-104,-280,-340,-340,-352,-328,-46893369846712,-360,-46893369846736,-328,-46893369846720,-360
9,0x5558ddf15131,W,0x7fff14986b78,1,-8,,,,,,,,,,,,,,,,-46893369846688,-8,-46893369846672,-264,-96,-272,-332,-344,24,-320,-46893369846720,-352,-320,-320,-46893369846712,-352
11,0x5558ddf15132,W,0x7fff14986b70,1,-16,-8,-16,,,,,,,,,,,,,,-46893369846680,-8,-88,-256,-88,-324,-336,-336,-46893369846696,-312,-46893369846720,-344,-312,-344,-46893369846704,-344
16,0x5558ddf1513f,R,0x5558ddf17fd8,1,-46893369846696,-46893369846680,-46893369846696,-46893369846688,-46893369846696,,,,,,,,,,,,16,46893369846672,46893369846592,46893369846416,46893369846356,46893369846356,46893369846712,46893369846344,-32,46893369846368,-40,46893369846368,46893369846368,46893369846336,-24,46893369846400
17,0x5558ddf1513f,W,0x7fff14986b68,1,46893369846672,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46893369846656,-248,-80,-256,-328,-316,-46893369846688,-328,-46893369846704,-336,-46893369846712,-336,-304,-336,-46893369846696,-300
21,0x5558ddf15008,R,0x5558ddf17fe8,1,16,-46893369846656,-46893369846680,-46893369846672,-46893369846680,-46893369846664,-46893369846680,-46893369846672,-46893369846680,,,,,,,,46893369846576,46893369846408,46893369846340,46893369846400,46893369846696,46893369846340,-32,46893369846352,-48,46893369846352,-56,46893369846320,46893369846352,46893369846384,-40,46893369846320
26,0x5558ddf1501a,R,0x7fff14986b18,1,46893369846576,-80,-104,-88,46893369846592,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-248,-176,120,-248,-46893369846608,-256,-46893369846624,-256,-46893369846632,-256,-224,-220,-220,-256
39,0x5558ddf151b8,R,0x7fff14986b18,1,0,-80,46893369846592,-88,46893369846592,-96,46893369846592,-88,-104,-88,-104,-96,-104,,,,-236,-168,-248,-236,120,-224,-46893369846608,-224,-46893369846624,-256,-46893369846632,-192,-46893369846616,-220,-224,-256
42,0x5558ddf152af,W,0x7fff14986a70,1,-168,-248,46893369846408,-256,-272,-264,46893369846424,-248,46893369846424,-256,-272,-256,-272,-264,-272,,-68,-8,-80,-80,288,-88,-46893369846440,-88,-46893369846456,-88,-56,-24,-52,-52,-52,-88
45,0x5558ddf152b3,W,0x7fff14986a68,1,-176,-8,-176,-264,46893369846416,-272,46893369846400,-256,46893369846416,-256,46893369846416,-264,-280,-264,-280,-272,-60,-60,-72,-48,296,-48,-46893369846432,-80,-46893369846456,-80,-46893369846440,-16,-48,-44,-44,-46892964280264
48,0x5558ddf152b8,W,0x7fff14986a2c,1,-236,-60,-236,-316,46893369846340,-332,-340,-316,46893369846340,-316,46893369846356,-316,46893369846356,-324,-340,-324,0,-12,-12,-20,356,-20,-46893369846388,-20,12,-20,16,44,12,-20,44,-46892964280204
50,0x5558ddf152bb,W,0x7fff14986a20,1,-248,-12,-248,-80,46893369846328,-336,46893369846344,-328,-248,-328,46893369846328,-328,46893369846344,-328,46893369846344,-336,12,24,0,24,-46893369846360,-8,-46893369846384,-8,-46893369846368,-8,28,28,28,-8,56,-46892964279664
52,0x5558ddf152bf,W,0x7fff14986a38,1,-224,24,-224,-48,46893369846352,-304,46893369846368,-320,-328,-304,-224,-304,46893369846352,-304,46893369846368,-304,-12,-32,344,0,-46893369846400,-32,0,-32,-46893369846392,32,0,4,4,-46892964280216,32,-46892964279680
54,0x5558ddf152c6,R,0x7fff14986a2c,1,-236,-12,-236,0,46893369846340,-68,46893369846356,-324,-340,-68,-236,-316,-236,-316,46893369846340,-316,-12,-20,-46893369846372,12,-46893369846396,-20,12,-20,16,44,12,-20,16,-46892964279676,-46893369846380,-46892964279668
57,0x5558ddf152cc,R,0x7fff14986a20,1,-12,-24,-248,0,46893369846328,-72,46893369846344,-328,-352,-344,-248,-80,-248,-328,-248,-328,368,-8,-46893369846376,24,-46893369846384,-8,-46893369846368,-8,28,28,24,-46892964280192,56,-46892964279664,-46893369846368,28
60,0x5558ddf152d4,R,0x7fff14986b90,1,368,344,120,368,46893369846696,356,46893369846712,288,16,32,120,296,120,288,120,40,-46893369846728,-376,-46893369846744,-376,-344,-376,-46893369846736,-312,-340,-376,-340,-46892964280560,-312,-46892964280024,-340,-340
