Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target,Fine grained Target
1.0271767329949086,11.620608152222474,0.0,50,0.11,2.862000056283663,1.6094379124341005,14,13,16,232.4393053467631,-1.8123181563174031,7.397957151707896,-1.6094379124341005,38,0.2,2.7181944047609075,0.0,20,5,1,155.2777052656828,0,100,5,1
-0.3921592282573341,2.7471776854066894,0.0,17,0.18,2.5440450045190146,1.6094379124341005,29,10,50,138.85140603912745,0.3549240069835429,3.51519091771358,0.0,23,0.31,2.204181917540973,0.0,31,5,20,199.2014492354654,50,100,5,1
-0.5071582014035994,2.7238971728070456,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,152.83472961837157,0.4182635244496328,3.635904901274323,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,210.96698180347585,100,100,5,1
-0.5025351828266911,2.714436520651459,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,152.3724277606807,0.4136828956566921,3.613385052893929,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,209.98262632529523,150,100,5,1
-0.4976878639404099,2.704557820671232,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,151.88769587205263,0.4088821629661804,3.5898136733854624,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,208.9509715987332,200,100,5,1
-0.4925933450229099,2.6942210443049768,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,151.3782439803026,0.4038390828375544,3.5650867759718343,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,207.8672375986428,250,100,5,1
-0.4872250264080133,2.683380024838616,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,150.84141211881297,0.3985278562599818,3.539084064972834,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,206.7258802475092,300,100,5,1
-0.4815517649167121,2.67198112079515,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,150.27408596968283,0.3929183273086439,3.5116653242543774,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,205.5204191893672,350,100,5,1
-0.4755367749644423,2.6599614915050376,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,149.67258697445584,0.3869749420480858,3.4826657441918045,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,204.24321406356336,400,100,5,1
-0.4691361754668252,2.647246840562352,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,149.03252702469413,0.3806553761668402,3.4518897882850714,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,202.8851695906229,450,100,5,1
-0.4622970358192401,2.633748415704176,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,148.34861305993564,0.3739086960048562,3.419103013525308,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,201.4353403867111,500,100,5,1
-0.4549546978892915,2.619358947994233,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,4,50,147.61437926694077,0.3666728482659349,3.3840209638452503,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,199.880391516084,550,100,5,1
-0.447029025465852,2.603947042175593,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,146.82181202459685,0.3588711603830742,3.3462937780532704,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,198.2038464381557,600,100,5,1
-0.4384190191050119,2.587349244088218,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,145.9608113885128,0.3504073420984792,3.3054843532680698,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,196.3850128736716,650,100,5,1
-0.4289948564239096,2.5693585145871665,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,145.01839512040257,0.3411581428745747,3.261036513744218,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,194.397404921664,700,100,5,1
-0.4185857173768119,2.54970693901499,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,143.97748121569282,0.3309622031085943,3.2122271103415216,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,192.2063472455404,750,100,5,1
-0.4069603821193251,2.5280387817500527,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,142.81494768994412,0.3196024436253068,3.1580911547274475,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,189.76519067059488,800,100,5,1
-0.3937947175086346,2.5038665006695666,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,141.49838122887508,0.3067768755540215,3.097299305772125,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,187.00903938611089,850,100,5,1
-0.3786136414226571,2.476494668532135,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,139.98027362027733,0.2920472160246918,3.0279456153582607,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,183.8437087417217,900,100,5,1
-0.3606786667089405,2.4448782064455257,0.0,16,0.2,2.646439344711818,1.6094379124341005,30,4,50,138.18677614890566,0.2747411321964645,2.9471519675166866,0.0,24,0.3,2.1709505945736582,0.0,30,5,20,180.12471803349612,950,100,5,1
-0.2634032907219385,2.838970084226932,0.0,25,0.23,2.513429811466488,0.0,23,4,49,104.95104964083464,-0.1872267172816867,2.84666599265962,0.0,24,0.26,2.700651451698038,0.0,26,5,20,139.1828176051688,1000,100,5,1
-0.1773329741433549,3.2937586969899035,0.0,28,0.28,2.4388417414230457,0.0,28,2,50,178.09795975632142,-0.7078957489144758,2.702188350314052,0.0,18,0.21,2.433054656080205,0.0,21,10,20,109.35179931925136,1050,100,5,1
-0.1787686143840417,3.381374036605495,0.0,25,0.3,2.370950594535074,0.0,30,2,50,226.3036047952335,-0.7738174678248414,2.683538973169646,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,118.6449844987376,1100,100,5,1
-0.1787686143840418,3.365114106358776,0.0,25,0.3,2.370950594535074,0.0,30,2,50,225.40397654507288,-0.7693594653070648,2.67466290335269,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,118.26835549178072,1150,100,5,1
-0.1787686143840418,3.3481327186867587,0.0,25,0.3,2.646439344711819,0.0,30,2,50,224.4619368614132,-0.7646932643418964,2.665412630555797,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,117.87465404284411,1200,100,5,1
-0.1787686143840417,3.3303614751693296,0.0,25,0.3,2.646439344711819,0.0,30,2,50,223.47328482344145,-0.7597984453514612,2.655753951380839,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,117.46223736761412,1250,100,5,1
-0.1787686143840418,3.3117216616800857,0.0,25,0.3,2.646439344711819,0.0,30,2,50,222.43316208999187,-0.7546514263297811,2.6456476613674265,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,117.0292119907576,1300,100,5,1
-0.1787686143840417,3.292122049248292,0.0,25,0.3,2.646439344711819,0.0,30,2,50,221.3359079928973,-0.7492247734261896,2.6350485185603145,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,116.57337976917375,1350,100,5,1
-0.1787686143840417,3.271456072612266,0.0,25,0.3,2.646439344711819,0.0,30,2,50,220.17487231830432,-0.7434863125612917,2.6239039215590845,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,116.09216850669743,1400,100,5,1
-0.1787686143840417,3.2495981614468628,0.0,25,0.3,2.646439344711819,0.0,30,2,50,218.9421700058922,-0.737397968835704,2.6121522014815044,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,115.58254154423896,1450,100,5,1
-0.1787686143840418,3.2263988978155727,0.0,25,0.3,2.646439344711819,0.0,30,2,50,217.6283546715649,-0.7309142269254707,2.599720383105498,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,115.04087815891688,1500,100,5,1
-0.1787686143840418,3.201678515889385,0.0,25,0.3,2.646439344711819,0.0,30,2,50,216.22197636235308,-0.7239800532415864,2.586521202506903,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,114.46281263527383,1550,100,5,1
-0.1787686143840418,3.175218008772628,0.0,25,0.3,2.646439344711819,0.0,30,2,50,214.70897039724008,-0.716528036527469,2.5724490612539324,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,113.84301352194817,1600,100,5,1
-0.1787686143840418,3.146746694339476,0.0,25,0.3,2.646439344711819,0.0,30,2,50,213.0717932400233,-0.7084743644044107,2.557374422917781,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,113.17487411777329,1650,100,5,1
-0.1787686143840418,3.1159243892668007,0.0,25,0.3,2.646439344711819,0.0,30,2,50,211.28816796651728,-0.6997130148473043,2.54113586483981,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,112.45006735561824,1700,100,5,1
-0.1787686143840417,3.0823150957246086,0.0,25,0.3,2.646439344711819,0.0,30,2,50,209.3292057235172,-0.6901071157179984,2.52352848696784,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,111.657886471425,1750,100,5,1
-0.1787686143840417,3.045346794458382,0.0,25,0.3,2.646439344711819,0.0,30,2,50,207.15648756360616,-0.6794756279426738,2.50428644657,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,110.78423359891832,1800,100,5,1
-0.1787686143840417,3.0042474018393555,0.0,25,0.3,2.646439344711819,0.0,30,2,50,204.7173255497707,-0.6675719267070568,2.483055591819852,-0.8047189562170501,16,0.2,2.1709505945736582,-2.19722457733622,20,10,20,109.81000155828482,1850,100,5,1
-0.1787686143840417,2.9579374186497414,0.0,25,0.3,2.646439344711819,0.0,30,2,50,201.9366331430228,-0.6540474953113654,2.459348482224564,-0.8047189562170501,16,0.2,2.4464393447504027,-2.19722457733622,20,10,20,108.70834716594838,1900,100,5,1
-0.1787686143840418,2.904838013438351,0.0,25,0.3,2.4464393447504027,0.0,30,2,50,198.7019706639805,-0.6383861636838962,2.432465899481996,-0.8047189562170501,16,0.2,2.4464393447504027,-2.19722457733622,20,10,20,107.43978593779464,1950,100,5,1
0.9554028626402584,11.719558083017784,0.0,51,0.11,2.982836935843673,1.6094379124341005,14,13,16,235.4466741048199,-1.7343558498903795,7.664998272357992,-1.6094379124341005,38,0.2,2.905955228980709,0.0,20,5,20,168.0503103664768,0,100,5,2
-0.5786698874777819,3.1686241435878686,0.0,17,0.18,2.646715008128474,1.6094379124341005,29,10,50,157.50247196117226,0.5407550172139581,4.493229077730495,0.0,23,0.31,2.4308605329485737,0.0,31,5,20,239.1325117737416,50,100,5,2
-0.7178906576350976,3.189601484196826,0.0,16,0.2,2.4464393447504027,1.6094379124341005,30,10,50,173.9079752415214,0.6282062387848215,4.691364260142088,0.0,24,0.3,2.4464393447504027,0.0,30,5,20,256.0827106268997,100,100,5,2
