Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x562e91a3e089,R,0x7ffec1d6bc30,1,,,,,,,,,,,,,,,,,-45974138563672,-8,-45974138563656,-24,-104,-280,-913907123400,-288,-388,-304,16,-312,-400,-388,-45974138563680,-400
9,0x562e91a3e091,W,0x7ffec1d6bc28,1,-8,,,,,,,,,,,,,,,,-45974138563664,-8,-45974138563648,-264,-96,-272,-913907123392,-288,-392,-296,-45974138563672,-304,32,-380,-45974138563672,-320
11,0x562e91a3e092,W,0x7ffec1d6bc20,1,-16,-8,-16,,,,,,,,,,,,,,-45974138563656,-8,-88,-256,-88,-272,-372,-280,32,-288,-384,-296,40,-384,-45974138563664,-360
16,0x562e91a3e09f,R,0x562e91a40fd8,1,-45974138563672,-45974138563656,-45974138563672,-45974138563664,-45974138563672,,,,,,,,,,,,16,45974138563648,45974138563568,45974138563392,45060231440272,45974138563384,45974138563272,45974138563376,-8,45974138563368,45974138563272,45974138563284,45974138563696,45974138563344,-8,45974138563300
17,0x562e91a3e09f,W,0x7ffec1d6bc18,1,45974138563648,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45974138563632,-248,-80,-256,-364,-264,40,-272,-45974138563656,-288,-376,-376,48,-352,-45974138563656,-416
21,0x562e91a3e008,R,0x562e91a40fe8,1,16,-45974138563632,-45974138563656,-45974138563648,-45974138563656,-45974138563640,-45974138563656,-45974138563648,-45974138563656,,,,,,,,45974138563552,45974138563384,45060231440256,45974138563376,45974138563256,45974138563368,45974138563672,45974138563352,-24,45974138563268,45974138563256,45974138563328,45974138563680,45974138563284,-24,45974138563280
26,0x562e91a3e01a,R,0x7ffec1d6bbc8,1,45974138563552,-80,-104,-88,45974138563568,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-284,-176,-296,-192,120,-208,-45974138563576,-296,-296,-272,128,-336,-45974138563576,-336
39,0x562e91a3e118,R,0x7ffec1d6bbc8,1,0,-80,45974138563568,-88,45974138563568,-96,45974138563568,-88,-104,-88,-104,-96,-104,,,,-913907123296,-168,-284,-184,-296,-200,120,-284,-45974138563576,-224,-296,-268,128,-272,-45974138563576,-268
42,0x562e91a3e16d,W,0x7ffec1d6bb20,1,-168,-248,45974138563384,-256,-272,-264,45974138563400,-248,45974138563400,-256,-272,-256,-272,-264,-272,,-913907123128,-8,-116,-24,-128,-40,288,-128,-45974138563408,-104,-128,-168,296,-168,-45974138563408,-88
45,0x562e91a3e171,W,0x7ffec1d6bb18,1,-176,-8,-176,-264,45974138563392,-272,45974138563376,-256,45974138563392,-256,45974138563392,-264,-280,-264,-280,-272,-913907123120,-8,-108,-24,-120,-108,296,-48,-45974138563400,-92,-120,-96,304,-92,-96,-80
