Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target
-1.1267944214089605,3.8138518438748106,-1.6094379124341005,17,0.09,2.1113658185084163,-1.6094379124341005,18,11,9,122.909662274713,0.4928073781830166,5.957212577893236,0.0,23,0.28,2.407510935523188,0.0,28,11,18,240.8716065468616,2550,100,1
-1.269615321122951,3.914529841227196,-1.6094379124341005,18,0.09,2.1307910039127,-1.6094379124341005,18,11,9,129.33343331564524,0.382129579339662,6.066974704605889,0.0,24,0.27,2.422851128756,0.0,27,11,18,254.63157526774057,2600,100,1
-1.1750268886512405,3.788880210372424,-1.6094379124341005,17,0.09,2.121170835977113,-1.6094379124341005,19,11,9,118.16956838986452,0.4766623320974406,5.960417159021548,0.0,23,0.27,2.407510935523188,0.0,27,11,18,241.7556402287946,2650,100,1
-1.1428099679984016,3.7986396990532354,-1.6094379124341005,17,0.09,2.1113658185084163,1.6094379124341005,19,11,9,116.73200741409362,0.603389467128612,6.048678543811613,0.0,24,0.27,1.8732309608642497,0.0,27,11,18,253.77264982962944,2700,100,1
-1.1427874317283868,3.798580832779788,-1.6094379124341005,17,0.09,2.1113658185084163,1.6094379124341005,19,11,9,121.17716474005732,0.4927060157206899,5.956656093579498,0.0,23,0.28,2.407510935523188,0.0,28,11,18,242.5761464112205,2750,100,1
-1.1588536325772107,3.7902125587735,-1.6094379124341005,17,0.1,2.1307910039127,-1.6094379124341005,18,11,9,117.97985273100863,0.6033274900915319,6.048385808844627,0.0,24,0.27,1.8732309608642497,0.0,27,11,18,253.76176527801368,2800,100,1
-1.1968977085006542,3.781264990405849,-1.6094379124341005,17,0.1,2.13447519590916,-1.6094379124341005,18,11,9,117.41454211441844,0.4545886667498677,5.965624323298206,0.0,23,0.26,2.406461123979788,0.0,26,11,18,239.5495078887227,2850,100,1
-1.103729545136614,3.655106438098243,-1.6094379124341005,18,0.1,2.11701333562836,-1.6094379124341005,18,11,37,99.8660597717666,0.2448042788326378,5.677005559006719,0.0,23,0.26,2.449137206836816,0.0,26,11,28,172.21752714184362,2900,100,1
-1.0312720692775557,3.683864823171641,-1.6094379124341005,18,0.09,2.100139341343741,-1.6094379124341005,19,11,9,109.94138820824884,0.3512019134894232,5.660874441339577,0.0,23,0.28,2.454251374043253,0.0,28,11,18,227.7431593231997,2950,100,1
-1.1262071528282374,3.812321520294678,-1.6094379124341005,17,0.09,2.1113658185084163,-1.6094379124341005,18,11,9,122.85278031962444,0.4922201464467358,5.953988702734866,0.0,23,0.28,2.407510935523188,0.0,28,11,18,240.75657666520289,3000,100,1
