Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55852ddbf0e9,R,0x7fffc0214560,1,,,,,,,,,,,,,,,,,-46705928381832,-8,-46705928381816,-24,-104,-324,-324,-336,-336,-304,-46705928381848,-344,24,-308,-304,-344
9,0x55852ddbf0f1,W,0x7fffc0214558,1,-8,,,,,,,,,,,,,,,,-46705928381824,-8,-46705928381808,-264,-96,-316,-316,-300,24,-296,-328,-336,-46705928381840,-300,-296,-296
11,0x55852ddbf0f2,W,0x7fffc0214550,1,-16,-8,-16,,,,,,,,,,,,,,-46705928381816,-8,-88,-256,-88,-320,-320,-292,-46705928381832,-288,40,-328,-46705928381832,-328,-288,-276
16,0x55852ddbf0ff,R,0x55852ddc1fd8,1,-46705928381832,-46705928381816,-46705928381832,-46705928381824,-46705928381832,,,,,,,,,,,,16,46705928381808,46705928381728,46705928381508,46705928381508,46705928381496,46705928381848,46705928381524,46705928381496,46705928381528,46705928381856,46705928381524,-16,46705928381528,46705928381528,46705928381488
17,0x55852ddbf0ff,W,0x7fffc0214548,1,46705928381808,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46705928381792,-248,-80,-300,-312,-312,-46705928381824,-284,-312,-320,48,-320,-46705928381824,-268,-280,-256
21,0x55852ddbf008,R,0x55852ddc1fe8,1,16,-46705928381792,-46705928381816,-46705928381808,-46705928381816,-46705928381800,-46705928381816,-46705928381808,-46705928381816,,,,,,,,46705928381712,46705928381544,46705928381492,46705928381492,46705928381832,46705928381480,-32,46705928381512,46705928381480,46705928381508,46705928381840,46705928381512,-32,46705928381472,46705928381512,46705928381516
26,0x55852ddbf01a,R,0x7fffc02144f8,1,46705928381712,-80,-104,-88,46705928381728,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-204,-46705928381744,-240,-232,-240,128,-188,-46705928381744,-176,-188,-196
39,0x55852ddbf178,R,0x7fffc02144f8,1,0,-80,46705928381728,-88,46705928381728,-96,46705928381728,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-200,-46705928381744,-204,-232,-200,128,-240,-200,-176,-46705928381752,-196
42,0x55852ddbf1cd,W,0x7fffc0214450,1,-168,-248,46705928381544,-256,-272,-264,46705928381560,-248,46705928381560,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-36,288,-72,-46705928381576,-72,-64,-20,-46705928381576,-72,-20,-8,-8,-28
46,0x55852ddbf1d5,W,0x7fffc021441c,1,-220,-52,-220,-308,46705928381508,-316,46705928381492,-300,46705928381508,-300,46705928381508,-308,-324,-308,-324,-316,0,-12,-12,20,340,16,-46705928381524,20,348,32,20,-20,-46705928381532,44,44,-46704896008572
48,0x55852ddbf1d8,W,0x7fffc0214410,1,-232,-12,-232,-312,46705928381480,-328,-336,-312,46705928381480,-312,46705928381496,-312,46705928381496,-320,-336,-320,12,28,0,-8,352,-8,0,32,-46705928381512,44,44,-8,-46705928381520,36,36,-46704896008560
50,0x55852ddbf1dc,W,0x7fffc021442c,1,-204,28,-204,-36,46705928381508,-292,46705928381524,-284,-204,-284,46705928381508,-284,46705928381524,-284,46705928381524,-292,-16,4,-28,0,-46705928381540,-36,332,4,4,16,16,28,28,8,8,8
52,0x55852ddbf1e3,W,0x7fffc0214430,1,-200,4,-200,20,46705928381512,-280,46705928381528,-296,-304,-280,-200,-280,46705928381512,-280,46705928381528,-280,-20,-40,320,-4,-32,-40,-46705928381544,0,0,-40,-46705928381552,24,24,-46704896008592,12,4
54,0x55852ddbf1ea,R,0x7fffc021441c,1,-220,-20,-220,12,46705928381492,-52,46705928381508,-308,-324,-52,-220,-300,-220,-300,46705928381492,-300,-12,-20,-46705928381524,16,348,-20,-46705928381524,32,32,-20,-46705928381532,24,24,-46704896008572,24,24
57,0x55852ddbf1f0,R,0x7fffc0214410,1,-12,-32,-232,-28,46705928381480,-12,46705928381496,-312,-336,-328,-232,-64,-232,-312,-232,-312,352,-8,0,28,360,32,32,44,44,56,56,36,44,-46704896008560,36,-46704896008556
60,0x55852ddbf1f8,R,0x7fffc0214570,1,352,320,120,324,46705928381832,352,46705928381848,288,16,32,120,340,120,288,120,40,-46705928381864,-360,-352,-360,-46705928381864,-320,-320,-360,-46705928381872,-296,-316,-316,-308,-316,-296,-46704896008908
63,0x55852ddbf1fe,W,0x7fffc0214408,1,-360,-40,-20,-36,-240,-8,46705928381488,-20,-344,-320,-240,-336,-240,-20,-240,-72,-46705928381504,36,368,0,-46705928381504,52,52,0,64,64,44,-46704896008552,44,44,64,44
66,0x55852ddbf0c4,R,0x55852ddc1fc8,1,-46705928381864,-46705928381504,-46705928381512,-46705928381540,-46705928381744,-46705928381512,-32,-46705928381524,-46705928381848,-46705928381576,-46705928381744,-46705928381832,-46705928381744,-46705928381512,-46705928381744,-46705928381524,46705928381512,46705928381540,46705928381872,46705928381544,46705928381544,46705928381556,-8,46705928381504,46705928381568,46705928381548,46705928381556,1032372952,46705928381548,1032372956,46705928381548,46705928381548
68,0x55852ddbf203,W,0x7fffc021442c,1,46705928381540,36,28,-4,16,28,-204,16,46705928381524,-36,-204,-284,-204,-300,-204,28,-28,-36,-46705928381540,4,16,16,-46705928381548,28,8,8,16,8,28,-46704896008584,8,-46704896008580
70,0x55852ddbf206,R,0x7fffc0214410,1,46705928381512,-28,-352,-32,-12,-28,-232,-12,46705928381480,-64,-336,-312,-232,-320,-232,-28,360,-8,32,32,44,-8,56,56,36,-46704896008560,36,36,56,36,36,-46704896008552
73,0x55852ddbf20e,R,0x7fffc0214578,1,360,332,8,368,360,332,128,360,128,296,46705928381856,48,348,40,128,32,-46705928381872,-368,-328,-316,-46705928381880,-368,-304,-324,-316,-46704896008920,-324,-46704896008916,-324,-324,-324,-324
76,0x55852ddbf214,W,0x7fffc0214408,1,-368,-36,46705928381504,0,-8,-40,-20,-8,-240,-20,46705928381472,-320,-344,-328,-20,-336,-46705928381504,40,52,52,-46705928381512,64,44,44,52,44,64,-46704896008548,44,-46704896008544,44,44
79,0x55852ddbf0c4,R,0x55852ddc1fc8,1,-46705928381872,-46705928381504,-46705928381512,-46705928381504,-46705928381864,-46705928381544,-46705928381524,-46705928381540,-46705928381744,-46705928381524,-32,-46705928381576,-16,-46705928381832,-46705928381512,-46705928381840,46705928381544,46705928381544,46705928381556,46705928381504,46705928381568,46705928381568,46705928381548,1032372952,46705928381548,46705928381548,46705928381568,46705928381548,46705928381548,1032372960,46705928381548,1032372964
81,0x55852ddbf219,W,0x7fffc0214430,1,46705928381544,40,32,4,46705928381544,0,32,4,-200,32,-200,-32,46705928381528,-280,-304,-296,0,12,-46705928381552,-40,24,4,12,-46704896008592,4,-46704896008588,4,4,4,4,12,-46704896008580
83,0x55852ddbf21c,R,0x7fffc0214430,1,46705928381544,0,-328,4,46705928381544,40,-320,4,20,32,-200,20,46705928381512,-280,-304,-288,12,12,-46705928381552,24,4,4,12,4,24,-46704896008588,4,-46704896008584,4,4,12,4
86,0x55852ddbf222,W,0x7fffc021443c,1,12,12,-316,52,44,52,-308,12,44,44,-188,32,46705928381524,-20,46705928381540,-276,0,-52,12,12,-8,-46704896008604,-8,-8,12,-8,-8,-46704896008596,-8,-46704896008592,-8,-8
88,0x55852ddbf225,R,0x7fffc021443c,1,12,0,46705928381556,52,44,16,46705928381556,12,44,16,32,32,-188,-20,46705928381540,-268,-46705928381564,-52,12,-8,0,-46704896008604,-8,-46704896008600,-8,-8,-8,-8,0,-46704896008592,12,-8
93,0x55852ddbf231,W,0x7fffc0214408,1,-52,-52,46705928381504,-40,-368,-36,46705928381504,0,-360,-36,-20,-8,-240,-72,46705928381472,-320,-46705928381512,64,44,44,52,44,64,-46704896008548,44,-46704896008544,44,44,44,-46704896008540,44,44
96,0x55852ddbf0b4,R,0x55852ddc1fc0,1,-46705928381564,-46705928381512,-46705928381552,-46705928381552,-46705928381880,-46705928381512,-46705928381520,-46705928381512,-46705928381872,-46705928381552,-46705928381520,-46705928381520,-46705928381752,-46705928381532,-46705928381752,-46705928381832,46705928381576,46705928381576,46705928381556,1032372960,46705928381556,46705928381556,46705928381576,46705928381556,46705928381556,1032372968,46705928381564,46705928381556,46705928381576,1032372972,46705928381556,46705928381556
98,0x55852ddbf236,W,0x7fffc0214448,1,46705928381576,64,24,12,46705928381568,64,56,28,46705928381568,24,56,28,44,44,-176,-8,0,-20,-12,-46704896008616,-20,-46704896008612,-20,-20,-20,-46704896008608,-20,-20,-20,-46704896008604,-20,-20
100,0x55852ddbf23a,R,0x7fffc0214448,1,46705928381576,0,12,12,46705928381568,24,-304,28,46705928381568,64,-296,28,44,56,-176,-8,-20,-20,-12,-20,0,-46704896008612,-20,-20,-12,-46704896008608,0,-20,-20,-46704896008604,-20,-46704896008600
