Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_2_last_read_mean,Delta_with_2_last_read_std,Delta_with_2_last_read_median,Delta_with_2_last_read_unique,Delta_with_2_last_read_zeros_frac,Delta_with_2_last_read_entropy,Delta_with_2_last_read_mode,Delta_with_2_last_read_mode_count,Delta_with_2_last_read_ac_first_peak,Delta_with_2_last_read_fft_dom_bin,Delta_with_2_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,Delta_with_2_last_write_mean,Delta_with_2_last_write_std,Delta_with_2_last_write_median,Delta_with_2_last_write_unique,Delta_with_2_last_write_zeros_frac,Delta_with_2_last_write_entropy,Delta_with_2_last_write_mode,Delta_with_2_last_write_mode_count,Delta_with_2_last_write_ac_first_peak,Delta_with_2_last_write_fft_dom_bin,Delta_with_2_last_write_fft_dom_power,start,length,Target,Fine grained Target
1.297242351163222,18.68063553112849,0.0,54,0.12,2.669402573399123,0.0,12,0,34,379.6676307625552,-0.6742350645285152,19.503731089780384,-1.90333124488516,62,0.1,2.4643192846803554,0.0,10,18,18,400.8423326790911,1.2373630964013378,18.17711769155883,0.0,47,0.14,2.622417065908439,0.0,14,5,6,361.5643401206418,1.2235045074203308,20.342543967994807,0.0,59,0.16,2.584184119333753,0.0,16,3,6,679.5972214858087,0,100,8,1
1.6830468664831724,19.87416185355708,0.0,49,0.14,2.5315012566103183,0.0,14,0,24,538.4591627501565,-0.2459823357161342,19.364398820815943,0.0,52,0.09,2.576777516108665,2.19722457733622,11,0,20,418.0685051563368,-0.7373948132603908,18.440348442339147,0.0,45,0.16,2.340069582617532,0.0,16,0,3,354.11210637510453,0.6992957436227434,20.087026652993416,0.0,50,0.17,2.531210753759716,0.0,17,4,6,509.3334584713965,50,100,8,1
1.3751618324209252,20.38187473722356,0.0,49,0.13,2.425479494950315,0.0,13,9,33,546.6947001659664,-1.3567781924989455,21.327724549600457,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,549.8553309680532,4.183380061948253,20.08700078154903,0.0,55,0.16,1.939153015836543,0.0,16,3,22,575.3741509152186,2.199973825086178,21.63156554141895,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,787.7495306456125,0,100,8,2
-0.325060867332943,19.55023139404832,0.0,44,0.14,2.622354876890411,0.0,14,6,33,546.8171739125107,-1.4989418858290702,21.417121925305924,-0.8047189562170501,49,0.13,2.126173975502656,0.0,13,9,11,510.8800254639818,4.415258437350083,20.25219693110062,0.0,46,0.11,1.9461252079908744,0.0,11,18,22,485.8204331129942,3.076323873548164,21.791013481550788,1.6094379124341005,57,0.14,2.0622250371712787,0.0,14,3,6,635.3971659756585,50,100,8,2
-0.0179984977808944,16.788205501639617,0.0,36,0.15,2.677151096236176,0.0,15,5,19,408.1728492745999,0.2426478623161495,20.492237743756565,1.6094379124341005,47,0.11,2.2892296578287903,0.0,11,11,19,490.8379070680178,0.0744398032204256,19.230998270175004,-1.6094379124341005,35,0.12,2.296449220219569,0.0,12,21,10,483.4440746891671,2.085117404659374,20.090139989464,0.0,47,0.14,2.566510483619786,0.0,14,16,7,458.6224063644951,100,100,8,2
1.8963868123597616,19.136043012821226,0.0,42,0.19,2.4358086790034004,0.0,19,4,25,582.2625119262856,1.919418534666285,19.39771767609064,2.19722457733622,39,0.15,2.412480906272881,2.19722457733622,17,11,10,542.3576611789082,-2.185105200058243,19.09163171807268,0.0,38,0.2,2.424180842409294,0.0,20,11,10,492.13437082381193,3.1586939725722867,20.08940058524572,0.0,45,0.19,2.000039968015788,0.0,19,4,1,494.77046352793474,150,100,8,2
2.858072411643574,21.33951134028655,0.0,48,0.18,2.115821901151824,0.0,18,4,24,578.8109601841745,2.621007002262104,19.82793047636524,1.0986122886681098,41,0.13,2.397058360375351,0.0,13,9,12,741.0826802470965,-5.790653254906991,15.446069457207503,0.0,30,0.22,2.6304409788736267,0.0,22,8,12,385.7524411291292,-2.126903256286523,17.213366458365392,0.0,31,0.33,2.327395778829607,0.0,33,4,1,436.3146293813406,200,100,8,2
1.4127533975816235,20.40622139252386,0.0,49,0.13,2.1167275889210453,0.0,13,9,33,547.0517073888033,-1.3318210460656354,21.35227698202436,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,550.8609739731098,4.183315429401485,20.09289252543176,0.0,54,0.16,1.939153015836543,0.0,16,3,22,576.5227539795884,2.193893943867286,21.65176829365829,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,789.1154985127189,0,100,8,3
-0.0990166476793233,20.614407704128244,0.8047189562170501,36,0.16,2.3719674925418515,3.367295829986474,17,9,33,744.3123447342475,-1.254102124197371,22.8246844457772,-1.683647914993237,43,0.17,2.1994741933734803,0.0,17,9,11,843.9839524255647,8.844122833875828,20.99935488490225,3.367295829986474,52,0.16,1.8448894518923733,0.0,16,9,22,841.0479781872422,7.273437207652583,23.86184906478445,4.174387269895637,60,0.11,2.0524418940821314,3.610917912644224,12,3,6,853.2650990578197,50,100,8,3
0.1434145243459267,19.18585445053005,0.0,45,0.15,2.592169725897138,0.0,15,6,33,641.1462914787126,-0.4534854095224676,21.80840004321817,-0.8047189562170501,51,0.14,2.1598849067312083,0.0,14,9,11,713.2707209948984,5.825270765214671,19.91067008921159,0.0,52,0.15,1.9168957861828544,0.0,15,9,22,656.7245121366818,6.707100758753231,22.581258153467907,3.610917912644224,63,0.12,1.9599063687631693,0.0,12,3,6,801.0965638671049,100,100,8,3
-0.2846278399051035,18.838496650352305,0.0,44,0.16,2.653810370708679,0.0,16,5,19,509.4486432683569,-1.660009149593774,20.277155497539287,0.0,42,0.12,2.3414669126584,0.0,12,21,19,635.4459820598163,2.4209385448183056,19.610618037062856,0.0,43,0.1,2.3652387913249378,-1.6094379124341005,10,21,19,450.2876630293629,2.1546133941672814,20.519648053870213,0.0,52,0.16,2.0946129144562704,0.0,16,5,4,585.8343566928705,150,100,8,3
-0.3586032953242001,19.459892868476302,0.0,29,0.17,2.532254058330832,0.0,17,5,19,709.5110164263671,-1.0304414702077986,20.42691838389651,0.0,29,0.14,2.2684529460922733,2.19722457733622,15,5,19,886.3539607963628,0.726845115098875,19.97679605750588,-1.6094379124341005,35,0.07,2.5325510827421014,-2.833213344056216,10,21,5,632.5878027565852,-1.950061745169728,18.60999247185861,0.0,35,0.18,2.699464358353445,0.0,18,5,19,749.6802055400747,200,100,8,3
-0.0083811197465927,17.89635872432019,0.0,29,0.18,2.536265192879025,0.0,18,5,19,519.3577330484835,-0.064037838965911,20.46706662070057,1.90333124488516,34,0.14,2.231341035145073,0.0,14,5,19,670.4625458281413,1.043009078257592,19.952419221974736,0.0,34,0.13,2.548625182137696,0.0,13,21,5,599.7105042030661,-0.0921015754447453,20.04748928019757,0.0,37,0.16,2.440042151239527,0.0,16,16,5,697.2377108964567,250,100,8,3
0.3299280566397218,15.26116988734219,0.0,36,0.19,2.4495641872414,0.0,19,11,18,411.6139856944952,1.3395672257008824,23.141440087642213,2.19722457733622,46,0.15,1.730909167475884,0.0,15,11,9,796.3998439533123,-0.3811879576004207,21.39509670050716,0.0,39,0.22,2.3990159482271256,0.0,22,11,18,641.2936767362434,8.42011458473324,20.59119393287173,2.2213256282451583,47,0.12,1.8259485598597,0.0,12,11,5,511.7394318764993,300,100,8,3
2.131403830451544,18.6102342112416,1.0986122886681098,43,0.19,2.4908420043464727,0.0,19,4,25,535.0031323278857,2.9716645689586096,22.114949580888787,2.19722457733622,39,0.17,1.830765470540341,0.0,17,11,9,958.825909362383,-3.981461293473541,19.809691976123503,0.0,32,0.24,1.8673648746817044,0.0,24,11,18,579.274522449369,7.900007851073309,19.46149819914355,0.0,41,0.18,1.845918285751144,0.0,18,4,1,658.8588417904174,350,100,8,3
3.568533750412627,22.974994457190352,0.0,56,0.2,1.9879889264179345,0.0,20,4,25,1055.4579435754868,3.410140137646917,16.431959292515963,2.19722457733622,42,0.18,2.6058564322362616,2.19722457733622,25,8,10,326.2122361221069,-6.3149650051318815,15.507555561761045,0.0,29,0.24,2.10955527669281,0.0,24,4,25,637.0959534671213,-3.158027571175345,17.313623077407918,0.0,39,0.36,2.5953425360676894,0.0,36,4,25,674.287358171255,400,100,8,3
2.466007987452924,21.90479321087044,0.0,47,0.2,2.118213617733585,0.0,20,4,44,593.3771122688065,2.711352802631994,19.56841228247887,0.0,36,0.15,2.2630086274452594,0.0,15,9,11,785.098815954035,-7.327403890199894,13.743223752110408,0.0,22,0.23,2.2142314514745443,0.0,23,9,11,362.4846647259424,-6.995423776857937,13.86703069867642,0.0,23,0.44,1.886735810199303,0.0,44,9,11,371.29133854726905,450,100,8,3
1.4311466884407629,20.413817790331443,0.0,49,0.13,2.1167275889210453,0.0,13,9,33,547.2111769312718,-1.3308562540047688,21.357170389642977,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,551.0061501133519,4.184114885913561,20.10535141706911,0.0,55,0.16,1.939153015836543,0.0,16,3,22,578.0719018987066,2.210541686015871,21.6586615746954,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,790.2317977232193,0,100,8,4
-0.0802592844539183,20.62409509466105,0.8047189562170501,36,0.16,2.3719674925418515,3.367295829986474,17,9,33,744.6148563497517,-1.2526549458536456,22.83028663137696,-1.683647914993237,43,0.17,2.1994741933734803,0.0,17,9,11,844.2341773227297,8.848225055031833,21.01162443675912,3.367295829986474,52,0.16,1.8448894518923733,0.0,16,9,22,842.8732231381788,7.290328083912393,23.866500460060355,4.174387269895637,60,0.11,2.0524418940821314,3.610917912644224,12,3,6,853.8724024465603,50,100,8,4
-0.0661276558000723,20.14351763076301,0.8047189562170501,34,0.16,2.3854513996645834,3.367295829986474,17,9,33,716.8033240338157,-0.9043226083921972,22.63151933176226,0.0,42,0.17,2.2023696521725307,0.0,17,9,11,917.6672609685932,7.865161236719044,20.696730332391283,2.19722457733622,49,0.18,1.8615568955267383,0.0,18,9,22,831.8186256081526,8.49087885032566,23.882237516604327,4.845920083180172,61,0.11,2.0196317266578654,0.0,11,3,6,913.3304903131608,100,100,8,4
-0.2344755914752201,20.048552800737653,0.0,35,0.17,2.3616976345531864,0.0,17,9,33,711.8186891002299,-1.455237463102646,22.73315248716647,-3.367295829986474,42,0.16,2.1791312448798354,-3.367295829986474,17,9,11,930.3528735056856,8.145128592479624,20.36172382661693,2.19722457733622,48,0.17,1.8554971003162075,0.0,17,9,22,815.8893589313321,9.775680153792244,23.39164917518756,5.877170530535944,61,0.11,1.989143953389372,0.0,11,3,6,860.8161609307002,150,100,8,4
0.1169806874885469,20.293332963299022,0.0,36,0.18,2.3458302968399445,0.0,18,9,33,747.6762216199116,-0.8246264544451435,23.190523561452128,-1.683647914993237,44,0.16,2.1778477919165526,-3.367295829986474,17,9,11,862.9103146611301,9.462866723356548,20.286611421443187,3.367295829986474,52,0.16,1.823373400089632,0.0,16,9,22,806.5943429035423,9.11765017304166,23.36643097524772,5.942303127954894,60,0.11,1.995469163860164,3.610917912644224,12,3,6,897.926856274228,200,100,8,4
-0.1920333179877277,19.449378309012683,0.0,46,0.16,2.646724828498136,0.0,16,9,33,615.487864874947,-1.4080852471215757,21.5446806338856,-2.381086967398878,54,0.13,2.154295897794257,0.0,13,9,11,630.0657556474264,6.409827606818071,20.2461849749764,0.0,52,0.14,1.9159794043319505,0.0,14,9,22,651.3919725478253,5.772222641643419,22.63464905823456,3.610917912644224,62,0.12,1.992783890209691,0.0,12,3,6,755.7961739644046,250,100,8,4
-0.0357808535743161,19.101436684923364,0.0,40,0.14,2.609095175635696,0.0,14,5,19,612.621026241113,-1.2303690669108946,20.063661895520543,0.0,40,0.13,2.31439724419256,0.0,13,5,19,735.047059915949,1.442609330405138,19.457706348649943,-1.6094379124341005,40,0.08,2.281608233789581,-1.6094379124341005,11,21,19,527.9846941760904,0.6043595182221952,19.899537772657155,0.0,46,0.16,2.615109002035415,0.0,16,5,19,573.375799621829,300,100,8,4
0.1249400586874871,19.72966122033973,0.0,38,0.13,2.489684301245977,-2.19722457733622,14,5,19,743.2068292104732,-0.9920274203145372,20.906659502083315,0.0,31,0.15,2.265929440529792,0.0,15,5,19,919.8045935653604,0.6861404236788887,20.47554648690617,-1.6094379124341005,39,0.04,2.136084668550496,-2.833213344056216,10,21,19,650.5491275835107,-3.3287988483718287,18.034955056774184,0.0,37,0.2,2.6509505951915275,0.0,20,5,19,719.3675890681275,350,100,8,4
-0.5109180954185597,19.21587443756591,0.0,36,0.15,2.478488556961337,0.0,15,5,19,707.6685923112553,-1.3673016377610387,20.65078656470525,0.0,32,0.14,2.271236306223096,0.0,14,5,19,895.1312928949949,1.3372519104891578,20.919808994191303,-1.6094379124341005,40,0.05,2.130802110112529,-2.833213344056216,9,21,19,660.1889371251993,-2.366036779864473,18.82325749973055,0.0,38,0.2,2.6782379227636253,0.0,20,5,19,770.3108306869506,400,100,8,4
-0.325808864761917,19.466716079123355,0.0,31,0.16,2.268247088185574,0.0,16,5,19,711.9891972025977,-1.0306698794246414,20.43060090310735,0.0,28,0.14,2.2684529460922733,2.19722457733622,15,5,19,886.5193246627538,0.4185379198655965,20.23426415104283,-1.6094379124341005,35,0.06,2.1203312123346376,-2.833213344056216,10,21,19,655.6469739361773,-1.9517245957745013,18.6146260724554,0.0,37,0.18,2.699464358353445,0.0,18,5,19,749.9361704003868,450,100,8,4
-0.3034482754704092,19.467844859721342,0.0,32,0.16,2.435519940085328,0.0,16,5,19,727.3161941112243,-1.3008090662286664,20.65425611825944,0.0,29,0.14,2.261485096065734,2.19722457733622,15,5,19,885.257522606766,1.341354036689809,20.908643514246474,-1.6094379124341005,36,0.07,2.015914847405424,-2.833213344056216,11,21,5,669.026335318615,-2.73754671723919,18.67272940133969,0.0,34,0.18,2.681105938173576,0.0,18,5,19,765.8903310629083,500,100,8,4
-0.1024696989213767,18.43589551960029,0.0,28,0.16,2.5015416687925707,0.0,16,5,19,657.626201540773,-1.07872185104532,19.703257581662346,1.6094379124341005,29,0.14,2.3338256989598287,2.19722457733622,15,5,19,795.4892873655816,2.1784606575882752,20.361255385659582,-0.8047189562170501,34,0.09,2.0266162591957926,-2.833213344056216,9,21,5,617.5241960051551,-0.7090492746760557,19.38337399170628,0.0,36,0.18,2.4313377292469487,0.0,18,5,19,675.3985017564504,550,100,8,4
0.5894539380768182,16.20597229332635,0.8047189562170501,37,0.16,2.5197391513506164,0.0,16,11,18,437.04477259097416,0.9609699158725676,22.516444931499453,2.19722457733622,43,0.15,1.7723862212094523,0.0,15,11,19,598.1801749552185,-0.8470466296412272,20.690718598574573,0.0,39,0.17,2.495945071652545,0.0,17,11,18,564.8371755480065,6.566338037502658,20.42402411037687,1.6094379124341005,48,0.13,1.9575396622903884,0.0,13,11,1,535.3471300631085,600,100,8,4
1.0307087155128765,13.575182357905245,2.19722457733622,32,0.18,2.4419523194308925,3.218875824868201,19,11,18,545.3472339734893,3.468507654839873,24.77644384111919,3.218875824868201,36,0.18,1.5713658185873998,0.0,18,11,9,1365.0157735432394,-2.4180981970564805,21.02625213790093,0.0,31,0.27,1.783318314174852,0.0,27,11,18,961.3412165438306,14.788028501691787,18.53422445075052,31.46593768688261,46,0.09,1.5744500958215482,-2.19722457733622,9,11,9,867.572600874592,650,100,8,4
0.9535196815095592,13.569705765139052,2.19722457733622,32,0.18,2.4144039619664857,0.0,18,11,18,549.5414033397095,3.750978273459941,24.932515265917683,3.218875824868201,36,0.18,1.5713658185873998,0.0,18,11,9,1391.143721861007,-2.472259201078314,21.018636460116745,0.0,31,0.27,1.805923361253495,0.0,27,11,18,962.9673883647896,15.89904561296006,17.013240368849324,31.465937686886328,43,0.09,1.5348272838955488,-2.19722457733622,10,11,9,761.9176782813375,700,100,8,4
2.183483963692304,18.62221826811168,1.0986122886681098,43,0.19,2.4908420041912125,0.0,19,4,25,539.0341208774174,3.144302947086461,22.09546149041292,2.19722457733622,39,0.17,1.7828463534983066,0.0,17,11,9,953.4952982932798,-3.997105751465912,19.814427831773248,0.0,32,0.24,1.8673648746817044,0.0,24,11,18,580.8176283703142,7.940131530884191,19.472256133534543,0.0,44,0.18,1.848501684015486,0.0,18,4,1,660.4907712743097,750,100,8,4
3.4496523102482315,23.54411345231139,0.0,55,0.22,1.9205752319738147,0.0,22,4,25,1257.3712651334238,3.763169896141173,14.436903866698826,2.19722457733622,31,0.21,2.773913603458245,2.19722457733622,30,8,13,411.9707688260999,-6.684001849312518,15.660030717341648,-1.0986122886681098,23,0.24,1.7010895953417249,-2.19722457733622,24,4,25,742.1532769211751,-3.7064571695587576,17.48977309906161,0.0,35,0.38,2.296784065718434,0.0,38,4,25,802.6718873997106,800,100,8,4
3.848877195788434,24.68967507959317,0.0,53,0.24,1.6275066868669654,0.0,24,4,25,1444.692924433359,4.319595288073451,10.27034540378896,2.19722457733622,24,0.25,2.449878149940822,2.19722457733622,38,8,25,381.9892000129864,-7.866484421722013,13.71344702812573,-1.0986122886681098,16,0.25,1.5000000001995288,-2.19722457733622,25,4,25,813.3119897913962,-8.393818320282703,13.350235714669864,0.0,27,0.51,0.8112781247028926,0.0,51,4,25,788.4139661229135,850,100,8,4
3.0539449948758857,22.31666288850498,0.0,50,0.22,2.0956652059243583,0.0,22,4,25,722.3256727251367,3.7971666803373982,18.07672408923765,1.0986122886681098,36,0.17,2.492411629348255,2.19722457733622,19,9,12,655.6291148976956,-7.027383529532641,13.523137578360627,0.0,21,0.24,2.188547201172263,0.0,24,4,25,412.5705970833714,-6.96460976068565,13.50342228209435,0.0,26,0.46,1.889568752313975,0.0,46,4,25,380.7218431231511,900,100,8,4
1.527313857689791,19.79844284555507,0.0,41,0.2,2.5667059093967035,0.0,20,2,44,820.8862424149738,2.3697153326224263,23.295458859366903,0.0,34,0.1,1.980659281082448,-31.465951256308426,11,9,11,1292.573310685167,-6.8426662114905366,13.690653548725203,0.0,19,0.22,1.9819427342030256,0.0,22,2,11,544.4330857309152,-6.047255261917638,14.008064517983012,0.0,19,0.41,1.7221905590835942,0.0,41,2,11,577.2490600453945,950,100,8,4
1.602709438977848,19.284683578245755,0.0,39,0.22,2.559018888103574,0.0,22,2,44,817.7219517818528,3.07296698869633,23.212946953762952,0.0,29,0.11,1.9766369684504104,3.044522437723423,12,9,11,1390.8535153116777,-6.4205766466713285,13.535780192592766,0.0,17,0.22,1.970893955763899,0.0,22,2,11,548.2887922558975,-5.618232605728477,13.830710606957718,0.0,16,0.44,1.5308939562845991,0.0,44,2,11,581.0771066120698,1000,100,8,4
1.4288587398628882,20.39132743763844,0.0,49,0.13,2.425479494950315,0.0,13,9,33,546.7517163862084,-1.3535401552619553,21.32816514516584,-3.218875824868201,55,0.14,2.468325745772597,0.0,14,9,22,549.9122109802956,4.182819142413062,20.1112809551181,0.0,54,0.16,1.939153015836543,0.0,16,3,22,579.5925704459142,2.248044111501589,21.637962879531425,0.0,61,0.16,2.0448540273650697,0.0,16,3,6,790.5404714460155,0,100,8,5
-0.0914196667004655,20.59111452837417,0.8047189562170501,36,0.16,2.395183474318373,3.367295829986474,17,9,33,744.5216680762379,-1.2866806203502568,22.791732113486823,-1.683647914993237,43,0.17,2.1994741933734803,0.0,17,9,11,841.7461378994533,8.849299341111742,21.01751192867458,3.367295829986474,52,0.16,1.8448894518923733,0.0,16,9,22,844.7263914243885,7.345553007439034,23.818642135564097,4.174387269895637,60,0.11,2.0524418940821314,3.610917912644224,12,3,6,854.028939982658,50,100,8,5
-0.0820659640122481,20.10890939011212,0.8047189562170501,34,0.16,2.3854513996645834,3.367295829986474,17,9,33,716.7351807996629,-0.9384408761606892,22.5932753142278,0.0,42,0.17,2.2023696521725307,0.0,17,9,11,915.018984588826,7.862846712639127,20.701151181631303,2.19722457733622,49,0.18,1.8615568955267383,0.0,18,9,22,833.3835623113592,8.54095545871488,23.832286563047763,5.053316228671823,61,0.11,2.0196317266578654,0.0,11,3,6,913.244542621472,100,100,8,5
-0.2441687258535259,20.019760510788547,0.0,35,0.17,2.4203859318343777,0.0,17,9,33,711.6475761378812,-1.4834995353278302,22.699577836937674,-3.367295829986474,42,0.16,2.1791312448798354,-3.367295829986474,17,9,11,928.0483531169568,8.139054878003787,20.36738569378709,2.19722457733622,48,0.17,1.8554971003162075,0.0,17,9,22,817.360053767101,9.8258678894139,23.33809089621484,6.18384270729428,61,0.11,1.989143953389372,0.0,11,3,6,860.2420604355334,150,100,8,5
0.1044049940112297,20.264228512284483,0.0,36,0.18,2.254874052784487,0.0,18,9,33,747.581364282383,-0.8530737740315917,23.1581233016574,-1.683647914993237,44,0.16,2.1778477919165526,-3.367295829986474,17,9,11,860.7377880066055,9.460089165248949,20.290477610006903,3.367295829986474,52,0.16,1.823373400089632,0.0,16,9,22,807.8932842022297,9.159562191079337,23.321936702650383,6.232170033924998,60,0.11,1.995469163860164,3.610917912644224,12,3,6,897.7567414449458,200,100,8,5
0.0437538721848977,20.60577325776616,1.6094379124341005,37,0.16,2.271967492501368,3.367295829986474,17,9,33,710.193505321119,-1.5662822346243828,22.987786449125657,-1.683647914993237,44,0.17,2.1954073802793284,0.0,17,9,11,860.7757602547222,9.16161676256312,20.671719238324584,3.367295829986474,53,0.16,1.8298974145407207,0.0,16,9,22,815.009466085492,7.32123467838046,23.551796153498643,4.174387269895637,60,0.12,2.049990462738427,0.0,12,3,6,847.4598741551025,250,100,8,5
-0.0417144397157361,20.602009773323392,1.6094379124341005,36,0.15,2.262624169239159,3.367295829986474,17,9,33,743.250331612761,-1.882141206630972,22.31365231753324,-1.683647914993237,42,0.18,2.196847486423374,0.0,18,9,11,825.8007778689214,8.259748525849648,20.810202490209697,2.782260203661347,50,0.17,1.8497108687135888,0.0,17,9,22,802.6752741927152,7.657621362787407,23.933800931613305,4.174387269895637,61,0.11,2.04326566092032,0.0,11,3,6,876.4190023517862,300,100,8,5
0.5426323728006557,20.108150629456336,0.8047189562170501,34,0.17,2.263904328064533,0.0,17,9,33,689.1114633977905,-1.2026056993516068,22.49985568085381,-3.367295829986474,41,0.16,2.181399247191837,-3.367295829986474,18,9,11,905.3990153904912,8.17741349444654,20.83596338406548,2.19722457733622,49,0.17,1.8599294923377307,0.0,17,9,22,845.3955464398308,9.47214956774284,23.6916809339305,6.618610625025511,61,0.11,1.9931785825366608,0.0,11,3,6,894.7479335886542,350,100,8,5
