Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x556c697c50a9,R,0x7fff0050df70,1,,,,,,,,,,,,,,,,,-46809084092312,-8,-46809084092296,-24,-104,-324,-324,-336,-336,-344,-46809084092320,-316,-316,-304,-280,-296
9,0x556c697c50b1,W,0x7fff0050df68,1,-8,,,,,,,,,,,,,,,,-46809084092304,-8,-46809084092288,-264,-96,-316,-316,-308,24,-336,-304,-308,-46809084092320,-296,-272,-304
11,0x556c697c50b2,W,0x7fff0050df60,1,-16,-8,-16,,,,,,,,,,,,,,-46809084092296,-8,-88,-256,-88,-320,-320,-300,-46809084092304,-328,-300,-300,-46809084092312,-280,-264,-328
16,0x556c697c50bf,R,0x556c697c7fd8,1,-46809084092312,-46809084092296,-46809084092312,-46809084092304,-46809084092312,,,,,,,,,,,,16,46809084092288,46809084092208,46809084091988,46809084091988,46809084091976,46809084092328,46809084091996,46809084092000,46809084091968,46809084091996,46809084092008,-16,46809084092000,46809084092032,46809084092032
17,0x556c697c50bf,W,0x7fff0050df58,1,46809084092288,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46809084092272,-248,-80,-300,-312,-312,-46809084092296,-292,-288,-292,-292,-272,-46809084092304,-320,-256,-46808727456952
21,0x556c697c5008,R,0x556c697c7fe8,1,16,-46809084092272,-46809084092296,-46809084092288,-46809084092296,-46809084092280,-46809084092296,-46809084092288,-46809084092296,,,,,,,,46809084092192,46809084092024,46809084091972,46809084091972,46809084092312,46809084091960,-24,46809084091952,46809084091984,46809084091992,46809084091980,46809084091984,-32,46809084092016,46809084091984,356635320
26,0x556c697c501a,R,0x7fff0050df08,1,46809084092192,-80,-104,-88,46809084092208,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-232,-220,120,-212,-46809084092216,-212,-208,-192,-212,-240,-176,-176,-176,-46808727456872
39,0x556c697c5138,R,0x7fff0050df08,1,0,-80,46809084092208,-88,46809084092208,-96,46809084092208,-88,-104,-88,-104,-96,-104,,,,-220,-168,-232,-232,120,-240,-46809084092216,-200,-208,-208,-46809084092224,-240,-208,-176,-192,-46808727456872
42,0x556c697c518d,W,0x7fff0050de60,1,-168,-248,46809084092024,-256,-272,-264,46809084092040,-248,46809084092040,-256,-272,-256,-272,-264,-272,,-52,-52,-64,-44,288,-44,-46809084092048,-24,-44,-40,-8,-72,-8,-8,-24,-46808727456696
46,0x556c697c5195,W,0x7fff0050de2c,1,-220,-52,-220,-308,46809084091988,-316,46809084091972,-300,46809084091988,-300,46809084091988,-308,-324,-308,-324,-316,0,-12,-12,-20,340,20,12,28,-46809084092004,12,12,-20,44,-46808727456652,44,-46808727456644
