Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55e90b0b3089,R,0x7ffc6ccdc450,1,,,,,,,,,,,,,,,,,-46262732874872,-8,-46262732874856,-24,-104,-292,-292,-304,-304,-312,-46262732874880,-280,-324,-312,-356,-320
9,0x55e90b0b3091,W,0x7ffc6ccdc448,1,-8,,,,,,,,,,,,,,,,-46262732874864,-8,-46262732874848,-264,-96,-284,-284,-272,24,-304,-272,-272,-316,-304,-348,-316
11,0x55e90b0b3092,W,0x7ffc6ccdc440,1,-16,-8,-16,,,,,,,,,,,,,,-46262732874856,-8,-88,-256,-88,-288,-288,-264,-46262732874864,-296,-308,-264,-308,-304,-340,-328
16,0x55e90b0b309f,R,0x55e90b0b5fd8,1,-46262732874872,-46262732874856,-46262732874872,-46262732874864,-46262732874872,,,,,,,,,,,,16,46262732874848,46262732874768,46262732874580,46262732874580,46262732874568,46262732874888,46262732874592,46262732874592,46262732874560,46262732874548,46262732874560,46262732874548,46262732874548,46262732874516,46262732874520
17,0x55e90b0b309f,W,0x7ffc6ccdc438,1,46262732874848,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46262732874832,-248,-80,-268,-280,-280,-46262732874856,-256,-256,-256,-300,-296,-300,-320,-332,-332
21,0x55e90b0b3008,R,0x55e90b0b5fe8,1,16,-46262732874832,-46262732874856,-46262732874848,-46262732874856,-46262732874840,-46262732874856,-46262732874848,-46262732874856,,,,,,,,46262732874752,46262732874584,46262732874564,46262732874564,46262732874872,46262732874552,-24,46262732874544,46262732874576,46262732874544,46262732874532,46262732874532,46262732874532,46262732874504,46262732874500,46262732874500
26,0x55e90b0b301a,R,0x7ffc6ccdc3e8,1,46262732874752,-80,-104,-88,46262732874768,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-200,-188,120,-176,-46262732874776,-176,-176,-216,-220,-240,-252,-248,-284,-252
39,0x55e90b0b3118,R,0x7ffc6ccdc3e8,1,0,-80,46262732874768,-88,46262732874768,-96,46262732874768,-88,-104,-88,-104,-96,-104,,,,-188,-168,-200,-200,120,-208,-46262732874776,-208,-176,-220,-220,-240,-252,-248,-284,-252
42,0x55e90b0b319d,W,0x7ffc6ccdc340,1,-168,-248,46262732874584,-256,-272,-264,46262732874600,-248,46262732874600,-256,-272,-256,-272,-264,-272,,-20,-20,-32,-8,288,-8,-46262732874608,-48,-52,-52,-84,-72,-116,-80,-116,-104
46,0x55e90b0b31a5,W,0x7ffc6ccdc32c,1,-188,-20,-188,-276,46262732874580,-284,46262732874564,-268,46262732874580,-268,46262732874580,-276,-292,-276,-292,-284,0,-12,-12,-20,308,-20,12,-28,-32,-32,-64,-52,-96,-64,-128,-84
