Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55fe6e1270a9,R,0x7ffdaab30cc0,1,,,,,,,,,,,,,,,,,-46176210545896,-8,-46176210545880,-24,-104,-280,-482582676824,-288,-372,-304,16,-312,-360,-372,-356,-384
9,0x55fe6e1270b1,W,0x7ffdaab30cb8,1,-8,,,,,,,,,,,,,,,,-46176210545888,-8,-46176210545872,-264,-96,-272,-482582676816,-288,-376,-296,-46176210545896,-304,-384,-364,-348,-320
11,0x55fe6e1270b2,W,0x7ffdaab30cb0,1,-16,-8,-16,,,,,,,,,,,,,,-46176210545880,-8,-88,-256,-88,-272,-356,-280,32,-288,-344,-296,-376,-368,-340,-344
16,0x55fe6e1270bf,R,0x55fe6e129fd8,1,-46176210545896,-46176210545880,-46176210545896,-46176210545888,-46176210545896,,,,,,,,,,,,16,46176210545872,46176210545792,46176210545616,45693627869072,46176210545608,46176210545512,46176210545600,-8,46176210545592,46176210545536,46176210545524,46176210545504,46176210545568,46176210545540,46176210545504
17,0x55fe6e1270bf,W,0x7ffdaab30ca8,1,46176210545872,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46176210545856,-248,-80,-256,-348,-264,40,-272,-46176210545880,-288,-336,-360,-368,-336,-332,-336
21,0x55fe6e127008,R,0x55fe6e129fe8,1,16,-46176210545856,-46176210545880,-46176210545872,-46176210545880,-46176210545864,-46176210545880,-46176210545872,-46176210545880,,,,,,,,46176210545776,46176210545608,45693627869056,46176210545600,46176210545496,46176210545592,46176210545896,46176210545576,-24,46176210545508,46176210545520,46176210545552,46176210545488,46176210545488,46176210545524,46176210545536
26,0x55fe6e12701a,R,0x7ffdaab30c58,1,46176210545776,-80,-104,-88,46176210545792,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46176210545800,-280,-256,-256,-288,-256,-252,-288
39,0x55fe6e127138,R,0x7ffdaab30c58,1,0,-80,46176210545792,-88,46176210545792,-96,46176210545792,-88,-104,-88,-104,-96,-104,,,,-482582676720,-168,-268,-184,-280,-200,120,-268,-46176210545800,-224,-256,-288,-288,-240,-252,-232
42,0x55fe6e12718d,W,0x7ffdaab30bb0,1,-168,-248,46176210545608,-256,-272,-264,46176210545624,-248,46176210545624,-256,-272,-256,-272,-264,-272,,-482582676552,-8,-100,-24,-112,-40,288,-112,-46176210545632,-88,-88,-88,-120,-120,-84,-84
45,0x55fe6e127191,W,0x7ffdaab30ba8,1,-176,-8,-176,-264,46176210545616,-272,46176210545600,-256,46176210545616,-256,46176210545616,-264,-280,-264,-280,-272,-482582676544,-8,-92,-24,-104,-92,296,-48,-46176210545624,-112,-80,-64,-112,-56,-80,-76
47,0x55fe6e127193,W,0x7ffdaab30ba0,1,-184,-8,-184,-264,46176210545592,-280,-288,-264,46176210545592,-264,46176210545608,-264,46176210545608,-272,-288,-272,-482582676536,-8,-84,-24,-96,-96,304,-72,-46176210545616,-72,-72,-104,-68,-48,-72,-896
49,0x55fe6e127195,W,0x7ffdaab30b98,1,-192,-8,-192,-24,46176210545584,-280,46176210545600,-272,-192,-272,46176210545584,-272,46176210545600,-272,46176210545600,-280,-482582676528,-8,-76,-76,-88,-32,312,-96,-46176210545608,-48,-96,-96,-60,-60,-64,-60
51,0x55fe6e127197,W,0x7ffdaab30b90,1,-200,-8,-200,-24,46176210545576,-280,46176210545592,-296,-304,-280,-200,-280,46176210545576,-280,46176210545592,-280,-482582676520,-8,-68,-80,-80,-56,320,-56,-56,-40,-88,-32,-52,-880,-32,-52
53,0x55fe6e127199,W,0x7ffdaab30b88,1,-208,-8,-208,-24,46176210545568,-40,46176210545584,-296,-312,-40,-208,-288,-208,-288,46176210545568,-288,-482582676512,-60,-60,-16,-72,-80,-46176210545592,-48,-48,-80,-80,-44,-48,-872,-44,-44
56,0x55fe6e12719e,W,0x7ffdaab30b4c,1,-268,-60,-268,-76,46176210545508,-92,46176210545524,-348,-372,-364,-268,-100,-268,-348,-268,-348,-482582676452,-12,0,12,388,-20,-46176210545532,28,12,36,16,16,36,-812,16,16
58,0x55fe6e1271a1,W,0x7ffdaab30b40,1,-280,-12,-280,-80,46176210545496,-96,46176210545512,-112,-384,-368,-280,-104,-280,-112,-280,-360,-482582676440,56,0,24,400,24,-46176210545520,-8,-8,48,24,28,28,-800,28,-796
60,0x55fe6e1271a5,R,0x7f8d4e87c768,1,-482582676720,-482582676440,-482582676720,-482582676512,45693627869056,-482582676528,45693627869072,-482582676544,-482582676824,-482582676800,-482582676720,-482582676816,-482582676720,-482582676544,-482582676720,-482582676552,482582676452,482582676496,482582676440,482582676432,482582676840,482582676480,482582676464,482582676432,482582676468,482582676488,482582676488,482582676468,482582676468,482582676468,482582676468,482582675644
62,0x55fe6e1271ae,W,0x7ffdaab30b78,1,482582676496,56,-224,44,46176210545552,-24,46176210545568,-40,-328,-56,-224,-312,-224,-40,-224,-48,-44,-32,-56,-32,-46176210545576,-16,-64,-64,-32,-8,-8,-856,-28,-28,-28,-28
67,0x55fe6e1271ba,W,0x7ffdaab30b58,1,482582676464,-32,-256,12,46176210545520,-48,46176210545536,-64,-360,-80,-256,-336,-256,-352,-256,-72,-12,-32,376,0,0,16,4,-32,0,4,4,-824,4,-820,4,4
69,0x55fe6e1271c1,R,0x7ffdaab30b4c,1,482582676452,-12,-268,12,-268,-60,46176210545524,-68,-372,-84,-268,-100,-268,-356,-268,-76,-12,-20,-46176210545532,12,-20,28,16,36,36,16,16,16,16,-808,16,-804
72,0x55fe6e1271c7,R,0x7ffdaab30b40,1,-12,-24,-280,-56,-280,-12,46176210545496,-80,-384,-88,-280,-104,-280,-360,-280,-376,400,-8,24,24,-8,-8,24,48,48,-800,28,28,28,28,24,-792
75,0x55fe6e1271cf,R,0x7ffdaab30cd0,1,400,376,482582676840,344,120,400,46176210545896,328,46176210545912,312,120,304,120,288,120,32,-46176210545920,-408,-376,-360,-372,-408,-376,-372,-372,-1200,-372,-1196,-372,-372,-376,-372
78,0x55fe6e1271d5,W,0x7ffdaab30b38,1,-408,-32,-20,-64,-288,-8,46176210545488,-20,46176210545504,-88,-392,-104,-288,-112,-288,-368,-46176210545512,32,0,48,36,56,56,36,36,36,36,-788,36,-784,32,-780
81,0x55fe6e127094,R,0x55fe6e129fd0,1,-46176210545920,-46176210545512,-46176210545520,-46176210545576,-45693627869080,-46176210545520,-46176210545800,-46176210545532,-8,-46176210545592,-46176210545904,-46176210545608,-45693627869080,-46176210545624,-46176210545800,-46176210545632,46176210545544,46176210545544,46176210545512,46176210545512,46176210545544,46176210545568,46176210545568,46176210544720,46176210545548,46176210545548,46176210545548,46176210545548,46176210545548,46176210545548,46176210545544,46176210545548
83,0x55fe6e1271da,W,0x7ffdaab30b58,1,46176210545544,32,24,0,12,24,-256,12,46176210545520,-48,-360,-56,482582676464,-72,482582676464,-88,0,16,4,-32,0,4,4,-824,4,-820,4,-816,4,-812,24,4
85,0x55fe6e1271dd,R,0x7ffdaab30b58,1,46176210545544,0,-376,0,12,-32,482582676464,12,-256,-48,46176210545536,-56,482582676464,-64,482582676464,-80,-32,16,4,24,24,4,4,4,4,4,4,4,0,-812,4,4
89,0x55fe6e1271e7,W,0x7ffdaab30b68,1,16,16,-360,48,40,-16,482582676480,40,-240,-32,46176210545536,-40,-344,-48,482582676480,-56,-48,-48,-16,8,8,-840,-12,-836,-12,-832,-12,-12,8,-828,-12,-12
122,0x55fe6e127277,R,0x7ffdaab30b38,1,-32,-48,46176210545512,0,-8,-32,-20,-8,-288,-20,-288,-88,46176210545504,-96,-20,-104,36,0,32,36,56,36,36,36,36,-784,32,36,36,-780,36,36
123,0x55fe6e127277,W,0x7ffdaab30b38,1,0,-48,46176210545512,-32,-408,-32,-20,-64,482582676432,-20,-288,-80,46176210545488,-96,-392,-104,36,56,32,-792,56,-788,36,36,36,-784,56,36,36,-780,36,36
129,0x55fe6e12728a,W,0x7ffdaab30b70,1,56,56,24,24,-352,56,48,-8,482582676488,48,-232,-24,46176210545544,-32,46176210545560,-48,-20,-20,-24,-20,-20,-844,-20,-20,-24,-840,-20,-20,-20,-836,-20,-832
