Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55759adb4089,R,0x7ffd3878e700,1,,,,,,,,,,,,,,,,,-46761953294120,-8,-46761953294104,-24,-104,-280,-651712569240,-288,-372,-304,16,-312,-384,-372,-46761953294128,-384
9,0x55759adb4091,W,0x7ffd3878e6f8,1,-8,,,,,,,,,,,,,,,,-46761953294112,-8,-46761953294096,-264,-96,-272,-651712569232,-288,-376,-296,-46761953294120,-304,32,-364,-46761953294120,-320
11,0x55759adb4092,W,0x7ffd3878e6f0,1,-16,-8,-16,,,,,,,,,,,,,,-46761953294104,-8,-88,-256,-88,-272,-356,-280,32,-288,-368,-296,40,-368,-46761953294112,-340
16,0x55759adb409f,R,0x55759adb6fd8,1,-46761953294120,-46761953294104,-46761953294120,-46761953294112,-46761953294120,,,,,,,,,,,,16,46761953294096,46761953294016,46761953293840,46110240724880,46761953293832,46761953293736,46761953293824,-8,46761953293816,46761953293736,46761953293748,46761953294144,46761953293792,-8,46761953293768
17,0x55759adb409f,W,0x7ffd3878e6e8,1,46761953294096,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46761953294080,-248,-80,-256,-348,-264,40,-272,-46761953294104,-288,-360,-360,48,-332,-46761953294104,-368
21,0x55759adb4008,R,0x55759adb6fe8,1,16,-46761953294080,-46761953294104,-46761953294096,-46761953294104,-46761953294088,-46761953294104,-46761953294096,-46761953294104,,,,,,,,46761953294000,46761953293832,46110240724864,46761953293824,46761953293720,46761953293816,46761953294120,46761953293800,-24,46761953293732,46761953293720,46761953293776,46761953294128,46761953293752,-24,46761953293748
26,0x55759adb401a,R,0x7ffd3878e698,1,46761953294000,-80,-104,-88,46761953294016,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46761953294024,-280,-280,-252,128,-288,-46761953294024,-288
39,0x55759adb4118,R,0x7ffd3878e698,1,0,-80,46761953294016,-88,46761953294016,-96,46761953294016,-88,-104,-88,-104,-96,-104,,,,-651712569136,-168,-268,-184,-280,-200,120,-268,-46761953294024,-224,-280,-248,128,-252,-46761953294024,-248
42,0x55759adb416d,W,0x7ffd3878e5f0,1,-168,-248,46761953293832,-256,-272,-264,46761953293848,-248,46761953293848,-256,-272,-256,-272,-264,-272,,-651712568968,-8,-100,-24,-112,-40,288,-112,-46761953293856,-84,-112,-120,296,-120,-46761953293856,-72
45,0x55759adb4171,W,0x7ffd3878e5e8,1,-176,-8,-176,-264,46761953293840,-272,46761953293824,-256,46761953293840,-256,46761953293840,-264,-280,-264,-280,-272,-651712568960,-8,-92,-24,-104,-92,296,-48,-46761953293848,-72,-104,-76,304,-72,-76,-64
47,0x55759adb4173,W,0x7ffd3878e5e0,1,-184,-8,-184,-264,46761953293816,-280,-288,-264,46761953293816,-264,46761953293832,-264,46761953293832,-272,-288,-272,-651712568952,-8,-84,-24,-96,-96,304,-68,-46761953293840,-104,-96,-104,-46761953293840,-64,-68,-104
49,0x55759adb4175,W,0x7ffd3878e5d8,1,-192,-8,-192,-24,46761953293808,-280,46761953293824,-272,-192,-272,46761953293808,-272,46761953293824,-272,46761953293824,-280,-651712568944,-8,-76,-76,-88,-32,312,-56,-46761953293832,-60,320,-96,-46761953293832,-48,-60,-40
51,0x55759adb4177,W,0x7ffd3878e5d0,1,-200,-8,-200,-24,46761953293800,-280,46761953293816,-296,-304,-280,-200,-280,46761953293800,-280,46761953293816,-280,-651712568936,-8,-68,-80,-80,-52,320,-88,-80,-52,328,-48,-46761953293824,-88,-52,-44
53,0x55759adb4179,W,0x7ffd3878e5c8,1,-208,-8,-208,-24,46761953293792,-40,46761953293808,-296,-312,-40,-208,-288,-208,-288,46761953293792,-288,-651712568928,-60,-60,-16,-72,-40,-46761953293816,-80,-72,-80,336,-32,-46761953293816,-24,-80,-36
56,0x55759adb417e,W,0x7ffd3878e58c,1,-268,-60,-268,-76,46761953293732,-92,46761953293748,-348,-372,-364,-268,-100,-268,-348,-268,-348,-651712568868,-12,0,16,388,20,-46761953293756,16,-12,20,396,-20,16,36,24,24
58,0x55759adb4181,W,0x7ffd3878e580,1,-280,-12,-280,-80,46761953293720,-96,46761953293736,-112,-384,-368,-280,-104,-280,-112,-280,-360,-651712568856,56,0,28,400,-8,-46761953293744,-8,0,40,-46761953293744,-8,-8,48,28,36
60,0x55759adb4185,R,0x7f657b604768,1,-651712569136,-651712568856,-651712569136,-651712568928,46110240724864,-651712568944,46110240724880,-651712568960,-651712569240,-651712569216,-651712569136,-651712569232,-651712569136,-651712568960,-651712569136,-651712568968,651712568868,651712568912,651712568856,651712568888,651712569256,651712568884,-46110240724888,651712568888,651712569264,651712568896,651712568884,651712568848,651712568892,651712568904,651712568884,651712568456
62,0x55759adb418e,W,0x7ffd3878e5b8,1,651712568912,56,-224,44,46761953293776,-24,46761953293792,-40,-328,-56,-224,-312,-224,-40,-224,-48,-44,-28,-56,-64,344,-64,-56,-24,-46761953293800,-16,-64,-64,-20,-20,-20,-456
67,0x55759adb419a,W,0x7ffd3878e59c,1,651712568884,-28,-252,16,46761953293748,-44,46761953293764,-60,-356,-76,-252,-332,-252,-348,-252,-68,-16,4,-28,0,-46761953293772,-36,380,4,0,12,-36,20,0,8,8,8
69,0x55759adb41a1,W,0x7ffd3878e5a0,1,651712568888,4,-248,32,-248,-40,46761953293768,-48,-352,-64,-248,-80,-248,-336,-248,-56,-20,-40,368,-4,-32,-40,-46761953293776,0,-4,-40,4,16,-4,-432,0,4
71,0x55759adb41a8,R,0x7ffd3878e58c,1,651712568868,-20,-268,-44,-268,0,46761953293732,-68,-372,-76,-268,-92,-268,-348,-268,-364,-12,-20,-46761953293756,16,396,-20,-46761953293756,28,-20,-20,24,24,24,-412,36,24
