Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_2_last_read_mean,Delta_with_2_last_read_std,Delta_with_2_last_read_median,Delta_with_2_last_read_unique,Delta_with_2_last_read_zeros_frac,Delta_with_2_last_read_entropy,Delta_with_2_last_read_mode,Delta_with_2_last_read_mode_count,Delta_with_2_last_read_ac_first_peak,Delta_with_2_last_read_fft_dom_bin,Delta_with_2_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,Delta_with_2_last_write_mean,Delta_with_2_last_write_std,Delta_with_2_last_write_median,Delta_with_2_last_write_unique,Delta_with_2_last_write_zeros_frac,Delta_with_2_last_write_entropy,Delta_with_2_last_write_mode,Delta_with_2_last_write_mode_count,Delta_with_2_last_write_ac_first_peak,Delta_with_2_last_write_fft_dom_bin,Delta_with_2_last_write_fft_dom_power,start,length,Target,Fine grained Target
-0.5515025513495988,8.245094215132475,-3.044522437723423,24,0.12,2.225237283633101,-3.49650756146648,21,13,1,137.7773266214681,-0.4305908489026372,10.06726928136741,-3.431901695726477,24,0.02,1.8514559873921463,-3.49650756146648,29,13,7,218.03189215757143,-0.6508415650263379,6.252792840543584,0.0,41,0.24,1.9882277013993548,0.0,24,2,2,165.00488234546967,-1.5071227081233636,6.323024083227478,-2.5649493574615367,42,0.09,1.7820451836893652,-3.49650756146648,20,2,2,169.54892520452432,0,100,10,1
-1.8690312964414952,8.098878999928909,-3.367295829986474,21,0.18,2.3865165296107222,-3.49650756146648,31,13,16,127.7609887064366,-2.20697588430137,9.83891859323894,-3.49650756146648,23,0.02,2.621712096826719,-3.49650756146648,45,13,8,214.3798793997134,-2.286723600892625,5.388835968856983,-1.6094379124341005,15,0.35,2.066845804555462,0.0,35,11,1,87.02233460407273,-3.508116701163725,5.120830272648337,-3.218875824868201,16,0.08,2.3655023838784714,-3.49650756146648,30,11,46,81.59014428847017,0,100,10,2
-2.680966678128572,1.3506307185201645,-3.367295829986474,4,0.2,1.37095059505496,-3.49650756146648,40,5,20,71.35364432497943,-3.565422085587608,0.2085287633201067,-3.49650756146648,3,0.0,1.370950594655611,-3.49650756146648,60,5,40,11.665691439085611,-1.3702369854987484,1.208259585427606,-1.6094379124341005,4,0.4,1.921928095045498,0.0,40,5,20,77.66279650085474,-2.8772556435393595,0.7195202901423413,-3.218875824868201,4,0.0,1.921928095045498,-3.49650756146648,40,5,20,46.89428707675807,50,100,10,2
-2.680966678128572,1.3506307185201645,-3.367295829986474,4,0.2,1.37095059505496,-3.49650756146648,40,5,20,71.35364432497943,-3.565422085587608,0.2085287633201067,-3.49650756146648,3,0.0,1.370950594655611,-3.49650756146648,60,5,40,11.665691439085611,-1.3702369854987484,1.208259585427606,-1.6094379124341005,4,0.4,1.921928095045498,0.0,40,5,20,77.66279650085474,-2.8772556435393595,0.7195202901423413,-3.218875824868201,4,0.0,1.921928095045498,-3.49650756146648,40,5,20,46.89428707675807,100,100,10,2
-2.680966678128572,1.3506307185201645,-3.367295829986474,4,0.2,1.37095059505496,-3.49650756146648,40,5,20,71.35364432497943,-3.565422085587608,0.2085287633201067,-3.49650756146648,3,0.0,1.370950594655611,-3.49650756146648,60,5,40,11.665691439085611,-1.3702369854987484,1.208259585427606,-1.6094379124341005,4,0.4,1.921928095045498,0.0,40,5,20,77.66279650085474,-2.8772556435393595,0.7195202901423413,-3.218875824868201,4,0.0,1.921928095045498,-3.49650756146648,40,5,20,46.89428707675807,150,100,10,2
-1.3636731407447578,2.5116512350943,-3.044522437723423,7,0.14,1.6041873513356848,-3.49650756146648,30,5,1,117.04855072110738,-1.789389861750999,3.057360712346344,-3.49650756146648,5,0.0,0.8878966520145428,-3.49650756146648,44,0,1,159.68595369675702,0.2659978619296598,2.9149337747709434,0.0,31,0.29,2.2930922785046746,0.0,29,5,1,145.975793571626,-0.8759088389368764,3.4247858567347547,-2.5649493574615367,31,0.01,1.6778631240581523,-3.49650756146648,30,0,1,178.97450620844754,200,100,10,2
1.11106641161623,2.274152219428599,2.19722457733622,7,0.04,2.292629900067725,1.6094379124341005,26,3,1,106.85073548230312,1.7415749617760452,3.0415802426014107,3.49650756146648,5,0.0,0.8718511720597105,3.49650756146648,75,0,1,158.19529868730194,4.090394301214038,3.14975043418405,5.67329964856475,81,0.09,2.0934376288737644,0.0,9,0,1,169.75508623619712,3.69805720514737,3.758622762318388,5.6594579341905416,81,0.01,1.8570021198368083,-3.49650756146648,10,0,1,203.3701679407029,250,100,10,2
2.2769854051972755,0.5899299916930295,2.19722457733622,3,0.0,1.5848187051716358,1.6094379124341005,34,3,33,34.577696870470625,3.496507561466481,8.881784197001252e-16,3.49650756146648,1,0.0,0.0,3.49650756146648,100,0,1,0.0,6.630739192635256,0.4213666608214113,6.712882375857326,100,0.0,2.8693307906642773,5.680172609017068,1,0,1,22.572796810326352,6.624921429840327,0.4240252852172949,6.708009536096894,100,0.0,2.8675226959904743,5.666426688112432,1,0,1,22.70668685920901,300,100,10,2
-1.8688784379683605,8.100695531368316,-3.367295829986474,21,0.18,2.3865165296107222,-3.49650756146648,31,13,16,127.7893588178013,-2.2067465965916675,9.841169371299404,-3.49650756146648,23,0.02,2.621712096826719,-3.49650756146648,45,13,8,214.43455579671573,-2.2869528886023254,5.390077202051268,-1.6094379124341005,15,0.35,2.066845804555462,0.0,35,11,1,87.04379315775823,-3.5083459888734256,5.122081776508888,-3.218875824868201,16,0.08,2.3655023838784714,-3.49650756146648,30,11,46,81.61255285767078,0,100,10,3
-2.680966678128572,1.3506307185201645,-3.367295829986474,4,0.2,1.37095059505496,-3.49650756146648,40,5,20,71.35364432497943,-3.565422085587608,0.2085287633201067,-3.49650756146648,3,0.0,1.370950594655611,-3.49650756146648,60,5,40,11.665691439085611,-1.3702369854987484,1.208259585427606,-1.6094379124341005,4,0.4,1.921928095045498,0.0,40,5,20,77.66279650085474,-2.8772556435393595,0.7195202901423413,-3.218875824868201,4,0.0,1.921928095045498,-3.49650756146648,40,5,20,46.89428707675807,50,100,10,3
