Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x55ce4f55b109,R,0x7ffcb932c930,1,,,,,,,,,,,,,,,,,-46378832947544,-8,-46378832947528,-24,-104,-280,-480191984072,-288,-372,-304,16,-312,-364,-372,-46378832947568,-384
9,0x55ce4f55b111,W,0x7ffcb932c928,1,-8,,,,,,,,,,,,,,,,-46378832947536,-8,-46378832947520,-264,-96,-272,-480191984064,-288,-376,-296,-46378832947552,-304,-384,-364,-46378832947560,-320
11,0x55ce4f55b112,W,0x7ffcb932c920,1,-16,-8,-16,,,,,,,,,,,,,,-46378832947528,-8,-88,-256,-88,-272,-356,-280,32,-288,-348,-296,-376,-368,-46378832947552,-348
16,0x55ce4f55b11f,R,0x55ce4f55dfd8,1,-46378832947544,-46378832947528,-46378832947544,-46378832947536,-46378832947544,,,,,,,,,,,,16,46378832947520,46378832947440,46378832947264,45898640963472,46378832947256,46378832947160,46378832947248,-16,46378832947240,46378832947180,46378832947172,46378832947152,46378832947216,-24,46378832947152
17,0x55ce4f55b11f,W,0x7ffcb932c918,1,46378832947520,-8,-24,-16,-24,-16,-24,,,,,,,,,,-46378832947504,-248,-80,-256,-348,-264,40,-272,-46378832947536,-288,-340,-360,-368,-340,-46378832947544,-340
21,0x55ce4f55b008,R,0x55ce4f55dfe8,1,16,-46378832947504,-46378832947528,-46378832947520,-46378832947528,-46378832947512,-46378832947528,-46378832947520,-46378832947528,,,,,,,,46378832947424,46378832947256,45898640963456,46378832947248,46378832947144,46378832947240,46378832947544,46378832947224,-32,46378832947156,46378832947164,46378832947200,46378832947136,46378832947136,-40,46378832947184
26,0x55ce4f55b01a,R,0x7ffcb932c8c8,1,46378832947424,-80,-104,-88,46378832947440,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-268,-176,-280,-192,120,-208,-46378832947456,-280,-260,-260,-288,-260,-46378832947464,-288
39,0x55ce4f55b198,R,0x7ffcb932c8c8,1,0,-80,46378832947440,-88,46378832947440,-96,46378832947440,-88,-104,-88,-104,-96,-104,,,,-480191983968,-168,-268,-184,-280,-200,120,-268,-46378832947456,-224,-260,-288,-288,-240,-46378832947464,-232
42,0x55ce4f55b1ed,W,0x7ffcb932c820,1,-168,-248,46378832947256,-256,-272,-264,46378832947272,-248,46378832947272,-256,-272,-256,-272,-264,-272,,-480191983800,-8,-100,-24,-112,-40,288,-112,-46378832947288,-92,-92,-92,-120,-120,-46378832947296,-2120
45,0x55ce4f55b1f1,W,0x7ffcb932c818,1,-176,-8,-176,-264,46378832947264,-272,46378832947248,-256,46378832947264,-256,46378832947264,-264,-280,-264,-280,-272,-480191983792,-8,-92,-24,-104,-92,296,-48,-46378832947280,-112,-84,-64,-112,-56,-46378832947296,-2112
47,0x55ce4f55b1f3,W,0x7ffcb932c810,1,-184,-8,-184,-264,46378832947240,-280,-288,-264,46378832947240,-264,46378832947256,-264,46378832947256,-272,-288,-272,-480191983784,-8,-84,-24,-96,-96,304,-76,-46378832947272,-76,-76,-104,-46378832947280,-48,-46378832947288,-2104
49,0x55ce4f55b1f5,W,0x7ffcb932c808,1,-192,-8,-192,-24,46378832947232,-280,46378832947248,-272,-192,-272,46378832947232,-272,46378832947248,-272,46378832947248,-280,-480191983776,-8,-76,-76,-88,-32,312,-96,-46378832947264,-48,-96,-96,-46378832947272,-2096,-46378832947280,-64
51,0x55ce4f55b1f7,W,0x7ffcb932c800,1,-200,-8,-200,-24,46378832947224,-280,46378832947240,-296,-304,-280,-200,-280,46378832947224,-280,46378832947240,-280,-480191983768,-8,-68,-80,-80,-60,320,-60,-60,-40,-88,-32,-46378832947264,-2088,-56,-56
53,0x55ce4f55b1f9,W,0x7ffcb932c7f8,1,-208,-8,-208,-24,46378832947216,-40,46378832947232,-296,-312,-40,-208,-288,-208,-288,46378832947216,-288,-480191983760,-60,-60,-16,-72,-80,-46378832947248,-52,-52,-80,-80,-2080,-46378832947264,-2080,-52,-48
56,0x55ce4f55b1fe,W,0x7ffcb932c7bc,1,-268,-60,-268,-76,46378832947156,-92,46378832947172,-348,-372,-364,-268,-100,-268,-348,-268,-348,-480191983700,-12,0,8,388,-20,-46378832947188,28,8,36,-46378832947196,-2020,12,-2020,36,12
58,0x55ce4f55b201,W,0x7ffcb932c7b0,1,-280,-12,-280,-80,46378832947144,-96,46378832947160,-112,-384,-368,-280,-104,-280,-112,-280,-360,-480191983688,56,0,20,400,20,-46378832947176,-8,-8,48,-46378832947192,-2008,20,-2008,48,-2000
60,0x55ce4f55b205,R,0x7f8ceb869768,1,-480191983968,-480191983688,-480191983968,-480191983760,45898640963456,-480191983776,45898640963472,-480191983792,-480191984072,-480191984048,-480191983968,-480191984064,-480191983968,-480191983792,-480191983968,-480191983800,480191983700,480191983744,480191983688,480191983680,480191984088,480191983728,480191983708,480191983680,-45898640963496,480191983736,480191983712,480191981680,480191983708,480191983712,480191983712,480191981688
62,0x55ce4f55b20e,W,0x7ffcb932c7e8,1,480191983744,56,-224,44,46378832947200,-24,46378832947216,-40,-328,-56,-224,-312,-224,-40,-224,-48,-44,-36,-56,-36,-46378832947232,-16,-64,-64,-46378832947248,-8,-32,-2064,-8,-32,-32,-32
67,0x55ce4f55b21a,W,0x7ffcb932c7c4,1,480191983708,-36,-260,8,46378832947164,-52,46378832947180,-68,-364,-84,-260,-340,-260,-356,-260,-76,-8,-28,380,0,0,20,-46378832947204,-28,-46378832947212,-2028,0,-2028,28,-2020,4,4
69,0x55ce4f55b221,R,0x7ffcb932c7bc,1,480191983700,-8,-268,12,-268,-60,46378832947172,-68,-372,-84,-268,-100,-268,-356,-268,-76,-12,-20,-46378832947188,8,-20,28,-46378832947196,36,12,-2020,8,12,12,-2012,12,-2008
72,0x55ce4f55b227,R,0x7ffcb932c7b0,1,-12,-20,-280,-56,-280,-12,46378832947144,-80,-384,-88,-280,-104,-280,-360,-280,-376,400,-8,20,20,-8,-8,-46378832947192,48,24,-2008,48,24,24,24,24,-1996
75,0x55ce4f55b22f,R,0x7ffcb932c940,1,400,380,480191984088,344,120,400,46378832947544,328,46378832947560,312,120,304,120,288,120,32,-46378832947576,-408,-380,-360,-46378832947584,-408,-46378832947592,-2408,-380,-2408,-352,-2400,-376,-376,-376,-376
78,0x55ce4f55b235,W,0x7ffcb932c7a8,1,-408,-28,-20,-64,-288,-8,46378832947136,-20,46378832947152,-88,-392,-104,-288,-112,-288,-368,-46378832947168,28,0,48,-46378832947176,56,32,-2000,28,32,32,-1992,32,-1988,32,-1984
81,0x55ce4f55b0e4,R,0x55ce4f55dfc8,1,-46378832947576,-46378832947168,-46378832947176,-46378832947232,-45898640963488,-46378832947176,-46378832947456,-46378832947188,-16,-46378832947248,-46378832947560,-46378832947264,-45898640963488,-46378832947280,-46378832947456,-46378832947288,46378832947196,46378832947196,46378832947168,46378832947168,-16,46378832947224,46378832947200,46378832945168,46378832947224,46378832947200,46378832947200,46378832947200,46378832947200,46378832947200,46378832947200,46378832947200
83,0x55ce4f55b23a,W,0x7ffcb932c7c4,1,46378832947196,28,20,0,8,20,-260,8,46378832947164,-52,-364,-60,480191983708,-76,480191983708,-92,0,20,-46378832947204,-28,-46378832947212,-2028,0,-2028,28,-2020,4,-2016,4,-2012,4,4
85,0x55ce4f55b23d,R,0x7ffcb932c7c4,1,46378832947196,0,-380,0,8,-36,480191983708,8,-260,-52,46378832947180,-60,480191983708,-68,480191983708,-84,-28,20,-46378832947204,28,4,-2028,0,4,28,4,4,4,4,-2012,4,-2008
89,0x55ce4f55b247,W,0x7ffcb932c7d8,1,20,20,-360,48,40,-16,480191983728,40,-240,-32,46378832947184,-40,-344,-48,480191983728,-56,-48,-48,-46378832947232,8,-16,-2048,-20,-2040,8,-2036,-16,-16,-16,-16,-20,-2028
