Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5645e4409129,R,0x7ffc44ab05a0,1,,,,,,,,,,,,,,,,,-45863278364104,-8,-45863278364088,-24,-104,-280,-340,-340,-352,-328,-45863278364120,-360,-45863278364144,-328,-45863278364128,-360
9,0x5645e4409131,W,0x7ffc44ab0598,1,-8,,,,,,,,,,,,,,,,-45863278364096,-8,-45863278364080,-264,-96,-272,-332,-344,24,-320,-45863278364128,-352,-320,-320,-45863278364120,-352
11,0x5645e4409132,W,0x7ffc44ab0590,1,-16,-8,-16,,,,,,,,,,,,,,-45863278364088,-8,-88,-256,-88,-324,-336,-336,-45863278364104,-312,-45863278364128,-344,-312,-344,-45863278364112,-344
16,0x5645e440913f,R,0x5645e440bfd8,1,-45863278364104,-45863278364088,-45863278364104,-45863278364096,-45863278364104,,,,,,,,,,,,16,45863278364080,45863278364000,45863278363824,45863278363764,45863278363764,45863278364120,45863278363752,-32,45863278363776,-40,45863278363776,45863278363776,45863278363744,-24,45863278363808
17,0x5645e440913f,W,0x7ffc44ab0588,1,45863278364080,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45863278364064,-248,-80,-256,-328,-316,-45863278364096,-328,-45863278364112,-336,-45863278364120,-336,-304,-336,-45863278364104,-300
21,0x5645e4409008,R,0x5645e440bfe8,1,16,-45863278364064,-45863278364088,-45863278364080,-45863278364088,-45863278364072,-45863278364088,-45863278364080,-45863278364088,,,,,,,,45863278363984,45863278363816,45863278363748,45863278363808,45863278364104,45863278363748,-32,45863278363760,-48,45863278363760,-56,45863278363728,45863278363760,45863278363792,-40,45863278363728
26,0x5645e440901a,R,0x7ffc44ab0538,1,45863278363984,-80,-104,-88,45863278364000,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-248,-176,120,-248,-45863278364016,-256,-45863278364032,-256,-45863278364040,-256,-224,-220,-220,-256
39,0x5645e44091b8,R,0x7ffc44ab0538,1,0,-80,45863278364000,-88,45863278364000,-96,45863278364000,-88,-104,-88,-104,-96,-104,,,,-236,-168,-248,-236,120,-224,-45863278364016,-224,-45863278364032,-256,-45863278364040,-192,-45863278364024,-220,-224,-256
42,0x5645e44092af,W,0x7ffc44ab0490,1,-168,-248,45863278363816,-256,-272,-264,45863278363832,-248,45863278363832,-256,-272,-256,-272,-264,-272,,-68,-8,-80,-80,288,-88,-45863278363848,-88,-45863278363864,-88,-56,-24,-52,-52,-52,-88
45,0x5645e44092b3,W,0x7ffc44ab0488,1,-176,-8,-176,-264,45863278363824,-272,45863278363808,-256,45863278363824,-256,45863278363824,-264,-280,-264,-280,-272,-60,-60,-72,-48,296,-48,-45863278363840,-80,-45863278363864,-80,-45863278363848,-16,-48,-44,-44,-45862925394408
48,0x5645e44092b8,W,0x7ffc44ab044c,1,-236,-60,-236,-316,45863278363748,-332,-340,-316,45863278363748,-316,45863278363764,-316,45863278363764,-324,-340,-324,0,-12,-12,-20,356,-20,-45863278363796,-20,12,-20,16,44,12,-20,44,-45862925394348
50,0x5645e44092bb,W,0x7ffc44ab0440,1,-248,-12,-248,-80,45863278363736,-336,45863278363752,-328,-248,-328,45863278363736,-328,45863278363752,-328,45863278363752,-336,12,24,0,24,-45863278363768,-8,-45863278363792,-8,-45863278363776,-8,28,28,28,-8,56,-45862925394064
52,0x5645e44092bf,W,0x7ffc44ab0458,1,-224,24,-224,-48,45863278363760,-304,45863278363776,-320,-328,-304,-224,-304,45863278363760,-304,45863278363776,-304,-12,-32,344,0,-45863278363808,-32,0,-32,-45863278363800,32,0,4,4,-45862925394360,32,-45862925394080
54,0x5645e44092c6,R,0x7ffc44ab044c,1,-236,-12,-236,0,45863278363748,-68,45863278363764,-324,-340,-68,-236,-316,-236,-316,45863278363748,-316,-12,-20,-45863278363780,12,-45863278363804,-20,12,-20,16,44,12,-20,16,-45862925394076,-45863278363788,-45862925394068
57,0x5645e44092cc,R,0x7ffc44ab0440,1,-12,-24,-248,0,45863278363736,-72,45863278363752,-328,-352,-344,-248,-80,-248,-328,-248,-328,368,-8,-45863278363784,24,-45863278363792,-8,-45863278363776,-8,28,28,24,-45862925394336,56,-45862925394064,-45863278363776,28
60,0x5645e44092d4,R,0x7ffc44ab05b0,1,368,344,120,368,45863278364104,356,45863278364120,288,16,32,120,296,120,288,120,40,-45863278364136,-376,-45863278364152,-376,-344,-376,-45863278364144,-312,-340,-376,-340,-45862925394704,-312,-45862925394424,-340,-340
63,0x5645e44092da,W,0x7ffc44ab0438,1,-376,-32,-20,-8,-256,-20,45863278363744,-80,-360,-336,-256,-352,-256,-80,-256,-88,-45863278363760,32,-45863278363784,0,32,0,-45863278363768,36,32,0,36,-45862925394056,-45863278363768,-45862925394048,64,36
66,0x5645e4409104,R,0x5645e440bfc8,1,-45863278364136,-45863278363760,-45863278363768,-45863278363768,-45863278364016,-45863278363780,-32,-45863278363840,-45863278364120,-45863278363848,-45863278364016,-45863278364104,-45863278364016,-45863278363780,-45863278364016,-45863278363840,-16,45863278363792,-24,45863278363760,45863278363792,45863278363824,45863278363796,45863278363796,45863278363792,352969432,45863278363824,352969704,45863278363796,352969712,45863278363824,45863278363760
68,0x5645e44092df,W,0x7ffc44ab0458,1,45863278363792,32,24,0,12,12,-224,-48,45863278363776,-56,-224,-304,-224,-320,-224,12,-45863278363808,-32,-45863278363816,-32,-45863278363800,32,4,-32,4,-45862925394360,-45863278363800,-45862925394088,4,4,-45862925394360,-32
71,0x5645e44092e7,W,0x7ffc44ab0438,1,45863278363760,-32,-376,-32,-20,-8,-256,-80,45863278363728,-88,-360,-336,-256,-344,-256,-8,-45863278363776,0,32,0,-45863278363768,36,32,0,64,-45862925394328,-45863278363768,-45862925394048,64,36,-45862925394328,-45862925394320
74,0x5645e44090e4,R,0x5645e440bfb8,1,-16,-45863278363776,-45863278364152,-45863278363776,-45863278363784,-45863278363784,-45863278364032,-45863278363796,-45863278364032,-45863278363864,-32,-45863278364112,-45863278363796,-45863278364120,-45863278364032,-45863278364128,-8,45863278363776,45863278363808,45863278363840,45863278363812,45863278363812,45863278363812,45863278363776,45863278363840,352969720,45863278363812,352969728,45863278363840,45863278363776,352969448,352969752
77,0x5645e44092ee,W,0x7ffc44ab0438,1,45863278363776,0,-376,-32,-8,-32,-20,-20,-256,-80,45863278363728,-336,-360,-344,-20,-352,-45863278363784,0,-45863278363768,64,32,36,36,-45862925394328,-45863278363768,-45862925394056,36,36,64,-45862925394320,36,-45862925394024
