Timestamp,PC,Type,Address,pattern_type,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_4_last_read,Delta_with_4_last_write,Delta_with_5_last_read,Delta_with_5_last_write,Delta_with_6_last_read,Delta_with_6_last_write,Delta_with_7_last_read,Delta_with_7_last_write,Delta_with_8_last_read,Delta_with_8_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write,Delta_with_4_next_read,Delta_with_4_next_write,Delta_with_5_next_read,Delta_with_5_next_write,Delta_with_6_next_read,Delta_with_6_next_write,Delta_with_7_next_read,Delta_with_7_next_write,Delta_with_8_next_read,Delta_with_8_next_write
5,0x5632fc425089,R,0x7ffc6907d0d0,1,,,,,,,,,,,,,,,,,-45945090035960,-8,-45945090035944,-24,-104,-292,-292,-304,-304,-312,-45945090035968,-280,-324,-312,-356,-320
9,0x5632fc425091,W,0x7ffc6907d0c8,1,-8,,,,,,,,,,,,,,,,-45945090035952,-8,-45945090035936,-264,-96,-284,-284,-272,24,-304,-272,-272,-316,-304,-348,-316
11,0x5632fc425092,W,0x7ffc6907d0c0,1,-16,-8,-16,,,,,,,,,,,,,,-45945090035944,-8,-88,-256,-88,-288,-288,-264,-45945090035952,-296,-308,-264,-308,-304,-340,-328
16,0x5632fc42509f,R,0x5632fc427fd8,1,-45945090035960,-45945090035944,-45945090035960,-45945090035952,-45945090035960,,,,,,,,,,,,16,45945090035936,45945090035856,45945090035668,45945090035668,45945090035656,45945090035976,45945090035680,45945090035680,45945090035648,45945090035636,45945090035648,45945090035636,45945090035636,45945090035604,45945090035608
17,0x5632fc42509f,W,0x7ffc6907d0b8,1,45945090035936,-8,-24,-16,-24,-16,-24,,,,,,,,,,-45945090035920,-248,-80,-268,-280,-280,-45945090035944,-256,-256,-256,-300,-296,-300,-320,-332,-332
21,0x5632fc425008,R,0x5632fc427fe8,1,16,-45945090035920,-45945090035944,-45945090035936,-45945090035944,-45945090035928,-45945090035944,-45945090035936,-45945090035944,,,,,,,,45945090035840,45945090035672,45945090035652,45945090035652,45945090035960,45945090035640,-24,45945090035632,45945090035664,45945090035632,45945090035620,45945090035620,45945090035620,45945090035592,45945090035588,45945090035588
26,0x5632fc42501a,R,0x7ffc6907d068,1,45945090035840,-80,-104,-88,45945090035856,-88,-104,-88,-104,-96,-104,,,,,,0,-168,-200,-188,120,-176,-45945090035864,-176,-176,-216,-220,-240,-252,-248,-284,-252
39,0x5632fc425118,R,0x7ffc6907d068,1,0,-80,45945090035856,-88,45945090035856,-96,45945090035856,-88,-104,-88,-104,-96,-104,,,,-188,-168,-200,-200,120,-208,-45945090035864,-208,-176,-220,-220,-240,-252,-248,-284,-252
42,0x5632fc42519d,W,0x7ffc6907cfc0,1,-168,-248,45945090035672,-256,-272,-264,45945090035688,-248,45945090035688,-256,-272,-256,-272,-264,-272,,-20,-20,-32,-8,288,-8,-45945090035696,-48,-52,-52,-84,-72,-116,-80,-116,-104
46,0x5632fc4251a5,W,0x7ffc6907cfac,1,-188,-20,-188,-276,45945090035668,-284,45945090035652,-268,45945090035668,-268,45945090035668,-276,-292,-276,-292,-284,0,-12,-12,-20,308,-20,12,-28,-32,-32,-64,-52,-96,-64,-128,-84
48,0x5632fc4251a8,W,0x7ffc6907cfa0,1,-200,-12,-200,-280,45945090035640,-296,-304,-280,45945090035640,-280,45945090035656,-280,45945090035656,-288,-304,-288,12,24,0,24,-45945090035664,-8,-20,-16,-52,-20,-52,-48,-84,-52,-116,-80
50,0x5632fc4251ac,W,0x7ffc6907cfb8,1,-176,24,-176,-8,45945090035664,-264,45945090035680,-256,-176,-256,45945090035664,-256,45945090035680,-256,45945090035680,-264,-12,-32,296,0,0,-32,-44,-40,-76,-64,-108,-72,-108,-96,-140,-104
52,0x5632fc4251b3,R,0x7ffc6907cfac,1,-188,-12,-188,0,45945090035652,-268,45945090035668,-284,-292,-268,-188,-268,45945090035652,-268,45945090035668,-268,-12,-20,-45945090035676,12,-32,-20,-32,-32,-64,-52,-96,-64,-128,-84,-128,-96
55,0x5632fc4251b9,R,0x7ffc6907cfa0,1,-12,-24,-200,0,45945090035640,-32,45945090035656,-288,-304,-32,-200,-280,-200,-280,45945090035640,-280,320,-8,24,24,-20,-16,-52,-20,-52,-48,-84,-52,-116,-80,-116,-104
